"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"XIST",0,1.6112448962751,0.865,0.286,0
"FCGBP",0,3.48949869890036,0.551,0.106,0
"AC093895.1",0,3.26974873458533,0.538,0.117,0
"DDX3Y",0,-6.99596049876994,0.007,0.427,0
"RPS4Y1",0,-4.50892232179605,0.028,0.424,0
"UTY",0,-5.51472146856313,0.011,0.405,0
"HTRA1",0,2.8343848201139,0.566,0.195,0
"SPP1",0,1.90138103329256,0.731,0.363,0
"CPA6",0,4.33349088277725,0.41,0.046,0
"MGP",0,2.84650101203584,0.413,0.076,0
"LINC00278",2.37151510003798e-322,-7.36395687292213,0.005,0.368,6.23186737987981e-318
"HLA-DQA2",7.11416981022311e-317,-2.05539773920083,0.133,0.546,1.86946154273043e-312
"SERPINE1",6.27053461015881e-253,3.23412106093085,0.351,0.099,1.64777108485753e-248
"USP9Y",3.45551019832985e-217,-5.68440208514516,0.006,0.273,9.08038969917119e-213
"AC131944.1",3.04376020078803e-214,2.61411478362942,0.24,0.046,7.99839305563079e-210
"ANKRD36B",1.07383726656259e-200,3.06278496057571,0.292,0.084,2.82182956907318e-196
"DOCK4",8.23430704940009e-197,0.932877415877215,0.97,0.938,2.16381120644136e-192
"FAM135B",1.38169926823346e-189,4.0441216193255,0.161,0.019,3.63082933706388e-185
"TTTY14",1.78987739392225e-187,-5.22422948644306,0.014,0.256,4.70343981574888e-183
"TMEM176B",9.49955923460866e-169,-1.44162087430153,0.232,0.519,2.49629417567046e-164
"ENPP2",2.09430309201356e-162,-3.30252434730361,0.072,0.315,5.50340966519324e-158
"TANC2",1.86059783060344e-161,1.04774836246825,0.821,0.67,4.88927897925971e-157
"DTNA",1.10526670733541e-158,1.22197454713733,0.557,0.32,2.90441985353599e-154
"CLEC5A",1.62305663577717e-158,1.30259572054293,0.442,0.203,4.26506822749524e-154
"ALOX5AP",4.28505687944917e-154,1.19810371763099,0.669,0.457,1.12602724678165e-149
"CD24",1.26962064027232e-153,2.26302529865799,0.221,0.057,3.33630911850761e-149
"ARHGAP24",1.7622731388825e-145,0.834475462357752,0.834,0.672,4.63090135435543e-141
"MSR1",3.06801406857363e-140,0.79798747083828,0.893,0.816,8.06212736939779e-136
"RNASE1",3.2556088889163e-139,0.725824005547632,0.628,0.359,8.55508903829425e-135
"CTSC",1.5064581919363e-137,-0.836906810135008,0.731,0.864,3.95867083677022e-133
"KRT81",5.17441946730071e-133,3.45314423229027,0.103,0.009,1.35973394761728e-128
"F13A1",1.8630932636983e-128,-0.957001720827816,0.365,0.599,4.8958364783464e-124
"TGFBR1",1.68318640533509e-124,1.01621407297516,0.687,0.529,4.42307723593954e-120
"MEIKIN",9.31894108594317e-123,1.39455550933837,0.407,0.205,2.44883133856415e-118
"GAPDH",1.33249454514746e-122,0.656111303737875,0.943,0.882,3.5015291657385e-118
"HLA-DQA1",2.17391620133803e-121,-0.685443760120705,0.881,0.926,5.71261699387609e-117
"LDLRAD4",3.69497801622315e-121,0.600125806063094,0.941,0.878,9.7096632310312e-117
"TMEM176A",2.93063223111947e-120,-1.64800738955096,0.121,0.341,7.70111537693573e-116
"LGALS1",6.74182528240313e-119,0.635052846107707,0.921,0.767,1.7716168477099e-114
"MELTF",1.49405084234276e-115,2.97481471291602,0.127,0.022,3.92606680350831e-111
"PLXDC2",6.91067909929016e-115,0.514084287344502,0.992,0.979,1.81598825371147e-110
"FN1",3.36903743936818e-113,0.621884733799276,0.543,0.321,8.8531565831717e-109
"EIF1AY",1.50768896790617e-112,-5.20722629559316,0.004,0.155,3.96190506986383e-108
"COLEC12",2.85152287940189e-109,1.24531922139717,0.367,0.177,7.49323182249229e-105
"SOCS3",7.4870620764531e-109,-1.46690613049728,0.156,0.371,1.96745017245035e-104
"SPARCL1",8.06827621711493e-109,1.93135567091935,0.195,0.06,2.12018162433346e-104
"PDE4C",1.83163775043253e-108,2.16755077601511,0.183,0.053,4.81317768058659e-104
"DSP",1.27453482597268e-107,2.98162391282567,0.114,0.019,3.34922261569101e-103
"SLC35F1",2.00358088752703e-106,-3.29486654078583,0.026,0.187,5.26500985624352e-102
"PADI2",5.41308156555676e-106,2.44897553249791,0.205,0.069,1.422449573797e-101
"CLU",2.8303497632488e-105,2.00154847540553,0.181,0.053,7.43759310786521e-101
"PLCL1",1.02014183601422e-104,-1.91080739551638,0.095,0.287,2.68072871667816e-100
"TREM2",2.78313628900061e-104,1.12543598653006,0.517,0.334,7.31352554023581e-100
"LRRC23",3.624427534668e-103,1.78614760402706,0.444,0.276,9.52427067560058e-99
"PSD3",3.36024324799749e-102,0.931489828266006,0.589,0.409,8.83004720708779e-98
"TCF12",1.14108347052134e-101,0.600369495045623,0.964,0.928,2.99853914383597e-97
"CLDN1",1.53397213301692e-99,1.31920663026802,0.299,0.133,4.03097197114186e-95
"BIRC3",2.55091367133143e-98,-1.77739079742444,0.121,0.314,6.70329094552473e-94
"AHR",1.21613943026324e-97,-0.784600763584177,0.628,0.77,3.19577119484575e-93
"AC092683.1",1.85568678132887e-97,2.44247896987826,0.165,0.048,4.876373723976e-93
"PRKCB",2.88044698320974e-96,-0.885536509076293,0.359,0.579,7.56923858247856e-92
"ACKR3",3.65610101716761e-96,2.58489332878918,0.153,0.042,9.60750225291304e-92
"C3",6.92354907407886e-96,0.707838231461063,0.583,0.379,1.81937022568644e-91
"CLEC12A",8.44629121432417e-96,-1.36523996270463,0.129,0.325,2.21951640530011e-91
"WARS",1.52323202777746e-95,-1.97023367365157,0.109,0.293,4.00274912259361e-91
"KCNMA1",3.50662545040833e-95,-1.0251406478875,0.467,0.642,9.21471035858301e-91
"SCML1",5.11041181151744e-95,-1.50862529780141,0.12,0.311,1.34291401583055e-90
"ADAMDEC1",2.55544615767837e-94,-3.00140226803387,0.034,0.185,6.71520141314721e-90
"MIF",3.59853461274639e-94,0.632815043890877,0.813,0.7,9.45622925537496e-90
"CLIC2",1.89559954353886e-93,-2.15515701576748,0.056,0.22,4.98125648051141e-89
"ZSWIM4",6.8439187099564e-93,2.00068700874123,0.279,0.131,1.79844495860234e-88
"ATP8B4",1.73470695214903e-92,0.733851794201186,0.811,0.697,4.55846292885721e-88
"BHLHE40",2.01679448574291e-91,-1.26409970383559,0.251,0.449,5.29973254963521e-87
"HLA-DRA",2.22669253051788e-91,-0.635991854456136,0.996,0.996,5.85130263169488e-87
"ADGRE5",1.32611935021623e-90,-1.08050821124994,0.263,0.469,3.48477642849821e-86
"CCL3L1",1.40190802002073e-90,1.20534584227153,0.492,0.313,3.68393389501047e-86
"BNC2",1.63563730689023e-90,0.88518576807237,0.63,0.473,4.29812771504614e-86
"TCF7L2",1.95419755227428e-90,-1.21367445051208,0.321,0.522,5.13524032786636e-86
"CROCC",3.85684247304656e-90,1.08403374278132,0.422,0.246,1.01350106506718e-85
"HLA-B",1.71719970889973e-88,-0.606373873977886,0.972,0.984,4.51245739504671e-84
"KCNQ3",1.79281081455829e-88,1.01496165037304,0.432,0.252,4.71114825849628e-84
"HLA-DPB1",3.41161016674276e-88,-0.557472620398071,0.959,0.978,8.96502919616662e-84
"ANKH",4.64578464336931e-88,0.817987215499335,0.615,0.461,1.22081928858459e-83
"PRKY",2.701176404553e-87,-4.27546103134561,0.005,0.128,7.09815135588439e-83
"BCL2A1",7.53743486537012e-87,-1.14761457922626,0.251,0.448,1.98068713392196e-82
"KDM5D",2.22737506765646e-85,-4.82354322905525,0.004,0.122,5.85309620278765e-81
"OGFRL1",1.23576871875538e-84,0.653197124708006,0.719,0.586,3.24735303914539e-80
"SLC16A3",1.36571552320613e-84,1.32564935173881,0.429,0.277,3.58882725188107e-80
"MYO10",2.39178990541002e-84,1.46260474783546,0.242,0.104,6.28514551343646e-80
"MAML2",1.06608382845122e-83,0.487569204767599,0.953,0.901,2.80145508440412e-79
"B2M",1.49702105609661e-83,-0.403510764884976,1,1,3.93387193121067e-79
"INSIG1",2.22356578957184e-83,-1.37530933212902,0.227,0.415,5.84308618183688e-79
"TMEM163",3.37633674649998e-83,-1.92619524141532,0.079,0.24,8.87233770245264e-79
"P4HA1",4.29354634218974e-83,1.0035877745218,0.632,0.507,1.12825810780062e-78
"SLC40A1",7.28978626019364e-83,-1.25722525736715,0.219,0.408,1.91561003345368e-78
"CD302",2.23990980402879e-82,-0.648722897476458,0.436,0.643,5.88603498302686e-78
"MEF2A",1.09260761828101e-81,0.490923354116745,0.96,0.944,2.87115429931883e-77
"AC008397.1",9.46727044255171e-81,2.18432501427809,0.123,0.031,2.48780932689374e-76
"STX11",2.9162236925781e-80,-1.02341371151075,0.235,0.43,7.66325261935674e-76
"GLA",6.14256368009943e-80,-1.22896958772025,0.247,0.434,1.61414288385653e-75
"CD38",1.18100456400295e-79,-1.99108609104292,0.055,0.202,3.10344379328696e-75
"BACH1",3.17158088398092e-79,-0.547255496187365,0.6,0.773,8.33428024692506e-75
"GPRIN3",2.05058157469372e-78,0.690937314097939,0.757,0.655,5.38851826198015e-74
"ARHGAP6",2.9618360977643e-78,1.14643238730687,0.393,0.237,7.78311289770503e-74
"RAPH1",3.53647243458642e-78,0.881507266885209,0.536,0.383,9.29314226360619e-74
"CTSS",4.51518465515097e-78,-0.468327154121421,0.938,0.956,1.18650022368057e-73
"RNASET2",7.01892854765818e-78,0.678545867078931,0.853,0.794,1.84443404375362e-73
"SORBS2",8.0855493685411e-78,2.71077635410976,0.105,0.023,2.12472066306523e-73
"SLC11A1",9.24565776136002e-78,0.850039626610034,0.482,0.307,2.42957394653019e-73
"RASGEF1B",1.95624007877605e-77,-0.80370644301648,0.717,0.809,5.14060767900771e-73
"ARAP2",2.37872791009086e-77,-1.08756634663671,0.19,0.375,6.25082120213676e-73
"IRF1",8.98725413071671e-77,-1.10534900579002,0.226,0.412,2.36167064046974e-72
"RBM47",1.32193954209211e-76,-0.594812305270755,0.919,0.939,3.47379272870964e-72
"IL6ST",4.750104774519e-76,-0.900724710733849,0.255,0.449,1.2482325326481e-71
"HLA-DPA1",1.96420232359517e-75,-0.579913149385079,0.979,0.981,5.16153086594339e-71
"ZFY",4.33710799916216e-75,-3.09230699495643,0.017,0.133,1.13970524001983e-70
"GBP1",5.79341917642456e-75,-1.67850503136181,0.126,0.29,1.52239469118085e-70
"EGR2",1.09451100181144e-74,-1.76706414172182,0.097,0.252,2.8761560105601e-70
"MMP2-AS1",2.0091391784611e-74,-1.28117770948569,0.135,0.304,5.27961593316008e-70
"STAT1",4.5184949334993e-74,-1.08764404512117,0.349,0.522,1.18737009862495e-69
"LYZ",1.53580470059614e-73,-0.828462160156723,0.921,0.938,4.03578759222653e-69
"NFKB1",4.35934465827392e-73,-1.04078486488158,0.611,0.732,1.14554858930122e-68
"AC083837.1",5.77351526076099e-73,-2.53932209502433,0.025,0.146,1.51716434022277e-68
"VCAM1",6.59406122630396e-73,-3.45049214352522,0.02,0.136,1.73278740904816e-68
"JUN",3.61894798413846e-72,0.540821626011398,0.949,0.915,9.50987151271904e-68
"AOAH",1.4134488169244e-71,-0.719538858717954,0.784,0.824,3.71426080111393e-67
"HLA-DQB2",1.564749803647e-71,-1.46355965938012,0.083,0.233,4.11184953402359e-67
"MGAM",7.31677704860726e-71,1.53791323001875,0.206,0.087,1.92270267283302e-66
"PTPN1",4.21332696730919e-70,-0.797425556031023,0.498,0.658,1.10717806046951e-65
"CUX1",1.25202457100296e-69,0.536473080976244,0.812,0.741,3.29007016768159e-65
"PSME2",1.67527017017651e-69,-0.848220979715436,0.345,0.525,4.40227495318984e-65
"TFEC",2.63369931567229e-69,-0.98587463827013,0.63,0.736,6.92083506172364e-65
"LINC01619",6.76247060506177e-69,0.860920684854669,0.706,0.592,1.77704202559813e-64
"SDC3",1.05847176437649e-68,-1.43686006136075,0.11,0.263,2.78145210242853e-64
"MVB12B",1.0588390439704e-68,-0.984733243346689,0.208,0.38,2.78241723974542e-64
"GSAP",1.1371806683205e-68,-0.752398868604332,0.385,0.566,2.9882833602126e-64
"ZEB2",2.14309278680147e-68,-0.438014082541913,0.972,0.977,5.6316192251569e-64
"SLAMF8",3.34770101211236e-68,-1.38341083090489,0.097,0.245,8.79708871962886e-64
"CD9",8.27530339240086e-68,0.655266663867636,0.633,0.49,2.1745842254551e-63
"LTC4S",2.40385261503915e-67,1.00836823947561,0.442,0.298,6.31684390179987e-63
"VAMP5",5.02728777491405e-67,-1.3594780366775,0.169,0.327,1.32107068149191e-62
"GBP4",7.19599455254214e-67,-1.61724132833564,0.089,0.23,1.89096344851702e-62
"GBP5",9.10718941474862e-67,-1.93711703496106,0.07,0.205,2.39318723440764e-62
"AL162414.1",1.14097245271649e-66,-3.02573145284163,0.017,0.123,2.99824741124839e-62
"SORL1",1.34721140113567e-66,0.672345891995175,0.62,0.485,3.54020211990432e-62
"LYN",4.15239872492318e-66,-0.509603154112371,0.848,0.907,1.09116733693531e-61
"SH3KBP1",4.44233564773924e-66,0.550906657463739,0.82,0.742,1.16735696151292e-61
"PDK4",5.20133530747406e-66,-0.957242598270769,0.375,0.546,1.36680689209803e-61
"MAMDC2",2.10826511748902e-65,1.72785940190069,0.127,0.04,5.54009907573764e-61
"FGL2",3.89247722438624e-65,-0.638908949514177,0.587,0.725,1.02286516502422e-60
"HLA-DQB1",5.41523292878218e-65,-0.611470916695808,0.919,0.94,1.42301490902538e-60
"SERPING1",1.89196752960306e-64,-1.36611957240963,0.111,0.258,4.97171227429092e-60
"TRAF3",1.96085068583268e-64,-0.710313830555868,0.325,0.506,5.15272343223111e-60
"SLC1A3",3.46412849926918e-64,0.595749408765014,0.756,0.641,9.10303687037955e-60
"CADM1",4.79033113013743e-64,1.00250752593797,0.439,0.297,1.25880321437751e-59
"EML4",4.98266781265359e-64,-0.638365629750846,0.536,0.689,1.30934544780911e-59
"MCOLN2",5.38415548766605e-64,-1.87872884105843,0.058,0.184,1.41484837904888e-59
"FCGR2A",8.9372709389114e-64,0.409654503555298,0.846,0.752,2.34853605732714e-59
"BCAT1",2.81360952687768e-63,0.655960043132821,0.518,0.367,7.39360311472918e-59
"GPR183",3.41477085975975e-63,-0.979591976623557,0.66,0.731,8.97333486527668e-59
"PLEKHG2",4.68123903659093e-63,1.01689559147075,0.485,0.355,1.23013599403537e-58
"YWHAH",2.8028697571344e-62,0.60046639423301,0.775,0.687,7.36538114779779e-58
"AL163541.1",5.14743284708788e-62,1.03579310800371,0.251,0.126,1.35264240355775e-57
"BMP2K",1.16524773020088e-61,0.436085032369244,0.936,0.888,3.06203798542188e-57
"ZNF618",2.89114282648867e-61,0.975503723414901,0.453,0.323,7.59734511944693e-57
"KMO",3.43361994795487e-61,-1.52063259188212,0.09,0.227,9.02286649923581e-57
"TMSB10",2.27997872985539e-60,-0.369157353877678,0.998,0.997,5.991328106314e-56
"SLC2A3",3.33097665602291e-60,0.796985197739616,0.752,0.655,8.75314045669702e-56
"IL21R",5.3447434811996e-60,-2.13705018013379,0.041,0.154,1.40449169198963e-55
"TNFAIP2",6.6167686478408e-60,-0.843510753098079,0.285,0.454,1.73875446527961e-55
"LAP3",1.00281878757767e-59,-0.668368485809168,0.451,0.612,2.6352072099966e-55
"S100A10",1.25804303685922e-59,0.229810575497141,0.872,0.735,3.30588549225867e-55
"DUSP2",1.54529667217433e-59,-1.5851137186911,0.102,0.236,4.0607305951397e-55
"LINC00996",4.24946434679643e-59,-3.19045463285586,0.017,0.113,1.11667424105117e-54
"ICAM1",7.06926023858271e-59,-0.953377759700336,0.294,0.455,1.85766020549477e-54
"SLC4A7",3.1634693442855e-58,0.572072235994149,0.762,0.691,8.31296474291344e-54
"HSPA1B",4.32456201965483e-58,-1.30117864189637,0.592,0.677,1.1364084075249e-53
"PDGFC",4.72050323996977e-58,-0.884155168051358,0.325,0.483,1.24045384139926e-53
"RHOH",1.68677646690574e-57,-1.16201955551236,0.173,0.321,4.43251119973491e-53
"AC084871.1",3.04535946463897e-57,1.02372775157929,0.292,0.167,8.00259560117828e-53
"RASAL2",1.00083190462352e-56,0.5540026786805,0.705,0.592,2.62998607896969e-52
"ADAMTSL4-AS1",1.46036479250155e-56,0.814475578694967,0.697,0.624,3.83754660173557e-52
"IDI1",3.17715884274867e-56,-1.11788255340644,0.206,0.356,8.34893800697496e-52
"ATOX1",3.3256701371237e-56,-0.7494995139163,0.331,0.491,8.73919598633367e-52
"PTK2",7.11421985211225e-56,0.988873938575076,0.348,0.217,1.86947469273806e-51
"ZNF267",1.51789326602876e-55,-0.905100553537623,0.254,0.41,3.98871992447037e-51
"ACSL1",1.71429140247147e-55,0.549319585585084,0.647,0.519,4.50481494741453e-51
"JAML",2.84585861596663e-55,-0.822421050562671,0.182,0.339,7.4783472710371e-51
"MAP3K8",3.51020175526841e-55,-0.63970351315163,0.584,0.717,9.22410817249433e-51
"AC079015.1",5.93241755708417e-55,-2.24235485336399,0.028,0.126,1.55892068565058e-50
"LSP1",6.90879758830332e-55,0.776740920900251,0.454,0.323,1.81549383025435e-50
"FNBP1",6.98923926588496e-55,-0.55108655577133,0.727,0.813,1.83663229428925e-50
"RAB44",1.01813025756382e-54,1.93460909330809,0.121,0.042,2.67544269082621e-50
"LDHC",1.23643094253187e-54,1.93807483858329,0.111,0.036,3.24909323078526e-50
"SDCCAG8",1.65801661095821e-54,0.479230928615986,0.83,0.762,4.35693605027598e-50
"ZFP36",2.26894208773575e-54,-0.528078903278663,0.692,0.789,5.96232601815202e-50
"DMXL2",2.27648695755282e-54,-0.636332937098136,0.625,0.73,5.98215242705729e-50
"ASPH",2.69416558348491e-54,0.631994473477557,0.64,0.538,7.07972832028165e-50
"GYPC",3.74947782750421e-54,0.97215560317833,0.364,0.237,9.85287783511556e-50
"DOCK8",4.37749409953679e-54,0.431289061297881,0.936,0.896,1.15031789947628e-49
"VOPP1",6.38685322272298e-54,-0.665276516818558,0.467,0.611,1.67833728986714e-49
"CCL4L2",8.96067959602445e-54,0.999501316569878,0.464,0.323,2.3546873842433e-49
"ST5",1.38269908045226e-53,1.22929252455608,0.231,0.121,3.63345664361244e-49
"SELENOK",1.9915024501089e-53,-0.981018374534419,0.284,0.437,5.23327013839618e-49
"PLAAT4",4.13205375735593e-53,-1.26361911187556,0.115,0.245,1.08582108635799e-48
"APLP2",5.38766676437905e-53,0.414208569743323,0.826,0.75,1.41577107234353e-48
"ADGRB3",6.83216925955931e-53,-2.88704217258306,0.026,0.119,1.795357438027e-48
"SLAMF7",7.09035122582914e-53,-2.28025021530854,0.038,0.139,1.86320249512338e-48
"MMP19",7.2967830417215e-53,-1.98942862442701,0.081,0.198,1.91744864770358e-48
"FSCN1",7.30966102817451e-53,1.00166345485349,0.255,0.138,1.9208327249837e-48
"HLA-F",2.80416250605989e-52,-0.802324625491279,0.215,0.366,7.36877823342417e-48
"CYSLTR2",3.32152572470085e-52,-1.70690517036678,0.046,0.151,8.72830529936889e-48
"PSMB9",3.68193467196041e-52,-0.736054130489966,0.278,0.433,9.67538793097757e-48
"P3H2",3.77524088856e-52,1.11526035594712,0.346,0.222,9.92057800695798e-48
"FAM20A",4.71003616108729e-52,-1.12007017300538,0.157,0.296,1.23770330241052e-47
"SLC27A4",4.96546890364205e-52,-1.09824894443334,0.124,0.256,1.30482591849906e-47
"ELOVL5",5.00264847771337e-52,-1.07926921678364,0.225,0.371,1.31459596697352e-47
"EXT1",5.68139839489868e-52,-0.925319453140375,0.33,0.479,1.49295787021148e-47
"PTGER4",9.87756626604542e-52,-0.714885748338882,0.357,0.51,2.59562686339142e-47
"VIM",1.06452969887939e-51,0.254659560322613,0.971,0.916,2.79737114271527e-47
"GLIS3",1.83800681885672e-51,0.56123235667289,0.293,0.168,4.82991431859169e-47
"SOD2",1.94095427855242e-51,-0.691764738913121,0.766,0.831,5.10043965318006e-47
"AL078604.4",4.23119041489077e-51,-2.57414313076105,0.083,0.198,1.111872217225e-46
"MEF2C",8.93592151014913e-51,0.33471530531848,0.924,0.872,2.34818145443699e-46
"MS4A4E",3.21877986905918e-50,-0.757322747243617,0.259,0.414,8.45830973991371e-46
"GBP2",4.85713424260665e-50,-0.787396470079572,0.288,0.44,1.27635773627218e-45
"ANKRD22",6.54344077701001e-50,-1.5835723663533,0.081,0.194,1.71948536738269e-45
"PTPRC",8.557083450008e-50,-0.313860824475477,0.97,0.978,2.2486303889931e-45
"PRCP",1.07341261141699e-49,-0.776838537912224,0.241,0.392,2.82071366028158e-45
"IFNLR1",4.48241572406519e-49,1.54628812657622,0.142,0.059,1.17788920396985e-44
"WWP1",5.38436332762242e-49,-0.78751059929775,0.34,0.487,1.41490299523262e-44
"MT-ND3",7.87649062250742e-49,-0.321540061998213,1,0.998,2.0697842057825e-44
"APP",8.79848455416137e-49,0.730048468212017,0.448,0.323,2.31206577114252e-44
"SLC45A4",1.21537169978325e-48,-1.16310743462482,0.141,0.27,3.19375375269043e-44
"GYS1",1.68380237093632e-48,1.04351470403258,0.338,0.22,4.42469587034645e-44
"ADA2",1.81659019447189e-48,-0.634553965986015,0.313,0.469,4.77363571303323e-44
"LST1",2.10407432772488e-48,-0.413706042176762,0.652,0.779,5.52908651839544e-44
"SMCO4",2.6246114031407e-48,-0.850941639401458,0.19,0.33,6.89695384517312e-44
"CFLAR",2.93680237511898e-48,-0.516111121703491,0.634,0.758,7.71732928133765e-44
"MGAT5",3.55334159210047e-48,0.489276116535735,0.733,0.645,9.33747103572162e-44
"TIPARP",6.77719041965387e-48,-0.963331090933337,0.239,0.378,1.78091009847664e-43
"NAAA",7.39777586926339e-48,-0.832215649792449,0.185,0.326,1.94398754292503e-43
"FYB1",8.90552061187319e-48,-0.425257688526787,0.908,0.926,2.34019270638804e-43
"DENND5B",9.73980629528776e-48,-1.47966354320537,0.055,0.159,2.55942629827572e-43
"RGL1",3.54489365488792e-47,-0.767407621081492,0.35,0.498,9.31527154631448e-43
"FOXO1",6.71380490429706e-47,-0.883164871417393,0.273,0.418,1.76425365275118e-42
"GPR155",1.06676727305929e-46,-0.970671930847393,0.218,0.352,2.80325104014521e-42
"YTHDF3",1.13212360561225e-46,-0.673730430615596,0.335,0.484,2.97499441082787e-42
"NFKBID",5.92117879779547e-46,-0.725902464262378,0.273,0.42,1.55596736448469e-41
"SPAG9",6.29932591640626e-46,-0.767676152600448,0.6,0.703,1.65533686431324e-41
"PSTPIP2",7.51988149529535e-46,-0.845596977396261,0.211,0.349,1.97607445933371e-41
"MAML3",1.08846359904806e-45,0.374190116767204,0.872,0.782,2.86026464557849e-41
"PLA2G7",1.71874690505707e-45,-1.04728814727235,0.127,0.25,4.51652311710898e-41
"BCL2",3.71928523335552e-45,0.504483559840481,0.639,0.533,9.77353773621164e-41
"KLF12",4.5325811318755e-45,-1.03817250230815,0.131,0.253,1.19107166983425e-40
"HIF1A",7.88212154998544e-45,0.305991821767844,0.926,0.864,2.07126390090518e-40
"TNFSF13B",1.1413089186273e-44,-0.599759422079803,0.454,0.594,2.99913157636881e-40
"PLAGL1",1.36864419598238e-44,-0.678500529185576,0.258,0.401,3.5965232182025e-40
"S100A4",1.9419257399975e-44,0.187405916047101,0.912,0.787,5.10299245956543e-40
"UBE2D3",2.19009755965071e-44,-0.375759562419063,0.874,0.931,5.75513836725013e-40
"SFMBT2",2.23565890917666e-44,0.432922332191815,0.847,0.779,5.87486448153444e-40
"MS4A4A",2.56412064081655e-44,-0.539410382751881,0.42,0.568,6.73799621993773e-40
"CCDC26",4.70170005597456e-44,-2.73179275538313,0.027,0.109,1.235512740709e-39
"ZFHX3",7.02594550601988e-44,0.392921204650776,0.817,0.756,1.8462779600719e-39
"RPL39",7.97263929118139e-44,-0.299255205679247,0.987,0.982,2.09505015293665e-39
"DST",1.1225478041225e-43,-0.667692685485578,0.494,0.608,2.94983111967309e-39
"AC025580.2",1.26142959345585e-43,-2.05881245791499,0.047,0.139,3.31478468568327e-39
"PKM",1.37237097126951e-43,0.555835138016013,0.642,0.559,3.60631643830201e-39
"CHD1",4.75494642725873e-43,-0.605218536220752,0.523,0.655,1.24950482215505e-38
"PDCD1LG2",5.07517992704871e-43,-1.73555681313026,0.04,0.128,1.33365578122986e-38
"CRY1",7.56825808438393e-43,-1.02030585816564,0.137,0.258,1.98878685941441e-38
"PPP1R15B",7.98000874245833e-43,-0.676093939658245,0.268,0.408,2.0969866973432e-38
"PIK3R1",1.11692102198625e-42,0.588059410743359,0.665,0.594,2.93504506157548e-38
"BTG2",2.36696873068127e-42,-0.607175119029638,0.53,0.649,6.21992043048425e-38
"GIPC1",2.45614011000313e-42,1.84192709079823,0.216,0.124,6.45424498106622e-38
"GIMAP7",3.37310014404231e-42,-0.814997063976617,0.196,0.326,8.86383255851437e-38
"SLC16A10",3.95608814962037e-42,-0.134189596708017,0.557,0.399,1.03958084395724e-37
"U62317.4",4.41928842795275e-42,-1.44721173754285,0.056,0.151,1.16130061309742e-37
"GCLC",5.19082770832518e-42,-0.875040954759604,0.167,0.291,1.36404570519369e-37
"HES1",6.4161544725429e-42,-1.74054065566113,0.138,0.248,1.68603707229482e-37
"CEP85L",1.23074608876102e-41,-0.662148161214153,0.277,0.415,3.2341545720462e-37
"LAPTM5",1.47230259849195e-41,0.302539983218375,0.936,0.897,3.86891676831713e-37
"APOL3",1.63048109286755e-41,-1.47366885629407,0.063,0.158,4.28457821583735e-37
"TTC28",1.76092933312925e-41,-0.94288130666841,0.131,0.25,4.62737010159705e-37
"ARL5B",1.82801950819477e-41,-1.25464645756599,0.093,0.198,4.80366966363422e-37
"IL2RG",1.83570613047546e-41,-1.02683464066379,0.109,0.221,4.82386856966342e-37
"ETNK1",3.06815904299056e-41,-0.542082740183364,0.384,0.534,8.06250833317059e-37
"SELENOP",3.31521755886477e-41,-1.07847221376436,0.407,0.498,8.71172870118484e-37
"CCSER1",3.92172301407379e-41,-0.874639942333314,0.313,0.441,1.03055037363831e-36
"RAPGEF1",4.06293589608928e-41,0.44459281274977,0.826,0.783,1.06765829477434e-36
"PRMT9",5.44997409201282e-41,-1.06635271575235,0.124,0.238,1.43214419189913e-36
"UVRAG",7.77119441686424e-41,-0.4606889701128,0.674,0.763,2.04211446886359e-36
"AIM2",7.8125131439716e-41,-1.75864997368579,0.043,0.129,2.05297220397286e-36
"AC011586.2",9.55438925513858e-41,1.55626521553921,0.119,0.049,2.51070240846532e-36
"GCH1",9.81734430051937e-41,-1.03661710238601,0.188,0.313,2.57980173529048e-36
"CKLF",1.77289968815416e-40,0.514408053170818,0.685,0.616,4.65882580053151e-36
"ASAP1",2.07429746686258e-40,0.371075939589444,0.826,0.768,5.4508388834215e-36
"SNAP23",2.67203982861608e-40,-0.620025887280436,0.28,0.42,7.02158626163735e-36
"CXCL12",2.75960221683863e-40,-1.86729108998942,0.052,0.141,7.25168270540854e-36
"LCP2",2.77516779368633e-40,-0.47209181609314,0.674,0.777,7.29258592824893e-36
"IGHA1",2.90191030024052e-40,-0.60124741070748,0.256,0.401,7.62563988697204e-36
"ATP1B1",3.14279353027837e-40,-0.822805233249457,0.312,0.442,8.2586328388655e-36
"FAM107B",5.00059191658761e-40,-0.678171461971975,0.438,0.574,1.31405554384089e-35
"ATF3",6.81077120598197e-40,-0.722171989516621,0.573,0.666,1.78973445750794e-35
"TGFBI",9.18718979333271e-40,0.544267324577919,0.713,0.652,2.41420973389197e-35
"ENC1",9.56537245648614e-40,1.32101401485551,0.149,0.071,2.51358857411543e-35
"TPRG1",1.04196400742155e-39,0.549256036362388,0.491,0.366,2.73807301870236e-35
"FCGR2B",1.49947603556894e-39,0.705434498970504,0.403,0.294,3.94032312626807e-35
"AC005920.2",1.57128567230023e-39,-1.42519673388633,0.063,0.156,4.12902448967054e-35
"ETV3",2.44577651224398e-39,-0.96639160735718,0.14,0.255,6.42701151887473e-35
