"pathway","pval","padj","log2err","ES","NES","size"
"GOBP_ALDEHYDE_METABOLIC_PROCESS",0.646788990825688,1,0.053347785067549,-0.427177116344448,-0.853253221171864,24
"GOBP_ALDITOL_BIOSYNTHETIC_PROCESS",0.397089397089397,1,0.0940503465727813,0.793079293919866,1.05672845382763,1
"GOBP_ALDITOL_CATABOLIC_PROCESS",0.035661013841374,0.746992697838798,0.321775918075361,-0.95137331838565,-1.47803836868586,3
"GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS",0.106261859582543,0.926754147541127,0.188204146308491,-0.896711701524914,-1.39311695513217,3
"GOBP_ALKALOID_METABOLIC_PROCESS",0.983298538622129,1,0.0484087618816951,0.26102582160583,0.452144185957996,4
"GOBP_ALKANESULFONATE_METABOLIC_PROCESS",0.954070981210856,1,0.0497903187820785,0.30974165265611,0.536528863450779,4
"GOBP_ALKANESULFONATE_TRANSMEMBRANE_TRANSPORT",0.88785046728972,1,0.0480220415968251,-0.352496437717487,-0.587754407058166,5
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.647058823529412,1,0.0635007968065945,-0.559146968887493,-0.868681786401651,3
"GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.94408945686901,1,0.0380056241581377,-0.274912838827818,-0.516319424937858,16
"GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS",0.560453400503778,1,0.051011413203915,-0.412599316637708,-0.935672160425554,62
"GOBP_ALPHA_BETA_T_CELL_ACTIVATION",0.56057268722467,1,0.0448645113168564,-0.392984690714161,-0.947641048463977,127
"GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION",0.642857142857143,1,0.0406579344155557,-0.370012541353884,-0.87856134260321,93
"GOBP_ALPHA_BETA_T_CELL_PROLIFERATION",0.77947932618683,1,0.0448645113168564,-0.361544199603326,-0.708875075471362,21
"GOBP_ALPHA_KETOGLUTARATE_TRANSPORT",0.634095634095634,1,0.0689567351672811,0.687867750070048,0.916540665658658,1
"GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS",0.82032667876588,1,0.0502948063662358,-0.38020879736878,-0.650200860242509,6
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.938775510204082,1,0.096240602328129,0.221422511694502,0.658613791848469,53
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.8204833141542,1,0.0289981119993578,-0.311235115205838,-0.741818258213907,95
"GOBP_AMELOGENESIS",0.432384341637011,1,0.0806388495950661,-0.613093452534914,-1.07994231971194,8
"GOBP_AMIDE_BIOSYNTHETIC_PROCESS",0.48014440433213,1,0.0560595875032335,-0.430410849628882,-1.00493693873463,78
"GOBP_AMIDE_CATABOLIC_PROCESS",0.685009487666034,1,0.0607719451853533,-0.53890377015411,-0.837232276672238,3
"GOBP_AMIDE_METABOLIC_PROCESS",0.417786970010341,1,0.0554793308704233,-0.42327426361685,-1.04441225996663,203
"GOBP_AMIDE_TRANSPORT",0.409706546275395,1,0.0605092988656667,-0.436021863689742,-1.04239167823271,110
"GOBP_AMINE_BIOSYNTHETIC_PROCESS",0.83596214511041,1,0.0430173196927508,-0.34689764785465,-0.661741928912489,18
"GOBP_AMINE_CATABOLIC_PROCESS",0.691622103386809,1,0.0573667426768556,-0.444705062976706,-0.776961657897283,7
"GOBP_AMINE_METABOLIC_PROCESS",0.89,1,0.0355420211253902,-0.29057370140074,-0.608738736480579,32
"GOBP_AMINE_TRANSPORT",0.657492354740061,1,0.0525898950623616,-0.421373466970638,-0.841660880821023,24
"GOBP_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY",0.00467141689584574,0.365114927257848,0.407017918923954,-0.952692239143685,-1.62921352089801,6
"GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS",0.51063829787234,1,0.0937465422491719,0.39853697583115,0.965743885321376,17
"GOBP_AMINOGLYCAN_CATABOLIC_PROCESS",0.888127853881279,1,0.0572461135202884,0.28693638636125,0.610279610551189,9
"GOBP_AMINOGLYCAN_METABOLIC_PROCESS",0.733532934131736,1,0.0802023444698144,0.31031921850551,0.822849958878153,26
"GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION",0.342612419700214,1,0.104732821580651,0.628454305704091,1.14796292625264,5
"GOBP_AMINOPHOSPHOLIPID_TRANSPORT",0.687074829931973,1,0.0692836467392548,0.407910820807348,0.805249162830115,7
"GOBP_AMINO_ACID_ACTIVATION",9.91322935181829e-08,0.000662053115688586,0.704975715167238,-0.94147841314651,-1.93860878594132,30
"GOBP_AMINO_ACID_BETAINE_BIOSYNTHETIC_PROCESS",0.32776617954071,1,0.105920292736253,0.666573230553609,1.15462603989108,4
"GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS",0.938294010889292,1,0.0441523058441465,-0.29100791465411,-0.497657070943456,6
"GOBP_AMINO_ACID_BETAINE_TRANSPORT",0.669473684210526,1,0.0668966276500666,0.530603064452857,0.866485330688617,3
"GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.890489913544669,1,0.0683110858318647,0.266843082601115,0.670071651276384,20
"GOBP_AMINO_ACID_CATABOLIC_PROCESS",0.877216916780355,1,0.0340463727579649,-0.295849530506803,-0.633493844388275,37
"GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE",0.556497175141243,1,0.0922597260527354,0.365132591980543,0.939581600365297,22
