"pathway","pval","padj","log2err","ES","NES","size"
"GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_DN",0.864686468646865,0.964517268188372,0.0766746872490091,0.256656957605864,0.739277758429821,62
"GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP",0.486713286713287,0.836972357131359,0.0625237414724762,-0.345922580429992,-0.992582738144983,83
"GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN",0.912676056338028,0.984971535575529,0.0336769978828608,-0.251786474725766,-0.718246082628637,80
"GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP",0.59774964838256,0.8759072405766,0.0531298054705469,-0.31304649539339,-0.938026372680245,119
"GSE16266_CTRL_VS_LPS_STIM_MEF_DN",0.177809388335704,0.65025311206566,0.120985142145252,-0.447381964711779,-1.22044651898133,61
"GSE16266_CTRL_VS_LPS_STIM_MEF_UP",0.00664574739738367,0.183087968569713,0.407017918923954,0.501571263361305,1.62771471048339,114
"GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN",0.00482954481446758,0.155511343025856,0.407017918923954,-0.53492059297633,-1.59994174441141,110
"GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP",0.280112044817927,0.730072044106746,0.0913924325943768,-0.394783014727322,-1.12686804024629,79
"GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN",0.402555910543131,0.799348441926346,0.120433371642259,0.423021854234446,1.04982748796594,31
"GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_ROSIGLITAZONE_TREATED_DN",0.644569816643159,0.893558367266857,0.0497903187820785,-0.307359110074172,-0.907539243876163,103
"GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_ROSIGLITAZONE_TREATED_UP",0.179661016949153,0.65025311206566,0.193813302725311,0.443551184475153,1.25298885090945,59
"GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP",0.140825035561878,0.611908783783784,0.138022242496643,-0.418783994596665,-1.22228133157553,96
"GSE16385_IFNG_TNF_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN",0.0921052631578947,0.542066563467492,0.271288554688953,0.619207625099363,1.43766072779977,23
"GSE16385_IFNG_TNF_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP",0.981481481481482,1,0.0307037368093842,-0.220282899943646,-0.603086935892376,64
"GSE16385_IFNG_TNF_VS_UNSTIM_MACROPHAGE_ROSIGLITAZONE_TREATED_DN",0.162200282087447,0.636009116231957,0.126875729929857,-0.406313291837114,-1.199721256226,103
"GSE16385_IFNG_TNF_VS_UNSTIM_MACROPHAGE_ROSIGLITAZONE_TREATED_UP",0.0686274509803922,0.488782189303247,0.20207170902116,-0.467332039306112,-1.33395186629526,79
"GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN",0.936440677966102,0.990603459063362,0.0325785172778622,-0.244170401052915,-0.677282836905659,68
"GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP",0.563333333333333,0.862942149181701,0.101350743797099,0.298843344592313,0.933732105482126,87
"GSE16385_MONOCYTE_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_DN",0.223270440251572,0.68104291302347,0.165656695205483,0.428536560424791,1.20264760108461,54
"GSE16385_MONOCYTE_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_UP",0.442715700141443,0.817819399483549,0.0676760401641789,-0.352710524167909,-1.01453903471366,86
