"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FRMD8",0.0101700901443582,-1.25615616648861,0.07,0.179,1
"TRIM13",0.0101802822865027,1.74836403054877,0.226,0.051,1
"AC008014.1",0.0102074011896593,3.43916678167505,0.146,0,1
"PLEKHB2",0.0102394662668671,-1.14168128754028,0.281,0.436,1
"RPS27",0.0102516757849802,-0.311158996602855,0.978,0.949,1
"ZMAT1",0.0102606514266387,2.98763526836252,0.146,0,1
"RER1",0.0103129606242024,-0.858553852405986,0.294,0.462,1
"SMCHD1",0.0103611265153323,-0.634955265092676,0.583,0.718,1
"BCL2L2",0.0104336188842797,-1.78778916480364,0.043,0.128,1
"ATP5F1E",0.010443254812849,-0.496221720491368,0.939,1,1
"ENOX2",0.0104464178923987,1.63869203203237,0.227,0.051,1
"RGS16",0.0104497963501063,3.82597060022495,0.145,0,1
"GID4",0.0105185162066864,-1.77620119052843,0.043,0.128,1
"CBWD2",0.010592818853817,2.98252837792943,0.144,0,1
"SLC35E2B",0.0106029839921267,-1.90152224132097,0.059,0.154,1
"GARS",0.0106898092326478,2.90906621598841,0.144,0,1
"GLUL",0.0107881612457469,-0.486475107664633,0.864,0.897,1
"SCMH1",0.0107995083423737,1.00486470790754,0.27,0.077,1
"CXorf38",0.0108179438589279,-1.19073697008707,0.19,0.333,1
"SCAMP2",0.0110575691071609,1.00925424995781,0.354,0.154,1
"AL354740.1",0.0110588162099502,3.02537137893517,0.143,0,1
"OLFML3",0.0111467659152393,2.03280158441066,0.188,0.026,1
"DDX49",0.0111745983318187,-1.65779034777409,0.091,0.205,1
"FOSB",0.0111775008865295,0.641579473579281,0.872,0.846,1
"ITK",0.0112559947741002,-2.53643656401748,0.032,0.103,1
"RUNX2",0.0113109617690765,1.09818721491792,0.371,0.179,1
"TOX",0.011312523366191,-2.26463194855596,0.061,0.154,1
"SLC8A1-AS1",0.0113208896797697,1.49083514586286,0.317,0.128,1
"ATP1B1",0.0114154974509114,0.637392891880747,0.315,0.103,1
"TMEM161B-AS1",0.0114352642773264,3.11444005343502,0.142,0,1
"AL138720.1",0.0114574008572899,3.40712651551637,0.142,0,1
"FDFT1",0.0114584540357042,1.8169818169977,0.305,0.128,1
"LSM2",0.0115115088375827,1.25448801354271,0.19,0.026,1
"AOAH",0.0116140264480862,0.607889560627986,0.777,0.641,1
"ARL17B",0.0116266364644223,-1.5016711458568,0.073,0.179,1
"FYB1",0.0116372630309311,0.330720608550339,0.908,0.718,1
"AP001011.1",0.011649706743178,2.96451054287067,0.141,0,1
"RALGDS",0.0116863661309977,-1.13062528440475,0.184,0.333,1
"ABI2",0.011733496256289,1.40739874781096,0.288,0.103,1
"GEM",0.0118483833537426,-3.19252165569075,0.046,0.128,1
"PIK3CG",0.0118629073881173,0.973547588336068,0.257,0.077,1
"BCKDK",0.0119312846971811,-1.12614366158539,0.122,0.256,1
"KDM6A",0.0119469861425454,-0.500046449333325,0.632,0.821,1
"PLPP3",0.0120182516716326,-1.88591913865968,0.044,0.128,1
"HSPA6",0.0120191269666026,-1.22350587681549,0.16,0.308,1
"CTDSP2",0.0120554656837891,-1.21283383743786,0.124,0.256,1
"RCOR1",0.0120861620532909,-0.942778587282062,0.437,0.59,1
"RPL37",0.0120922701221728,-0.34856437133723,0.981,0.974,1
"TTLL4",0.0122377295780363,-1.31332620534803,0.057,0.154,1
"FAM135B",0.0122865200248643,3.49492563625409,0.177,0.026,1
"MELTF",0.0124007866233862,3.12837924439289,0.139,0,1
"NRIP1",0.012686664752282,0.656147422902446,0.658,0.513,1
"HIST1H2BN",0.0127316244087203,3.37435848604695,0.138,0,1
"DIAPH1",0.0128358901412262,-1.05225623713142,0.294,0.487,1
"IQCN",0.0128832113157365,1.88111215441741,0.317,0.154,1
"ARPC5",0.0128871997820708,-0.489561749364247,0.82,0.846,1
"CCL2",0.0128886838832751,-0.127735747501114,0.22,0.051,1
"MOB4",0.012902303255859,-1.25205725578533,0.187,0.333,1
"OSM",0.0129089992578206,-1.52475475896985,0.059,0.154,1
"CCDC88C",0.0129286678138654,-1.54231313035415,0.059,0.154,1
"UBE2B",0.0129891545279984,-0.711712464076715,0.429,0.615,1
"TIMP2",0.0130774046050999,0.728978376154945,0.69,0.59,1
"VCL",0.0130877747931618,-1.10681152851559,0.125,0.256,1
"PDE4B",0.0131503309131144,0.936985238973659,0.767,0.692,1
"AL645568.1",0.0132181791227039,2.92246180935746,0.137,0,1
"HRH2",0.0132239819175387,-1.52420083496961,0.128,0.256,1
"SUMF1",0.0132320744477603,0.745948012562343,0.662,0.513,1
"GAPT",0.0132594059762608,1.37565762619858,0.252,0.077,1
"CPEB3",0.0132707249770957,0.809402365542484,0.401,0.179,1
"NIBAN2",0.0133038416655541,-1.31724657471938,0.153,0.282,1
"ICA1",0.0133194272098288,1.93441241185425,0.24,0.077,1
"PTPN12",0.0133477073701931,-1.15978587676459,0.519,0.667,1
"COPZ1",0.013447515938816,-1.0314920923855,0.208,0.359,1
"CCDC142",0.0134552497736389,-1.93979225824869,0.032,0.103,1
"FAM111A",0.0134556807772653,2.19391620707707,0.176,0.026,1
"MFSD1",0.013522294066171,0.608186999061971,0.716,0.615,1
"RTN2",0.0135901277258421,2.6837549491257,0.175,0.026,1
"RPL31",0.013655306555047,-0.400697604273973,0.827,0.872,1
"DPYSL2",0.0137008332534939,0.69403196299254,0.525,0.359,1
"POLR2A",0.013721418425808,1.63055314640028,0.447,0.282,1
"ENTPD1-AS1",0.0137745442801663,1.155859980815,0.392,0.205,1
"CYP1B1",0.0137841448763373,-1.25013237886084,0.059,0.154,1
"C6orf47",0.0138001351702064,-1.7647055516906,0.045,0.128,1
"AC008771.1",0.0139253122025085,2.93308944519493,0.135,0,1
"KCNJ15",0.0139408766395189,-2.00051848878937,0.032,0.103,1
"ITGA6",0.0140314826573942,1.86349404287115,0.18,0.026,1
"ANKZF1",0.0140321136370599,-1.65452263394018,0.06,0.154,1
"BARD1",0.0140567941376049,2.85140564760122,0.135,0,1
"ARL14EP",0.0140930406467784,2.19170517976172,0.175,0.026,1
"AC008397.1",0.0140954342947583,3.11677262474491,0.135,0,1
"EAPP",0.0140964865281561,2.17538660428633,0.209,0.051,1
"ITFG1",0.0141827495965531,0.782782243611895,0.655,0.487,1
"UBE2I",0.0142351104767562,-0.660428066012616,0.298,0.487,1
"TSC22D1",0.014240911620398,1.81681786506379,0.244,0.077,1
"UBE2W",0.014255834080088,-0.604834214912209,0.535,0.718,1
"EMB",0.0143030233031902,1.01290202697295,0.364,0.179,1
"GALM",0.0143371838735829,1.23687548412888,0.57,0.436,1
"NPC2",0.0143536917588444,0.438883346676194,0.967,0.872,1
"ACTN4",0.0143741464860641,-0.835094879581997,0.285,0.462,1
"MGAT5",0.0143763489833683,0.505060423280677,0.74,0.59,1
"CD68",0.0144760014196759,-0.444510424027692,0.773,0.872,1
"SH2B3",0.014543501036865,1.10775470764027,0.423,0.256,1
"SUB1",0.0145576738555426,-0.507048323311255,0.656,0.821,1
"PIK3R1",0.0146157810193882,0.761343381436147,0.678,0.538,1
"C15orf48",0.0146158188054792,-0.9988751408034,0.151,0.282,1
"TMEM65",0.01467055673341,0.922932330112039,0.405,0.205,1
"AC104123.1",0.0147156758553507,3.23743972014096,0.133,0,1
"UBE2J1",0.0147388332210357,-1.19568459483846,0.195,0.333,1
"PFKP",0.0147709844896713,-1.58158324786671,0.117,0.231,1
"KIAA0100",0.0147922671670765,2.77371436309353,0.133,0,1
"SECISBP2",0.0149056147537793,1.53530192493984,0.375,0.205,1
"HERC2",0.0149250029779553,0.592287810116676,0.296,0.103,1
"GBA",0.0149426333058207,2.78549153086988,0.133,0,1
"CCDC130",0.0149442247477355,2.74986762113916,0.133,0,1
"HIST1H1E",0.0149535869406396,2.8231166031698,0.133,0,1
"SCPEP1",0.0150172399732838,1.27043953459036,0.277,0.103,1
"RAB44",0.0150402773498856,3.4759722226736,0.133,0,1
"RELT",0.0151423668723051,-1.13743224611148,0.147,0.282,1
"AL360012.1",0.0151473796890929,2.99526186783722,0.132,0,1
"SEPTIN11",0.015270798764332,1.5965280801313,0.244,0.077,1
"CLECL1",0.0152740579352153,2.90096874828982,0.132,0,1
"AC011511.2",0.0153139041570707,3.00032396089348,0.132,0,1
"TPRG1",0.0153487660267923,0.985639072276807,0.508,0.333,1
"UBA52",0.0154185800874133,-0.366977419397692,0.945,0.949,1
"MRPS12",0.0154635317050287,-1.20949039436349,0.128,0.256,1
"MIR99AHG",0.015466290086473,1.84109729231242,0.241,0.077,1
"AC009226.1",0.0154872961455457,3.155859980815,0.132,0,1
"TNFRSF10D",0.0155247288884509,1.57289761217753,0.381,0.205,1
"C5orf56",0.01559189567497,2.79426174049761,0.131,0,1
"MARCH8",0.015597433760413,2.8457920411377,0.131,0,1
"SERPINB1",0.0156378882583592,-0.787142940810354,0.427,0.564,1
"MPZL3",0.0156933285142852,-1.82073958660493,0.032,0.103,1
"FTX",0.015767358621146,0.498124376070301,0.854,0.769,1
"COPS6",0.0157861065091248,-0.955389113299708,0.208,0.359,1
"COL5A2",0.0158044821399482,-1.2891265104767,0.032,0.103,1
"NEK10",0.0158162582104781,3.18949075869628,0.131,0,1
"ERC1",0.015875960117503,-0.58232880920203,0.644,0.821,1
"CCL4",0.015881018657296,1.66952551282156,0.62,0.487,1
"LETMD1",0.015980227738187,-1.49405796174693,0.111,0.231,1
"AP1S3",0.0159933616210355,-2.46514526983169,0.047,0.128,1
"ARHGEF9",0.0160840592013279,2.78255623984533,0.13,0,1
"ARMC2",0.0160946517790707,2.40712651551637,0.17,0.026,1
"FAM53C",0.016167423936524,2.04999134570817,0.234,0.077,1
"JAK3",0.0161960762163145,-1.14021468678281,0.074,0.179,1
"SFXN1",0.0161992311662368,-1.24141516175973,0.092,0.205,1
"CCDC84",0.0162112262904465,2.65675821674768,0.13,0,1
"TMCO1",0.0162499640755019,1.32275728955974,0.325,0.154,1
"GAL3ST4",0.0163958012079346,2.20492079926588,0.169,0.026,1
"NRBP1",0.016571855505272,-1.02026483696225,0.207,0.359,1
"TMC4",0.0166717784283701,-1.84959444927711,0.033,0.103,1
"KARS",0.0167405725197042,2.67902738058871,0.129,0,1
"SORL1",0.0167533672044014,0.929079218711728,0.633,0.564,1
"LINC00662",0.0167832936912809,2.85699749584558,0.129,0,1
"SPATA6",0.0168451900064333,1.88189601482294,0.26,0.103,1
"BRMS1",0.0168900136748765,-1.24213958810731,0.11,0.231,1
"SLC38A9",0.0168976877955872,1.78842086190855,0.234,0.077,1
"RIN2",0.0169461820607315,0.727714478900609,0.561,0.359,1
"CPLANE1",0.0170481591939159,2.26714331434874,0.168,0.026,1
"HIST1H1D",0.017148086888546,2.88737114488909,0.128,0,1
"AC011586.2",0.0172246457458757,4.05486532007664,0.128,0,1
"MAMDC2",0.01735783136278,3.13529865833268,0.128,0,1
"SPNS1",0.0173720947848116,-1.36852707966307,0.093,0.205,1
"STARD13",0.017377521284244,1.18480467785571,0.5,0.359,1
"P4HA2",0.0174104358556828,-1.44867805824292,0.061,0.154,1
"TMEM154",0.0174575677488477,2.71334174511405,0.127,0,1
"CCL5",0.0174965281813465,2.8955450763348,0.203,0.051,1
"INSYN2B",0.0175151357436233,-1.12517410843002,0.124,0.256,1
"TRIM69",0.0175169925198554,1.96709833735983,0.263,0.103,1
"SMARCD3",0.0175675656222945,-1.90909546102577,0.033,0.103,1
"GID8",0.0176261798611628,-1.31236951098878,0.128,0.256,1
"NOC2L",0.0176354994881011,-1.00727585496468,0.107,0.231,1
"AC011603.2",0.0177027616072975,3.14447322051319,0.127,0,1
"GAS7",0.0177120243185794,0.151316055670048,0.635,0.462,1
"UQCRB",0.0177695408273209,0.363704823436811,0.814,0.667,1
"AC025171.2",0.0178455503922302,2.78842086190855,0.126,0,1
"GYS1",0.0178957714573929,1.78878661043146,0.365,0.205,1
"KIAA1841",0.0180467465201195,2.8373304623895,0.126,0,1
"ICAM3",0.0180481825511767,-1.58716736613841,0.062,0.154,1
"OXSR1",0.018060419608006,-1.17798259310501,0.27,0.41,1
"SSH2",0.0181224324935625,-0.873013606592649,0.768,0.846,1
"CXCL3",0.0181362704533323,-2.13871808397957,0.115,0.231,1
"CREBRF",0.0181476943140143,1.03549401761679,0.334,0.154,1
"ABL2",0.018324460634438,-1.03785127349168,0.301,0.436,1
"WLS",0.0183757554749101,2.26714331434874,0.165,0.026,1
"PAQR3",0.0185079140429286,1.30404713956369,0.209,0.051,1
"HMG20A",0.018526047448628,2.11210370468006,0.165,0.026,1
"POLR2K",0.0185885277067592,1.82787013314043,0.201,0.051,1
"ARHGEF12",0.0186031449376987,2.36261327837385,0.165,0.026,1
"EIF4E3",0.018673249507298,-1.85490336066218,0.064,0.154,1
"ORC2",0.0186874949301352,-0.895757661488621,0.162,0.308,1
"C1orf122",0.0187752466048632,-1.13857730714854,0.153,0.282,1
"LINC01146",0.0188537651692002,3.14675777370774,0.125,0,1
"SEC31B",0.0189018245250596,-1.49168705728418,0.062,0.154,1
"ZNF407",0.0189275718369053,-0.958505709791486,0.414,0.564,1
"TARS",0.0189383483518158,2.621054155066,0.124,0,1
"PER3",0.0189584549205494,2.40712651551637,0.164,0.026,1
"TRAPPC5",0.018971038704608,-0.683607126396361,0.428,0.59,1
"CMIP",0.0189729539444827,-0.454759137940244,0.591,0.744,1
"NUFIP2",0.0189813327819638,1.04653866759739,0.759,0.718,1
"FCGR2B",0.0189823952074797,1.00640472000364,0.415,0.231,1
"MESD",0.0190553205075447,1.48683321530537,0.287,0.128,1
"ZNF33A",0.0190928472981954,1.10122182995974,0.329,0.154,1
"SPRED1",0.0192527037111429,0.895259054319407,0.814,0.769,1
"ABCF1",0.0192580139087137,0.977403345751567,0.304,0.128,1
"NLK",0.0194400915271862,1.11599551993706,0.35,0.179,1
"LINC01278",0.0194497255988136,2.33483012186032,0.163,0.026,1
"CRYBG1",0.0195099548764744,-1.17061203921731,0.259,0.41,1
"UACA",0.019575342931088,2.29418813736297,0.163,0.026,1
"AL136987.1",0.0196439782721453,3.19391620707707,0.123,0,1
"LINC01374",0.0197160960652922,2.6837549491257,0.162,0.026,1
"FCGRT",0.0198377247489831,0.61339664326483,0.819,0.795,1
"SIK2",0.0198932022742117,-1.13827288330303,0.286,0.436,1
"ITGA4",0.0199275131351631,0.949708200485759,0.602,0.462,1
"ARMCX6",0.019942610962792,2.57429605655571,0.123,0,1
"PHC2",0.0199756303619046,-0.785360092603529,0.462,0.615,1
"NUP160",0.0200691692902209,1.48105086271136,0.236,0.077,1
"ZBTB4",0.020099777827974,2.02785236843893,0.163,0.026,1
"LRRC8D",0.0201046863827866,0.927490172355585,0.437,0.256,1
"YARS",0.0201466929906523,2.60120024025737,0.122,0,1
"AHCTF1",0.020159178384502,-1.00369448355774,0.266,0.41,1
"SHPRH",0.0201778932663861,0.674893232678397,0.315,0.128,1
"AL158152.1",0.0201930783487667,2.72256027514342,0.122,0,1
"MT-ATP6",0.0202115687648664,0.119820666423253,0.999,1,1
"HLA-DRB5",0.0202519216529371,-0.452817128779803,0.508,0.615,1
"AC009690.2",0.0204093646878004,2.74685887126682,0.122,0,1
"MIR17HG",0.020462136010432,-1.835094879582,0.034,0.103,1
"STXBP5-AS1",0.0204721346597697,-1.33259453905281,0.047,0.128,1
"DUSP2",0.020548502004002,-1.06186574142902,0.093,0.205,1
"PID1",0.0205798107679586,-1.89279635714644,0.419,0.564,1
"TAGAP",0.0206371912747816,1.0943518405927,0.447,0.282,1
"ARID5A",0.0208004798889993,-1.04849851769119,0.205,0.359,1
"DDOST",0.0208321606160354,-1.09878520497284,0.197,0.333,1
"DIP2C",0.0208383800772414,2.74986762113916,0.121,0,1
"AKR1B1",0.0208543190607724,1.2755189259189,0.297,0.128,1
"OSBPL1A",0.0208568393823336,1.04175688964514,0.312,0.128,1
"EMC2",0.0208950023714172,1.11210370468006,0.169,0.026,1
"MX2",0.020922458912332,1.79814256339158,0.259,0.103,1
"IQSEC1",0.0209502018116526,-1.28802898661937,0.197,0.333,1
"JDP2",0.0209569025924336,1.08786408465418,0.474,0.308,1
"DEF8",0.0209729798955882,-1.15702297446936,0.112,0.231,1
"MINK1",0.0209871704396127,1.27043953459036,0.265,0.103,1
"PIGK",0.0210304323975053,2.67586703969538,0.121,0,1
"PDPN",0.0210560153901251,2.76481796260513,0.121,0,1
"RPS3",0.0210646326379404,-0.381646096772934,0.932,1,1
"SPPL3",0.0210647773882277,0.840862153359752,0.619,0.538,1
"EIF2AK2",0.0211807488468263,1.40267276764137,0.314,0.154,1
"ADORA3",0.0211944288333086,2.10741962575724,0.161,0.026,1
"HACD4",0.0212608418063475,1.33483012186032,0.264,0.103,1
"H2AFX",0.0212626123547833,2.72562007489248,0.12,0,1
"IPO9",0.0213642692385239,-1.02773995752439,0.172,0.308,1
"SEPSECS-AS1",0.0214029941778174,-1.835094879582,0.034,0.103,1
"RNASEK",0.0214133747403056,-0.415216117233654,0.796,0.949,1
"AL161785.1",0.0214596416295793,2.64710804671396,0.12,0,1
"AC008957.2",0.0214855439932625,2.78549153086988,0.12,0,1
"TSPAN15",0.0215029029618313,2.09090453897423,0.16,0.026,1
"MERTK",0.0215181557355453,0.428898446221224,0.705,0.538,1
"AC079142.1",0.0215285365239601,3.08852973178632,0.12,0,1
"CREBL2",0.021643783522276,0.685041601875893,0.281,0.103,1
"ANKS1A",0.0216624096192157,0.76906118637247,0.541,0.41,1
"PEAK1",0.0217323437099299,0.370693383734413,0.584,0.462,1
"AC114763.1",0.0217402276422508,2.91443938808727,0.12,0,1
"CISD3",0.0217643796855957,1.42605979303357,0.202,0.051,1
"DAP",0.0218620994497291,-1.07270668853588,0.235,0.385,1
"SLC9A8",0.0218823827470033,-1.3727516655248,0.131,0.256,1
"SLC39A11",0.0219044210861179,-0.720311432332145,0.515,0.615,1
"AC104365.1",0.0219498441932027,2.85699749584558,0.119,0,1
"ZCWPW2",0.0219513716753912,1.93573416645049,0.194,0.051,1
"AC090630.1",0.0219576908103519,2.88737114488909,0.119,0,1
"GNB5",0.0219770952117161,-1.64606105519198,0.034,0.103,1
"RNF150",0.0220024245613931,3.32477645719639,0.119,0,1
"NCK1",0.0220342909003294,0.948361774778243,0.303,0.128,1
"LINC01504",0.0220605909692666,1.71642113804602,0.279,0.128,1
"GATAD2B",0.0220650171669277,-0.662881701544414,0.369,0.538,1
"RPS7",0.0220853806498424,-0.376635100012024,0.943,0.949,1
"TRIM5",0.0221167604043592,-1.02026483696225,0.111,0.231,1
"RASGRP3",0.0221266762723104,1.44140178605836,0.317,0.154,1
"IFNAR2",0.0221707512506815,-0.483282504748737,0.416,0.59,1
"RPL27",0.0222316296645397,-0.486355730498628,0.847,0.897,1
"USP37",0.0223348660348573,-1.51472729868225,0.201,0.333,1
"TADA2A",0.0223363661184179,2.56065344859704,0.119,0,1
"SERP1",0.0223380669774933,-0.65935255154437,0.645,0.769,1
"AC100810.1",0.0223390768773572,2.55722254319676,0.119,0,1
"AL035530.2",0.0223903527426573,2.77961496453321,0.119,0,1
"RBM47",0.0224026379346197,-0.623832904057535,0.916,0.949,1
"CAMSAP1",0.0225193923479466,1.56635355494889,0.165,0.026,1
"MINDY3",0.0225217078344198,-0.934630553132911,0.147,0.282,1
"MITF",0.0225509787846789,0.651970442983999,0.664,0.538,1
"RARA",0.0226353657997558,-1.48202827288573,0.081,0.179,1
"PDE4DIP",0.0227160205987719,-1.42005738030315,0.143,0.256,1
"DIS3L2",0.0227653847067109,1.08615100900359,0.33,0.154,1
"BICD1",0.0228052639239263,1.21148348703833,0.268,0.103,1
"CRLF3",0.022812830716361,1.03082393497022,0.325,0.154,1
"COPG1",0.0228379803211653,-1.06186574142902,0.112,0.231,1
"NUDT5",0.0229245303392673,1.58444401193179,0.226,0.077,1
"ARFGAP3",0.0229513602389916,-0.878068565405149,0.215,0.359,1
"LINC00623",0.0230215416066829,2.04264937036701,0.158,0.026,1
"AGTRAP",0.0230352214539141,-0.963251231072679,0.198,0.333,1
"PTPN1",0.0230421832886754,-0.87945142924628,0.488,0.667,1
"TBCK",0.0230428606148833,1.01690395753045,0.394,0.231,1
"C4orf48",0.0230502717328403,-0.867143808520622,0.295,0.462,1
"LGALS1",0.0230507959413715,-0.485418727261247,0.928,0.974,1
"AC097376.3",0.023101422647118,2.84015650646826,0.117,0,1
"BEX4",0.0231303271097593,1.36205159059534,0.286,0.128,1
"MT-ND6",0.0231467886873928,1.18073008757969,0.435,0.282,1
"ACADM",0.0232051299026534,1.4279395262518,0.199,0.051,1
"SLC25A37",0.0232550263397171,-1.53897123624715,0.358,0.487,1
"RANBP6",0.0232765511264819,-1.59223835568583,0.049,0.128,1
"KLF6",0.0233006092505319,0.513116880335474,0.953,0.872,1
"SRGAP3",0.0233135254147307,0.868512117637778,0.201,0.051,1
"SUFU",0.0233637825192515,1.57633136614447,0.253,0.103,1
"MTFP1",0.023441914960198,-1.77455333764695,0.049,0.128,1
"SAMD9L",0.0235411963675677,1.69159996595998,0.256,0.103,1
"IQCG",0.0235469018015006,1.53413893008372,0.163,0.026,1
"TRAK2",0.0236409403174359,2.07179571602652,0.157,0.026,1
"ATP11B",0.0237712759268829,-0.718231121891098,0.394,0.564,1
"HOMER3",0.0237833486733704,1.61941005797537,0.223,0.077,1
"FBXO22",0.0237840872202841,2.6243367390553,0.116,0,1
"FGFR1OP",0.0237888782860603,2.65033194758825,0.116,0,1
"ACTR3",0.0238160914185675,-0.589676016665174,0.722,0.897,1
"KDM7A",0.0239020445214948,-0.661475394581943,0.408,0.564,1
"KANSL1",0.0239945550782524,-0.75791348031825,0.689,0.769,1
"ZFP36L2",0.0240317404551503,0.43705817086272,0.845,0.718,1
"MKRN2",0.0240495111307039,-1.29904197934179,0.08,0.179,1
"GRSF1",0.0240798659436452,1.36653898158765,0.199,0.051,1
"ZNF140",0.0241490730704199,-1.40213547230589,0.064,0.154,1
"ITPRIPL2",0.0242183345849012,0.919792622581472,0.207,0.051,1
"FCHO2",0.0242483634777772,0.709520034161637,0.655,0.513,1
"TMA7",0.0243007376889437,-0.467535337214813,0.699,0.795,1
"TLE3",0.02430994652651,-0.941583313774678,0.23,0.385,1
"CRYZL1",0.0243719700326593,1.82025694903056,0.191,0.051,1
"GPRIN3",0.0244233487267487,0.623425659112872,0.772,0.692,1
"KRT81",0.0244251076052672,2.42040585356639,0.115,0,1
"GMFG",0.0244707596879368,-0.649011175387,0.553,0.692,1
"ARRDC1",0.0244893151888955,2.49043545198556,0.115,0,1
"PRPSAP1",0.0245014829049714,0.725620074892482,0.164,0.026,1
"DNAJC13",0.0245490659001722,1.21279244981455,0.34,0.179,1
"HIST1H2BC",0.024562092438771,2.87364416177758,0.115,0,1
"PIK3R3",0.0245956375586863,3.21366443233786,0.115,0,1
"DNAJC11",0.0246130251983829,-1.44807175647275,0.098,0.205,1
"SORBS2",0.0247068889248963,2.96451054287067,0.115,0,1
"PPM1N",0.0247136984598235,2.51363327464908,0.155,0.026,1
"PLCG2",0.0247311478489597,-0.498811491717564,0.491,0.667,1
"TSPAN5",0.0247423017228742,-2.35828118271646,0.035,0.103,1
"XAF1",0.0247601130383584,1.36010953030867,0.336,0.179,1
"DYNC1I2",0.0247918202620352,0.934412411854248,0.443,0.282,1
"SIPA1L3",0.0248464815573698,0.800493694209128,0.358,0.179,1
"SP140",0.0250084289391711,1.70344328404781,0.225,0.077,1
"UIMC1",0.0250188907310318,-1.09093378401159,0.243,0.385,1
"SPIRE1",0.0250446848452558,0.628472513624506,0.364,0.179,1
"ANOS1",0.025090089460087,3.03280158441066,0.115,0,1
"RNF181",0.0251202819454103,-0.730758219767261,0.301,0.462,1
"TNFAIP2",0.0251952479196241,1.03389910826799,0.278,0.103,1
"PAAF1",0.0252365324180895,2.46868586859511,0.114,0,1
"AC005562.1",0.0252669334754548,2.58444401193179,0.114,0,1
"POLR2E",0.0252957325064251,-1.05994853843473,0.195,0.333,1
"GTF2H2C",0.0253266817787123,-1.46586106991628,0.049,0.128,1
"NDUFV2",0.025407780239723,-0.636874067179216,0.42,0.59,1
"EDEM1",0.0254290518292307,-0.96977849682702,0.204,0.333,1
"STARD5",0.0254419323892536,-1.82073958660493,0.035,0.103,1
"AC017101.1",0.0255498137836191,2.64387692545095,0.114,0,1
"MBNL2",0.0256104881881645,0.440634599100164,0.497,0.308,1
"TNFSF13",0.0256454005468862,-0.589505608207612,0.278,0.462,1
"KIF3B",0.0256768457542893,-1.26393817838587,0.064,0.154,1
"APBB3",0.0257053771214063,-1.5521609163105,0.049,0.128,1
"CDK5RAP3",0.0257084041569573,-0.89649542424614,0.13,0.256,1
"ING4",0.0257692783329995,2.51540236750214,0.114,0,1
"GLRX3",0.0258993264691021,-1.16779744606353,0.183,0.308,1
"NDUFA6-DT",0.0259339320311087,-1.73748408295557,0.035,0.103,1
"VDAC1",0.0259879859792948,-0.822831459916168,0.357,0.513,1
"NCOA2",0.0260128013418355,0.575104062760466,0.629,0.462,1
"EBNA1BP2",0.0260160976830458,-1.15252158223442,0.097,0.205,1
"QARS",0.0260275520044362,2.46136252778925,0.113,0,1
"AIMP1",0.0260754131269732,0.90637210681915,0.269,0.103,1
"MIR4435-2HG",0.026113461074869,-1.20368874659447,0.318,0.436,1
"IGF1",0.0261446866996656,3.20711168053869,0.113,0,1
"TMEM9B",0.0261569527115652,1.71949397209564,0.189,0.051,1
"SLC9A1",0.0261588896571384,2.00788395220633,0.217,0.077,1
"AMPD2",0.0262294591383544,-1.75103061479352,0.067,0.154,1
"C16orf70",0.0263098350238285,2.51893405847239,0.113,0,1
"CDR2",0.0264033474703445,1.86673137883006,0.218,0.077,1
"ST3GAL5",0.0264393164826449,1.41586669395122,0.226,0.077,1
"RAC1",0.0264772599942608,0.434953930372856,0.917,0.872,1
"ELMOD3",0.0265597978260147,2.00788395220633,0.153,0.026,1
"WARS",0.0266317850745194,2.85699749584558,0.112,0,1
"ADGRG6",0.0266354649193846,2.73476072874895,0.112,0,1
"LRBA",0.0266424461340611,0.606457138210162,0.511,0.359,1
"N4BP2L2",0.0266783637098168,0.499600511379244,0.796,0.667,1
"IFT88",0.0266905697632613,2.09564245798089,0.153,0.026,1
"CHD6",0.0267968234860822,1.05773767503903,0.347,0.179,1
"MYCBP2-AS1",0.0268427866352637,2.49043545198556,0.112,0,1
"AC092944.1",0.0268870287243276,2.6406385513844,0.112,0,1
"UFSP2",0.026931462662085,1.96451054287067,0.153,0.026,1
"CELF1",0.0269317196323243,-0.503775734181728,0.466,0.667,1
"JMY",0.0269496007020277,-2.3256225784451,0.109,0.205,1
"YPEL5",0.0269662432523473,-0.765287870584837,0.407,0.564,1
"ARL6IP1",0.0269920584454378,0.516548728341864,0.577,0.41,1
"ZNF766",0.0271472719960525,2.53297499695009,0.112,0,1
"AL627171.2",0.0271583476066372,2.60120024025737,0.112,0,1
"GPR160",0.0272041086652558,-1.81124813762763,0.084,0.179,1
"RSU1",0.0272359941918037,1.26082954041654,0.331,0.179,1
"SIRPB2",0.0273492118286718,-0.997682723668213,0.171,0.308,1
"CHID1",0.027398672159102,1.88463617716786,0.152,0.026,1
"CBWD1",0.0274260183302471,2.53994455176493,0.111,0,1
"RASSF8",0.0274850616693189,2.87915063808413,0.111,0,1
"NDUFS3",0.0275397881474771,1.35867686381468,0.158,0.026,1
"TNFAIP8",0.0275733303193254,-0.458097367057647,0.462,0.667,1
"GSAP",0.027589063097025,-0.726570422803828,0.378,0.538,1
"NOP2",0.0277027770688736,2.67586703969538,0.111,0,1
"CCDC97",0.0277085650803666,1.32477645719639,0.158,0.026,1
"AP002381.2",0.0277388068794689,2.77961496453321,0.111,0,1
"LPL",0.0277600041759191,3.09090453897423,0.111,0,1
