"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"VMP1",0.203727369848035,-0.414355020938969,0.898,0.923,1
"ARSD",0.204143569188531,0.23185536434263,0.12,0.051,1
"CCDC125",0.204145921858072,0.661026548384481,0.18,0.103,1
"LCLAT1",0.204173448860418,1.0491774133645,0.115,0.051,1
"TNKS2",0.204184050121488,0.577165535026273,0.32,0.231,1
"STARD7",0.204209407301268,-0.555458506411073,0.227,0.308,1
"OSGEP",0.204348289910611,0.822164014795217,0.203,0.128,1
"KLHDC1",0.204419561215386,1.03609165434484,0.115,0.051,1
"BABAM2",0.204481477454756,0.318020501897141,0.614,0.538,1
"USP3",0.204770053071786,-0.350486138649094,0.574,0.692,1
"APPBP2",0.204772638980119,-0.204378783695225,0.227,0.333,1
"GABPB2",0.204815165786834,0.604528257975121,0.119,0.051,1
"AGPAT5",0.204852704649566,0.457686869645849,0.155,0.077,1
"MRPL45",0.204905380717628,-0.859342425828674,0.073,0.128,1
"SNRPF",0.205183957383661,-0.369431307233185,0.28,0.385,1
"TOR4A",0.205698599559342,-1.13022291512564,0.055,0.103,1
"MSH6",0.205813485687055,-0.891940739986706,0.117,0.179,1
"TP53I13",0.205852222581974,0.887371144889094,0.115,0.051,1
"OXA1L",0.205985473150677,0.635225055198037,0.18,0.103,1
"FEZ2",0.206024384088807,0.502868013758363,0.368,0.282,1
"ZNF426",0.206059144811743,-1.09524677688267,0.055,0.103,1
"PTPRK",0.206223055539929,1.63522505519804,0.113,0.051,1
"CFDP1",0.206229581259897,0.284477826218256,0.396,0.282,1
"MTERF1",0.206330367684073,0.785491530869881,0.117,0.051,1
"PSMA5",0.206603149731827,-0.830593487347056,0.248,0.308,1
"TNK2",0.206716233548238,0.909066215988413,0.146,0.077,1
"KLHL18",0.206730348536389,0.854204280953895,0.232,0.154,1
"ZNF718",0.206809448023364,1.01623773953621,0.114,0.051,1
"PUM3",0.207135328451545,0.498010764616851,0.218,0.128,1
"NAA35",0.207348142957079,-0.717008809659302,0.185,0.256,1
"MED12",0.207360906455322,-0.987097973027047,0.055,0.103,1
"DCAF1",0.20738848409618,0.911755303516053,0.146,0.077,1
"CYB561A3",0.207428289691401,0.587810863030187,0.118,0.051,1
"TERF1",0.207552072998911,0.900968748289817,0.146,0.077,1
"ROCK1",0.207690612403046,-0.185124662349025,0.741,0.821,1
"GDI2",0.207831224898875,-0.363473851936785,0.479,0.564,1
"HDHD5",0.207855700993833,-1.14207263300339,0.133,0.205,1
"CLK4",0.208096011781997,0.611161350307567,0.118,0.051,1
"KMT2B",0.208124796986093,0.872724368924693,0.115,0.051,1
"TPD52",0.208357424892318,1.00955858389858,0.175,0.103,1
"BAD",0.208543995369045,-1.1435607146628,0.096,0.154,1
"AFF1",0.208717193053711,-0.404147800077847,0.689,0.744,1
"PABPC1",0.208724833784194,0.257742439205611,0.952,0.897,1
"CDKN2AIP",0.208878756181802,0.206381756394163,0.186,0.103,1
"ODC1",0.208962986874266,1.14561594931819,0.226,0.154,1
"DAAM1",0.209102198539121,0.231472737356993,0.283,0.179,1
"USP3-AS1",0.209218632490918,0.717446143446782,0.179,0.103,1
"IFNGR2",0.209353557810871,-0.581015778982683,0.686,0.769,1
"UXT",0.209501247647936,-0.520713593747983,0.277,0.359,1
"ZNF236",0.209623145839341,0.938901445529177,0.174,0.103,1
"BCAS3",0.209708491942199,0.454259224790721,0.582,0.513,1
"SET",0.209823168038768,0.500695868687111,0.526,0.487,1
"ATG7",0.209895617380757,0.224674465663373,0.877,0.872,1
"HAUS1",0.209919947408363,0.861640869795677,0.114,0.051,1
"ZEB1",0.209930042989846,0.333827902270939,0.222,0.128,1
"NOCT",0.210416045040264,-0.963908345655157,0.118,0.179,1
"ENSA",0.210674567195525,0.369895388780228,0.668,0.641,1
"MID1IP1",0.210779452493732,-0.3273002393833,0.119,0.051,1
"PUM1",0.210848254153209,-0.280617652728655,0.568,0.667,1
"CALCOCO1",0.210974104358205,0.876400027068091,0.114,0.051,1
"MYO15B",0.211015985221205,-0.567059792689836,0.155,0.231,1
"UCK2",0.211022299235601,-1.23815973719476,0.1,0.154,1
"TIMM50",0.211116884443861,-1.05748730091844,0.075,0.128,1
"RPL10A",0.211178484136367,-0.221991898496339,0.882,0.949,1
"POLR1A",0.211455980302678,-0.942010083498509,0.075,0.128,1
"BRD2",0.211469111487644,0.376156984149251,0.545,0.436,1
"ACP1",0.211482142232588,0.451363871763128,0.185,0.103,1
"TAF3",0.211615268081069,0.177191493745833,0.312,0.205,1
"TRIM36",0.211695423351952,1.10663746523882,0.113,0.051,1
"PPP1R12C",0.211840300572077,-0.969395971293588,0.096,0.154,1
"SNRPD2",0.211868727805708,0.597029393059565,0.374,0.308,1
"ZFC3H1",0.211901645950449,-0.576020660261458,0.371,0.436,1
"PPP1R3B",0.212013797567376,-0.930954894989513,0.075,0.128,1
"ARHGAP31",0.212053869335163,-0.57499576477275,0.351,0.436,1
"ZCCHC14",0.212095965053388,-0.799470969851275,0.138,0.205,1
"SNHG7",0.21253449879869,0.681280535881747,0.207,0.128,1
"MTM1",0.212702773128895,0.775191777499026,0.231,0.154,1
"ZNF148",0.212765424707537,0.295561478771663,0.542,0.436,1
"LINC01678",0.212870539448283,0.560653448597037,0.117,0.051,1
"RPL29",0.212921189430381,-0.278515234786434,0.966,1,1
"FURIN",0.212922781429086,-1.56660604365609,0.08,0.128,1
"NFIL3",0.213079576168049,-0.805967516876854,0.291,0.359,1
"LNPK",0.213395200535928,0.669525512821556,0.179,0.103,1
"GRAMD1A",0.213556984757709,-0.820739586604927,0.163,0.231,1
"GNB1",0.213744094287505,-0.355442236857849,0.682,0.769,1
"ZNF480",0.213884219875806,-0.549692660719748,0.111,0.179,1
"SLFN5",0.213919831181301,0.666633759917346,0.262,0.179,1
"FES",0.213954759417438,-0.813615152171545,0.163,0.231,1
"NDUFB1",0.214430545370566,0.379651643100399,0.46,0.359,1
"LONRF1",0.214434701461638,-1.23175384954599,0.098,0.154,1
"NIT2",0.214756199504986,0.880066344265861,0.113,0.051,1
"SLC16A1-AS1",0.21477998714285,1.0451008493611,0.143,0.077,1
"ATP5PO",0.215018364493558,-0.311152816806703,0.388,0.487,1
"RIPOR1",0.215119942735029,0.840156506468262,0.145,0.077,1
"ISCA1",0.215155769267423,-0.808294820238281,0.137,0.205,1
"AP2B1",0.215372609262279,0.395859555257875,0.358,0.256,1
"CASP3",0.215379091294219,-1.0554849480073,0.137,0.205,1
"MVB12A",0.215398278192434,-0.599367819743938,0.134,0.205,1
"EIF3F",0.215480114352436,-0.455556061524539,0.322,0.41,1
"FNBP1",0.215505946323297,0.483655789764342,0.719,0.718,1
"CCNDBP1",0.216036290056722,0.842977025530641,0.113,0.051,1
"HUS1",0.21609676098676,-0.564565937201279,0.112,0.179,1
"TRPV2",0.216263494048906,-0.860565567098115,0.117,0.179,1
"REV3L",0.216322131568709,-0.441891280460331,0.506,0.564,1
"SORT1",0.216384209052883,0.220059934614241,0.305,0.205,1
"SLC35A1",0.216423614374872,0.60319797199715,0.148,0.077,1
"RNH1",0.216585304272142,-0.478951069356721,0.374,0.462,1
"LINC02345",0.216724448312484,1.0946961181366,0.145,0.077,1
"RPS23",0.216732801918789,-0.11736288738458,0.986,1,1
"WBP1",0.216770715452212,-0.835094879581997,0.074,0.128,1
"PALD1",0.216996850411678,0.526472980213335,0.294,0.205,1
"CASP10",0.217051602893388,0.131019126265593,0.155,0.077,1
"SLC35D2",0.217102359153835,0.490435451985562,0.117,0.051,1
"NEK6",0.217134575004453,0.457686869645849,0.296,0.205,1
"ARID4B",0.217152952335234,-0.287480537633145,0.663,0.718,1
"PGRMC2",0.217315775209696,0.808761310192728,0.113,0.051,1
"ERLIN2",0.217479288192203,0.536463983029967,0.116,0.051,1
"VPS50",0.217532332326811,0.175013573892292,0.282,0.179,1
"PACRGL",0.217565934284152,0.972260042475607,0.112,0.051,1
"FPR3",0.217595008807629,0.466119140886275,0.614,0.538,1
"SLC35F5",0.217828491095038,0.705614383089435,0.232,0.154,1
"C18orf32",0.218042560136414,0.281550039270274,0.368,0.282,1
"COA4",0.218048394608513,0.842977025530641,0.173,0.103,1
"IL3RA",0.218073207917741,-2.12954223804725,0.079,0.128,1
"ARL6IP6",0.218084149287632,0.645170242472466,0.148,0.077,1
"UCHL5",0.21815997588303,0.911755303516053,0.144,0.077,1
"ATP6AP1",0.218199492286448,0.414430302951655,0.375,0.282,1
"RHOF",0.218384208750179,-1.17974305096944,0.057,0.103,1
"UNC13D",0.218400796294002,-0.697591355832062,0.115,0.179,1
"ZNF708",0.218436973476634,-0.873934621445357,0.16,0.231,1
"COPS2",0.218561448999284,0.824068562980577,0.201,0.128,1
"COMMD5",0.218799995523182,0.812603376487122,0.113,0.051,1
"ZRANB2",0.218868384436738,0.348608163637971,0.409,0.308,1
"STIM2",0.218874367169958,0.75786041189269,0.303,0.231,1
"BRD1",0.219194648015229,-0.984238318887806,0.144,0.205,1
"GABPB1",0.219324373307612,-0.925801793758174,0.144,0.205,1
"LCORL",0.219334332445476,-0.435226258774313,0.448,0.538,1
"TENT2",0.219492592900605,0.38418325011686,0.68,0.641,1
"MIR210HG",0.219535944696411,-1.01951945071942,0.056,0.103,1
"UBE2D2",0.219696375932605,-0.396931877698351,0.442,0.564,1
"SCAMP4",0.219774966393899,0.880066344265861,0.112,0.051,1
"DTWD2",0.219859060746765,0.100364868223293,0.117,0.051,1
"MIB1",0.219937244377932,0.349329691555431,0.239,0.154,1
"LPCAT3",0.220084141534875,-0.588548596536772,0.135,0.205,1
"ESCO1",0.22011062996855,0.417885861587874,0.212,0.128,1
"FMNL1",0.220164639067521,0.452771379231733,0.383,0.282,1
"LUZP1",0.220519688490235,-0.768527262643007,0.269,0.333,1
"RCBTB1",0.22070892885937,-0.756143538187175,0.095,0.154,1
"EFCAB14",0.220804584058361,0.680604958702046,0.231,0.154,1
"RUFY3",0.221037591514673,0.30149756422551,0.313,0.205,1
"MYD88",0.221080147981874,-0.590968936298268,0.113,0.179,1
"FHL3",0.221270671271485,0.865344838559096,0.112,0.051,1
"OSBPL11",0.221434174067454,-0.314789047843259,0.338,0.231,1
"N4BP2L1",0.221473896026399,0.816981816997696,0.203,0.128,1
"KLHL22",0.221586561755725,0.941009108491168,0.112,0.051,1
"TMEM243",0.221632628261973,-0.57959414643361,0.154,0.231,1
"IFFO1",0.221662465630698,0.835443352845234,0.112,0.051,1
"STPG4",0.221681662423339,1.45030733928025,0.11,0.051,1
"OGFOD3",0.221755881201983,-0.817172971584734,0.075,0.128,1
"ZMYM6",0.221958582572821,0.33803255389866,0.217,0.128,1
"NSF",0.221972575168273,-0.699082513629815,0.24,0.308,1
"TNRC6C",0.22205850541623,-0.845436823803456,0.075,0.128,1
"MTRR",0.222168240777119,-0.955389113299709,0.056,0.103,1
"RAP1GAP2",0.222716813801251,-0.581483727634828,0.182,0.256,1
"MVB12B",0.222722874056799,0.721027938259178,0.203,0.128,1
"TMEM268",0.222759729138307,0.543416743671734,0.115,0.051,1
"TRIM66",0.222957780815101,0.965373656890367,0.111,0.051,1
"MED15",0.222978620760886,-0.441251602572276,0.241,0.333,1
"CHD8",0.223116568774193,-0.525096994777616,0.223,0.308,1
"SLC25A6",0.223156195190995,-0.420433131064722,0.599,0.692,1
"LYL1",0.223320059077073,0.368777453783653,0.179,0.103,1
"KCNQ1OT1",0.223487017784916,0.288469453210064,0.229,0.154,1
"TMEM131L",0.223492084282925,-0.630612656103316,0.286,0.359,1
"ABHD5",0.22356055786364,-0.59200746906601,0.252,0.333,1
"ASXL1",0.223599409378874,0.349780463326287,0.308,0.205,1
"OTUD6B",0.223659924250169,0.989333555834549,0.111,0.051,1
"RHOBTB1",0.223804569079602,0.824829678820381,0.145,0.077,1
"THG1L",0.224060819856492,-0.893988568635565,0.056,0.103,1
"KANSL2",0.22415621681659,0.894639145353134,0.111,0.051,1
"IFT122",0.224436167705594,1.09327544343697,0.141,0.077,1
"SRSF6",0.224538331435817,-0.633461018412346,0.203,0.282,1
"NLRC5",0.224549212444632,-1.2055668264274,0.146,0.205,1
"LEMD3",0.224592993734144,0.915511625253596,0.17,0.103,1
"ZNF622",0.224693181769453,0.905472951264405,0.111,0.051,1
"OGG1",0.224736396373696,-1.14207263300339,0.057,0.103,1
"RPL36AL",0.224989951586606,-0.262332832466368,0.754,0.846,1
"CD300LB",0.2250786622926,-0.723036372389525,0.119,0.179,1
"ANAPC5",0.225387025862732,0.265041791703453,0.259,0.179,1
"IL10RB",0.225463251333232,-0.636499338329752,0.328,0.385,1
"PHF12",0.22548396505881,0.387297541754451,0.151,0.077,1
"SCIMP",0.225674724505064,-0.422834464973726,0.175,0.256,1
"POLR3C",0.225778172763161,0.574296056555705,0.115,0.051,1
"ZDHHC24",0.225892317624564,0.839215106734442,0.111,0.051,1
"DDB2",0.226411267023571,0.698468468632515,0.146,0.077,1
"PALLD",0.226468097236371,0.278796086945988,0.147,0.077,1
"SCARB1",0.226523743116626,0.515402367502137,0.205,0.128,1
"HEATR5A",0.226559508994944,0.355641527031456,0.271,0.179,1
"MFF",0.226699288722996,-0.690704970246822,0.216,0.282,1
"LASP1",0.227043335096993,0.366538981587654,0.334,0.231,1
"GRHPR",0.22706023089577,-0.841118667209767,0.142,0.205,1
"MRPL41",0.227126500928552,0.640638551384401,0.308,0.231,1
"VAMP7",0.22731022167515,-0.771591937275839,0.117,0.179,1
"STN1",0.227636747257144,-0.805347536187945,0.075,0.128,1
"UBE4A",0.227989111413136,-0.502386945941391,0.201,0.282,1
"PTRH2",0.228102590782171,0.59786452769411,0.146,0.077,1
"PSMD6",0.228325935502973,-0.50996435265629,0.133,0.205,1
"TAF1",0.228358981938687,0.226016634721391,0.256,0.154,1
"MCM3AP",0.228415164213183,0.584444011931788,0.176,0.103,1
"TFEC",0.228504373586236,0.444916599553155,0.629,0.538,1
"ABCB10",0.228703847125984,0.88372336787395,0.111,0.051,1
"ZC3H12C",0.228789769248773,0.241008099503795,0.115,0.051,1
"RDX",0.229139585908733,0.268309505537364,0.334,0.231,1
"SNRNP70",0.229479457308354,0.157874918350474,0.33,0.231,1
"RCAN3",0.22998190404692,0.909066215988414,0.11,0.051,1
"ZBED5",0.230017218194423,0.512570776718974,0.147,0.077,1
"LACC1",0.230576094456709,0.560653448597037,0.114,0.051,1
"NAALADL2",0.23089217356273,1.05660204237725,0.174,0.103,1
"GRINA",0.231010231139036,-0.766514573922473,0.209,0.282,1
"PDCD6",0.231073376391464,-0.420057380303153,0.316,0.41,1
"TOPORS",0.231485986360662,0.842977025530641,0.11,0.051,1
"ABCA1",0.231788528214581,0.120743033531846,0.814,0.769,1
"NBPF19",0.231806918935505,-1.18739662351288,0.058,0.103,1
"HINT1",0.231970388756385,-0.355453972717061,0.536,0.667,1
"DGCR2",0.232132428218069,-0.545260414404487,0.135,0.205,1
"RFX5",0.232273286555037,-0.924362217679084,0.057,0.103,1
"COX19",0.232299629367726,0.157155620813068,0.151,0.077,1
"EIF3M",0.23235397985003,-0.522816954728354,0.31,0.385,1
"EIF4G2",0.232489413429211,-0.301271227852641,0.632,0.744,1
"RHOC",0.232607208822136,0.524801065504386,0.235,0.154,1
"PABPC4",0.232852941392921,0.329291938318886,0.459,0.359,1
"ACO2",0.233099141320955,0.831661712302807,0.17,0.103,1
"DDX52",0.233276934892368,0.825970600224951,0.141,0.077,1
"MTMR2",0.23363639517449,0.357099285701349,0.114,0.051,1
"TMEM267",0.233749088527612,0.850471562077565,0.11,0.051,1
"PWWP2A",0.233980332700224,-0.670110619409954,0.159,0.231,1
"CSKMT",0.234299112328588,-0.555966497627902,0.138,0.205,1
"ZBTB8OS",0.234315130187757,0.408269546111664,0.242,0.154,1
"SNRK",0.234325991742787,0.546880598975305,0.207,0.128,1
"STARD3",0.234455380498017,0.412832633861589,0.114,0.051,1
"PPT1",0.234863126103588,0.368548026670557,0.576,0.538,1
"ATOX1",0.234903588467631,-0.505739766794565,0.323,0.41,1
"SNHG1",0.234931708095598,0.515402367502137,0.178,0.103,1
"HIBCH",0.235127459387437,0.674460218481137,0.231,0.154,1
"PCYT1A",0.235254573230068,-0.299041979341787,0.194,0.282,1
"EI24",0.23526768047473,0.816435238078149,0.11,0.051,1
"PGM3",0.235309881662997,-0.730758219767261,0.075,0.128,1
"GLMN",0.235518058384469,0.650331947588246,0.112,0.051,1
"SIPA1L1",0.235573692654206,-0.621658547179885,0.855,0.821,1
"STRBP",0.235636423026266,-0.761437837856688,0.187,0.256,1
"CLOCK",0.235757934309121,0.594042816741701,0.31,0.231,1
"LTB4R",0.235862425489813,-1.05268631465462,0.057,0.103,1
"SMAD5",0.236110994380155,0.427939526251797,0.175,0.103,1
"TGS1",0.236120732512575,-0.747632038331657,0.139,0.205,1
"FAM89B",0.236299350276795,-0.672311947383704,0.116,0.179,1
"DCTD",0.236509285629299,0.745854558632536,0.11,0.051,1
"TBC1D30",0.23656384846341,1.01623773953621,0.109,0.051,1
"COG2",0.236588523036277,0.824068562980576,0.11,0.051,1
"ELAC2",0.23693683699711,-0.970024459668105,0.077,0.128,1
"TCEAL8",0.236938295881899,0.439166781675051,0.204,0.128,1
"SF3B2",0.237040933054133,-0.603896560870208,0.256,0.333,1
"ATP6V1E1",0.237597033911938,0.260266976540863,0.301,0.205,1
"DOCK10",0.237922203075117,0.217786215089511,0.921,0.872,1
"DENND4B",0.238139003391933,0.568627306469013,0.175,0.103,1
"MLEC",0.238155116388301,0.450307339280252,0.316,0.231,1
"CCDC88A",0.238256754023502,-0.244242483917588,0.806,0.846,1
"FAM91A1",0.238385512845005,0.482705329682689,0.319,0.231,1
"MYADM",0.238453134220194,0.617031938432067,0.229,0.154,1
"FAM76B",0.23853862745511,0.975690947875881,0.109,0.051,1
"CBLB",0.239034812227267,-1.20776270971417,0.41,0.462,1
"CYP20A1",0.239075548876043,0.222836692036188,0.296,0.205,1
"COX6B1",0.239345623100123,-0.244677948768732,0.635,0.744,1
"MT-ATP8",0.239629350351863,-0.239663432262855,0.817,0.872,1
"ZFAND3",0.239757584273787,-0.499522640729288,0.931,0.923,1
"DRAM1",0.239869876912786,-0.775405440347808,0.263,0.333,1
"SIVA1",0.239938827003358,-0.336844012054171,0.29,0.385,1
"RCAN1",0.239955090953647,-0.420057380303153,0.115,0.179,1
"PPWD1",0.240114482855202,0.840156506468262,0.14,0.077,1
"NDUFA5",0.240361310539364,0.643876925450946,0.228,0.154,1
"ARMH1",0.240506340276466,1.16640714558324,0.142,0.077,1
"ZBTB37",0.240519663803297,0.857927366996612,0.109,0.051,1
"DNAJC8",0.240532043867283,0.193628004304502,0.397,0.308,1
"DUS1L",0.240554431021552,-1.05688630318391,0.099,0.154,1
"HRH1",0.240570066881672,1.32275728955974,0.138,0.077,1
"RPL26L1",0.24086417204297,0.759453669968358,0.17,0.103,1
"NAA30",0.240972043719657,-0.955389113299709,0.057,0.103,1
"NDRG2",0.241152974846742,0.909066215988414,0.109,0.051,1
"STAG2",0.241241037536051,0.364086669181973,0.518,0.436,1
"WASHC1",0.241508691045376,0.801046345064722,0.109,0.051,1
"SNHG8",0.241560270543587,0.322969966650255,0.353,0.256,1
"CWC22",0.241584027701756,-0.801818724707698,0.167,0.231,1
"SREBF2",0.241621498752496,0.414729669034186,0.178,0.103,1
"EVI5",0.241683337119375,0.179585015723114,0.587,0.564,1
"MTMR14",0.241720934569673,0.371756690858673,0.213,0.128,1
"CSTA",0.241870754901149,-0.833527584435036,0.207,0.282,1
"LSM5",0.241958966032472,0.322308201605643,0.209,0.128,1
"UTP20",0.242433880147346,0.839215106734442,0.109,0.051,1
"DDX3X",0.242434890933193,0.404978377808486,0.836,0.718,1
"RAB14",0.242456459014823,0.486833215305366,0.315,0.231,1
"KNOP1",0.242493394830893,0.901870714584209,0.108,0.051,1
"MLF2",0.242506517851438,-0.894406075523413,0.196,0.256,1
"CBR1",0.242565043203745,0.489715723838487,0.144,0.077,1
"MTG1",0.242807215166536,0.773714363093527,0.169,0.103,1
"BAX",0.242834304042915,0.448662304847867,0.365,0.282,1
"CLEC11A",0.242947089341188,0.312211819198297,0.112,0.051,1
"XXYLT1",0.243148759013335,0.827870133140433,0.109,0.051,1
"AGO4",0.243156692162017,0.238278306748222,0.392,0.308,1
"RPL38",0.243160840896611,-0.210604014674203,0.939,0.949,1
"ZNF511",0.243175683172129,0.773714363093527,0.14,0.077,1
"RAB34",0.243219997449435,-0.730758219767261,0.138,0.205,1
"THADA",0.243381615272414,-0.899045915905381,0.432,0.487,1
"EIF4B",0.243399684638522,-0.298239813604752,0.388,0.487,1
"ZNF721",0.243419249557902,0.536463983029966,0.205,0.128,1
"PGAM1",0.243433925639319,-0.373790846611929,0.199,0.282,1
"MEF2D",0.243675238981227,0.624336739055301,0.201,0.128,1
"STAC3",0.244288789931914,0.769767178576864,0.109,0.051,1
"CYTH4",0.244298677104212,0.608511771893618,0.351,0.282,1
"CLEC12A",0.244314185361414,-0.450194928365719,0.119,0.179,1
"LAS1L",0.244562127921906,-0.987097973027047,0.058,0.103,1
"SLCO3A1",0.244834870471403,-0.663483501511797,0.326,0.385,1
"RBBP5",0.244906325881019,0.647753403486469,0.143,0.077,1
"IL1B",0.245055882449144,-0.387200869703284,0.347,0.436,1
"FAU",0.245095355553893,-0.171631562036402,0.965,0.974,1
"PBRM1",0.245138116901116,-0.255369027226988,0.48,0.564,1
"MRPS31",0.245298005494708,0.801819700773881,0.168,0.103,1
"SMAP2",0.245327790028713,-0.18936105353104,0.679,0.692,1
"LILRB2",0.245605938010787,-0.503018829318551,0.202,0.282,1
"MPRIP",0.245626254993567,0.797173335917516,0.168,0.103,1
"ACAD11",0.245644238781008,1.03937423833414,0.107,0.051,1
"KLHL8",0.24564946652954,0.88955539215097,0.167,0.103,1
"ROCK2",0.245727523421677,0.451786268206165,0.319,0.231,1
"CMTR2",0.245924745111868,-0.718231121891098,0.097,0.154,1
"LONP1",0.245946806302116,0.793289901430288,0.108,0.051,1
"FKTN",0.246163835155615,0.857927366996612,0.108,0.051,1
"PROCR",0.246246262950943,-0.871620755607111,0.099,0.154,1
"UBR3",0.246413150915434,0.325326649171874,0.398,0.333,1
"PFDN4",0.246415347659652,0.797173335917516,0.139,0.077,1
"FLOT1",0.246572831017364,0.2113550934067,0.454,0.359,1
"CDC14A",0.246733501864729,0.354729679298021,0.284,0.205,1
"CLEC7A",0.246734010659156,0.362242377006438,0.86,0.846,1
"PI4K2B",0.246954706486007,0.52947755271386,0.143,0.077,1
"CCT7",0.247397164615746,-0.480252162221899,0.181,0.256,1
"RASGEF1B",0.247474295568027,-0.329250555303123,0.708,0.59,1
"NMRAL1",0.247818785645152,0.737794788838584,0.108,0.051,1
"STX8",0.247901984703947,0.270228238418788,0.513,0.41,1
"DDA1",0.247904117230237,0.785491530869881,0.108,0.051,1
"PSMD3",0.247931885478745,0.21221083519636,0.144,0.077,1
"DAD1",0.247959013405156,-0.325667742407757,0.385,0.487,1
"AKIP1",0.247972884424462,0.761840262805235,0.139,0.077,1
"SNRPD3",0.248027627162276,-0.587966864657564,0.237,0.308,1
"USP12",0.248314686461594,-0.940862506844426,0.249,0.308,1
"NR4A2",0.248515960478999,0.230721718519577,0.679,0.538,1
"COX7A2L",0.248629865486448,-0.780742515053745,0.286,0.359,1
"HMG20B",0.248629874110974,0.75786041189269,0.108,0.051,1
"ZNF43",0.249045538729582,0.515402367502137,0.111,0.051,1
"TENT4A",0.24905027036047,-0.597027389264778,0.2,0.282,1
"PPIA",0.249079803637696,0.238501151209723,0.906,0.872,1
"MACO1",0.249160686405241,0.484770748848474,0.176,0.103,1
"LSM6",0.249248922968245,-0.567773115345104,0.185,0.256,1
"CDC42BPB",0.249280962898435,-0.640447448728453,0.215,0.282,1
"USP6NL",0.249437994135743,0.357284972688012,0.319,0.231,1
"LOXL3",0.249456730704791,0.859785313217195,0.138,0.077,1
"YWHAQ",0.249734781222687,0.213268141979402,0.495,0.436,1
"PILRA",0.249752193050815,0.267052007425456,0.378,0.282,1
"SBDS",0.249862684020995,-0.835094879581997,0.166,0.231,1
"WDR73",0.24987942973351,0.869039322116837,0.107,0.051,1
"SEC61A1",0.249922714232227,0.787445078955636,0.194,0.128,1
"SLC27A1",0.250299011673869,0.566353554948892,0.172,0.103,1
"TSPAN31",0.250506438510293,-0.888156123333411,0.1,0.154,1
"PSMC5",0.250569464395037,-0.573940206966425,0.207,0.282,1
"AIMP2",0.250710260925624,-0.647467876406225,0.118,0.179,1
"SAFB",0.250726701102781,-0.796766760922897,0.26,0.308,1
"DNM1",0.251391601073989,-0.909095461025773,0.058,0.103,1
"CAPN2",0.251415265243318,-0.598347165268479,0.185,0.256,1
"U2AF2",0.251865273152794,0.366538981587654,0.111,0.051,1
"YY1",0.25191296853046,0.314071561693518,0.4,0.308,1
"ANKAR",0.251944868647274,0.581069285151131,0.11,0.051,1
"SUPT6H",0.252172695958092,-0.31830388150242,0.197,0.282,1
"LIMD2",0.252258595049066,-0.606276189086116,0.186,0.256,1
"HLA-E",0.252324411702384,0.121878980395954,0.781,0.744,1
"TMEM220",0.252973692211471,0.839215106734442,0.107,0.051,1
"CMSS1",0.252999444954685,0.458422750835428,0.326,0.231,1
"GUK1",0.25330514994563,-0.370901886850974,0.45,0.538,1
"HCFC2",0.253400477171805,-1.1976649589667,0.082,0.128,1
"PPM1A",0.253868330549336,-0.833092526670849,0.191,0.256,1
"PCNP",0.253898473718954,-0.542313130354151,0.262,0.333,1
"HTATIP2",0.253979576960958,-0.874469117916141,0.145,0.205,1
"DNM1L",0.25413025932582,-0.230232821423136,0.313,0.205,1
"PGK1",0.254147604191791,-0.347829052747974,0.57,0.667,1
"IGLC3",0.254183606909239,-0.602434122791722,0.118,0.179,1
"USP4",0.254445464602448,0.416443887413968,0.393,0.308,1
"MED25",0.254640688040666,-0.925458907234661,0.079,0.128,1
"UBE3C",0.254654436444327,-0.637823570998413,0.351,0.41,1
"TEP1",0.254757408055259,0.5182284115809,0.142,0.077,1
"HEXA",0.254775286752672,0.367658651834688,0.471,0.385,1
"RARS2",0.254777788711022,0.576933869824509,0.23,0.154,1
"NDFIP1",0.254904430084917,0.214148639437852,0.449,0.359,1
"DOCK11",0.255043032095146,-0.379493669144453,0.466,0.538,1
"TOMM20",0.255071200495147,-0.289660743047478,0.425,0.513,1
"PRDM2",0.255104673862848,-0.434844597300764,0.392,0.462,1
"ALOX5AP",0.255460299128634,0.509733617415445,0.687,0.667,1
"IRF8",0.255475471662802,-0.107537412828208,0.37,0.282,1
"PRXL2A",0.255498013209373,0.454001822837994,0.11,0.051,1
"SLC25A40",0.25572564520131,-0.855853439748794,0.144,0.205,1
"GPX3",0.25579941191635,0.894639145353134,0.106,0.051,1
"NREP",0.256128343180908,-0.993792625601055,0.059,0.103,1
"CEBPG",0.256584788758041,0.797173335917516,0.137,0.077,1
"SAP30",0.256603872780859,0.298030203657364,0.28,0.179,1
"SLC35E1",0.256856864132778,-0.531314131404894,0.115,0.051,1
"CUL3",0.257045864586225,-0.251365978799951,0.455,0.564,1
"SNTB1",0.257120299180782,-1.31069682089892,0.29,0.333,1
"ISG20L2",0.25730608667366,-1.06956013321902,0.079,0.128,1
"RNLS",0.257345407980281,1.3374993086363,0.105,0.051,1
"TMEM60",0.257390668438594,0.102249512568236,0.114,0.051,1
"RSPH3",0.257523190675045,-0.715923178604319,0.099,0.154,1
"SMG6",0.257542247399586,-0.544277317234664,0.314,0.385,1
"ARL2BP",0.257612420788913,0.728673398870036,0.138,0.077,1
"RANBP3",0.257983134166632,0.753869551696656,0.106,0.051,1
"TMEM219",0.258215205034682,0.277208090042796,0.387,0.282,1
"TBL1XR1",0.258344093281224,0.110051788190518,0.709,0.692,1
