"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DIO2",2.63949923783761e-12,6.71376925946358,0.218,0.005,8.89352873197003e-08
"CST2",1.38770687389183e-06,4.39938089483287,0.144,0.02,0.0467573954089112
"PENK",0.00203616606976444,4.37246356375007,0.105,0.036,1
"MUC12",1.44143043001772e-05,4.12245576391233,0.116,0.015,0.485675569090171
"ENTPD1",2.45617826603857e-11,4.09543108902156,0.24,0.031,8.27584704959034e-07
"CXCL14",2.30454777692779e-12,3.99309347239036,0.283,0.046,7.76494327958051e-08
"ITM2A",0.000387752941655097,3.79609280859653,0.103,0.026,1
"PALMD",1.08062875946996e-06,3.21082253338864,0.132,0.01,0.0364107054215807
"AREG",0.000165642253004027,3.11973535219006,0.114,0.026,1
"CCL11",7.96423366339313e-05,3.11056853643231,0.175,0.066,1
"WNT5A",3.04499439620648e-07,3.10592764896834,0.159,0.02,0.0102598041185781
"KIAA0930",8.01133288613779e-06,2.88838946423354,0.153,0.036,0.269933850265527
"PLXDC1",0.000349104746522172,2.81342114527857,0.113,0.031,1
"NTM",3.09535743872143e-08,2.76779843099226,0.193,0.031,0.0010429497354028
"MT1A",0.000353539273893583,2.74664624849665,0.155,0.061,1
"IGFBP2",3.04410554974892e-11,2.74643444571899,0.338,0.107,1.0256809239324e-06
"SCGB3A2",5.9968727408889e-14,2.73232923972637,0.379,0.102,2.02058630131511e-09
"CXCL17",0.000275737971840449,2.73155508839387,0.122,0.036,1
"COL14A1",1.64489980056974e-27,2.70047276563072,0.653,0.265,5.5423253880397e-23
"INHBA",3.22001730050835e-08,2.67139530031427,0.234,0.061,0.00108495262923328
"FNDC1",1.40359974879828e-05,2.59938807867782,0.134,0.026,0.472928899360091
"COMP",4.73262426146091e-12,2.58450682820299,0.285,0.046,1.59461041865664e-07
"THY1",7.21260385153671e-30,2.58212970212944,0.657,0.245,2.43021474173678e-25
"SFRP2",3.99392889140124e-16,2.55647794659088,0.478,0.163,1.34571440066874e-11
"LDLR",0.00037857990329428,2.49624712534738,0.113,0.031,1
"IGFBP4",3.25265885555475e-37,2.47977092197992,0.798,0.342,1.09595087479062e-32
"CASC15",0.00031741303122286,2.41400965113627,0.122,0.036,1
"TYRP1",0.000173071952042473,2.39978762971554,0.128,0.036,1
"TM4SF1",0.00227912665615237,2.39037360678098,0.149,0.071,1
"SERPINA1",1.85459853689738e-07,2.36184615617256,0.235,0.071,0.00624888431022203
"NAPSA",5.71137719262202e-05,2.34209708500971,0.182,0.071,1
"ITIH5",3.15972735608767e-17,2.33833954242937,0.469,0.143,1.06463853536018e-12
"COL12A1",0.000154488408768902,2.29219811386778,0.287,0.179,1
"EMID1",2.08426262187928e-05,2.23658289894226,0.148,0.036,0.702271447816003
"COL15A1",4.43961425744385e-16,2.2271982500843,0.435,0.117,1.49588362790313e-11
"FHL2",8.82699772734267e-11,2.17573724113694,0.4,0.179,2.97416861425084e-06
"IL32",2.02272679108457e-16,2.15985533179481,0.51,0.199,6.81537564988035e-12
"PLPPR4",7.63192588397561e-09,2.1594895623625,0.244,0.056,0.000257150110734674
"IGF1",1.12656612352728e-14,2.15475054323059,0.474,0.179,3.79585189661281e-10
"PTGFRN",7.66650261816571e-06,2.14525065601696,0.218,0.087,0.258315139216475
"FAM118A",2.6670157762083e-08,2.13317959810117,0.26,0.077,0.000898624295635624
"ALDH1A3",9.2022738765086e-07,2.11221176631696,0.212,0.061,0.0310061415995081
"IGFBP3",0.00227386284013853,2.1101371381254,0.226,0.138,1
"SDC3",3.01211012946759e-05,2.10914328215956,0.145,0.036,1
"TULP4",0.000680152339836195,2.08884801624378,0.116,0.036,1
"ISM1",0.000297576622626628,2.07729756398254,0.117,0.031,1
"ADGRG6",0.000227266531773599,2.06560668731966,0.119,0.031,1
"TNC",7.93473007751061e-09,2.04173640939794,0.411,0.204,0.000267352795231642
"SAMD11",0.00103440795503632,2.03567280719206,0.167,0.082,1
"ARHGAP18",4.84849737239751e-06,2.03175702036229,0.182,0.051,0.163365270465562
"MYH11",0.000148243072134418,2.02036006784642,0.139,0.041,1
"CNN1",0.00495588756988559,2.01534625915465,0.137,0.066,1
"CSGALNACT2",9.4574329221043e-07,2.00502085624747,0.255,0.102,0.0318658744877382
"SCARA3",0.00178141634887149,1.96883157839805,0.196,0.112,1
"POSTN",1.56776990787944e-08,1.95334669465466,0.405,0.189,0.000528244392760898
"CCL13",0.00335703842652782,1.94607952922025,0.102,0.036,1
"MRVI1",1.7889297900722e-05,1.94553478858416,0.135,0.026,0.602762003466927
"SERTAD1",6.38424043152078e-09,1.91612125922297,0.363,0.168,0.000215110597099661
"TSHZ2",1.06445146269144e-08,1.91439195306681,0.365,0.173,0.000358656275839255
"CD34",9.05060611027359e-06,1.89100072107618,0.197,0.066,0.304951122279558
"IGKV3-20",0.000135999333662688,1.86998869276712,0.109,0.02,1
"RP11-553L6.5",0.000323661619143345,1.86922276808926,0.157,0.061,1
"ERAP2",0.000431077042769396,1.83992451175033,0.172,0.077,1
"ANK2",4.19287448520713e-05,1.82596478745105,0.251,0.128,1
"LTBP1",9.1609307830785e-26,1.81169060947644,0.754,0.439,3.08668401805047e-21
"ENC1",1.83081386987883e-07,1.80986029517356,0.327,0.153,0.00616874425316971
"LAYN",0.00110049085708242,1.8038443578913,0.133,0.051,1
"SFTPC",0.21091073088121,1.79903475189198,0.522,0.668,1
"OGFOD1",0.00112657814838262,1.7646872047228,0.105,0.031,1
"ZMAT3",0.000250030435798067,1.75498163184034,0.198,0.092,1
"PCSK1N",0.000894866726876213,1.75449055399772,0.137,0.051,1
"CFAP69",0.000834097715123457,1.74695889153239,0.149,0.061,1
"CCND2",3.20410077250939e-07,1.74364472255324,0.287,0.117,0.0107958971428931
"TPPP3",1.03123711927703e-07,1.73420564349204,0.247,0.071,0.00347465034969201
"PGM2L1",0.0034943350083414,1.72558130321873,0.114,0.046,1
"ROBO2",4.89309348138247e-13,1.71354545789185,0.459,0.179,1.64867891761701e-08
"SLC6A6",0.000558489640160201,1.71007962250752,0.14,0.051,1
"SFTPA2",1.12689574109966e-06,1.70319294747422,0.285,0.117,0.0379696251006119
"GEM",2.323129129886e-14,1.70264768826088,0.592,0.311,7.8275512902379e-10
"RQCD1",0.00339620463894301,1.69982021921854,0.127,0.056,1
"COL8A1",4.84390855899671e-14,1.6969009864851,0.662,0.423,1.63210654986835e-09
"CCDC167",0.0361631091673356,1.69673927115464,0.113,0.066,1
"PAM",1.23024326871262e-11,1.69224334981705,0.477,0.245,4.14518166960029e-07
"TDO2",1.65921641188759e-05,1.68105495437526,0.2,0.071,0.559056377821403
"SULF1",0.000674294624513507,1.67465611546804,0.285,0.179,1
"HSPH1",0.000196703817500727,1.67442625737137,0.277,0.163,1
"THSD4",0.0018646695276685,1.67032107760321,0.101,0.031,1
"MMP19",3.58348489937906e-07,1.66952831664876,0.355,0.184,0.0120741940199678
"KDM6B",0.00307021215720199,1.65864480990302,0.137,0.061,1
"ABL2",0.0213732758644307,1.65774284872778,0.178,0.122,1
"KIF13B",0.000412682918729829,1.65433158345575,0.194,0.092,1
"WFDC2",1.66336593053366e-06,1.65083099499904,0.228,0.077,0.0560454516634011
"EPHA3",0.0014830409707377,1.64799991156346,0.132,0.051,1
"TXLNA",0.0102269270069079,1.64480962045442,0.133,0.071,1
"FAT1",1.66755807636828e-05,1.64474031661821,0.246,0.112,0.561867018251527
"DCPS",0.000451737746525986,1.64327220967952,0.148,0.056,1
"SAMD4A",0.00165776281041271,1.64092459969078,0.102,0.031,1
"TIPARP",0.00926234771328888,1.63887331738532,0.141,0.077,1
"CCND1",2.36076670636531e-05,1.63085354785003,0.221,0.092,0.795436734042728
"CDK17",0.00343335947637723,1.62562731815876,0.114,0.046,1
"RIPK1",0.0134217593815074,1.61771948904591,0.101,0.046,1
"TCN2",0.0044229524101582,1.614724474882,0.125,0.056,1
"KCTD12",2.37572160283105e-08,1.61166493779978,0.369,0.168,0.000800475636857893
"MXRA5",6.54688023692037e-11,1.61027632687219,0.48,0.235,2.20590582702795e-06
"TCEAL7",0.00271162479264192,1.60694936799411,0.171,0.092,1
"SLC8A1",2.92746893662968e-05,1.60664724939547,0.192,0.066,0.986381383508005
"MMP11",0.253656716778968,1.60575603165897,0.08,0.107,1
"ICK",0.0239264146173923,1.60025542175531,0.135,0.082,1
"CTD-3252C9.4",0.00295920090644304,1.59308241741911,0.13,0.056,1
"CTSH",6.09110985143424e-05,1.58839312067054,0.199,0.082,1
"HIVEP2",0.00280266605978726,1.58577149920259,0.111,0.041,1
"CTC-444N24.11",0.00871872053517035,1.57644063433717,0.105,0.046,1
"SYT11",0.00162672472424021,1.56567746091833,0.123,0.046,1
"ANGPTL2",3.30048998940084e-08,1.56335806766989,0.353,0.153,0.00111206709702872
"LHFPL2",0.00402987656370269,1.56227603851899,0.151,0.077,1
"MEG3",2.53523221802467e-09,1.5527437927024,0.417,0.194,8.54221143541233e-05
"RNF169",0.00219340596893729,1.54522167701851,0.1,0.031,1
"DPT",5.46792164468842e-10,1.5448205280877,0.545,0.327,1.84236151896132e-05
"INTS6",0.0356410194010281,1.54343575528356,0.132,0.082,1
"FAT4",3.2764422933271e-07,1.54325588518604,0.309,0.133,0.0110396446631363
"PER3",2.78702582503146e-07,1.54268953653525,0.234,0.066,0.00939060481486102
"SFTPA1",2.63224072975444e-07,1.53510359216736,0.339,0.168,0.00886907191483461
"WBP4",0.00037492189411521,1.52153303399013,0.176,0.077,1
"PACSIN2",0.0187202733480859,1.51981733974877,0.122,0.066,1
"BRAT1",0.0508452308139709,1.51756219505182,0.103,0.061,1
"ACSL4",0.00177277220021503,1.5114067750669,0.187,0.102,1
"RAB31",4.03993921154165e-12,1.50664201371238,0.488,0.224,1.36121711793684e-07
"SSPN",1.26991739342699e-14,1.50257373802002,0.574,0.301,4.27885966541289e-10
"FILIP1L",4.36900102962232e-11,1.50213627441153,0.545,0.321,1.47209120692094e-06
"SERPINE2",1.00525573505327e-05,1.50180239881141,0.252,0.107,0.338710867368849
"NFATC2",1.84649477260582e-05,1.49743148364227,0.134,0.026,0.622157948681804
"PTGER1",0.0280246547565748,1.49024570355575,0.117,0.066,1
"ALG14",0.0209048389637307,1.48959904491036,0.114,0.061,1
"EGFL6",7.01664791617573e-05,1.48850211707204,0.285,0.158,1
"ANKRD65",0.0526519790370315,1.47663585250789,0.103,0.061,1
"GUCY1A3",1.47177951004181e-08,1.47593674054777,0.421,0.224,0.000495901388113487
"FOSB",5.35731007700263e-10,1.47208299126464,0.533,0.311,1.80509205734527e-05
"PBXIP1",1.25193001855343e-05,1.46878187798213,0.205,0.071,0.421825300451392
"KAZN",4.87659054735826e-05,1.46825723169293,0.181,0.061,1
"SIK3",0.00851446027532269,1.46451644771795,0.1,0.041,1
"EXTL2",5.07392867504112e-05,1.4630758234552,0.228,0.102,1
"PRKD3",0.0117549196283103,1.45639606473957,0.156,0.092,1
"PIEZO2",8.81287969320257e-06,1.45516542832289,0.306,0.163,0.296941168382767
"PLEKHA3",0.00105366221566647,1.45037341680301,0.172,0.082,1
"ASPN",3.99059645696367e-10,1.44843421270686,0.472,0.245,1.34459157020934e-05
"CPE",4.10663741009427e-05,1.44833343505808,0.248,0.122,1
"RARRES1",5.02622169784394e-14,1.44510105133014,0.613,0.357,1.69353513887154e-09
"CRIP1",3.27542826058854e-11,1.44256276713018,0.506,0.26,1.1036227981227e-06
"STMN3",0.00858729580994316,1.43891056603411,0.196,0.128,1
"RFK",0.00197087478504826,1.43890865421651,0.148,0.066,1
"GSK3B",2.55287904598407e-05,1.43698412721869,0.232,0.102,0.860167065753874
"HEATR5A",0.0265815298793312,1.43177913194598,0.118,0.066,1
"ENPP2",3.45059796182751e-08,1.43062489555219,0.367,0.163,0.00116264447725816
"STIM2",0.0139154630206904,1.42909518829731,0.137,0.077,1
"SPSB1",0.00402644228917685,1.42804855708496,0.192,0.112,1
"ADGRA2",0.0349163071534453,1.42369645466049,0.153,0.102,1
"ARHGAP15",0.0021107422825177,1.41708818292418,0.122,0.046,1
"SFRP4",1.67231160137778e-06,1.41362119878731,0.367,0.199,0.0563468670968229
"ATP2B4",3.98609607377827e-06,1.40963264864713,0.317,0.163,0.134307521109885
"RAPGEF6",0.015073313367656,1.40597166094784,0.101,0.046,1
"ICT1",0.0154850262995509,1.40177347661655,0.13,0.071,1
"GNG2",0.000798406158447002,1.39797939614501,0.171,0.077,1
"LPIN2",0.00152348160089551,1.38901212216949,0.185,0.097,1
"SDC4",0.00079035275534078,1.38009953445589,0.164,0.071,1
"WFDC1",9.68573799559502e-06,1.36880768115391,0.216,0.077,0.326351256023579
"MED13",0.00361208541122215,1.36797699211864,0.16,0.082,1
"AR",0.0128982830749575,1.36632189817775,0.133,0.071,1
"SH3BP4",0.0709032310062012,1.36141935103206,0.106,0.066,1
"SPRED1",0.00072952857836259,1.36056564339393,0.193,0.097,1
"ZDHHC20",0.128394251704395,1.35936751298426,0.119,0.087,1
"CYP2U1",0.00372013615131312,1.35870916069353,0.102,0.036,1
"RAB3GAP2",0.0904608609634142,1.35562743935848,0.119,0.082,1
"RASAL2",0.00853927247102588,1.35155411888698,0.119,0.056,1
"IFT27",0.00578382840105221,1.35122207503571,0.154,0.082,1
"VCAN",1.80365788102643e-19,1.34959814299097,0.787,0.474,6.07724486433045e-15
"ZFAND2A",0.0403066987348004,1.34727803435038,0.114,0.066,1
"FLYWCH2",0.00028244125409723,1.33812729763152,0.277,0.168,1
"GADD45G",0.00241842519118168,1.3380085817592,0.141,0.061,1
"WISP1",0.141171167518059,1.33695860234052,0.109,0.077,1
"CPSF2",0.137330278890313,1.3294037937713,0.123,0.092,1
"U2AF1L5",0.00147198741823353,1.32821003237555,0.118,0.041,1
"GADD45A",1.20080123647421e-05,1.32715165744625,0.347,0.199,0.404597968617622
"PDLIM4",0.00450062750374399,1.32672461461584,0.236,0.153,1
"MTUS1",0.00030619932839261,1.31595432918114,0.197,0.087,1
"UXS1",0.0026987378882734,1.31343255838503,0.145,0.066,1
"ATRN",0.0360203801105378,1.30906604543189,0.121,0.071,1
"ZNF322",0.00202064039053041,1.30776054476454,0.212,0.122,1
"MT1M",0.00284491843419333,1.30577131251395,0.339,0.245,1
"PLAU",0.0406743496775961,1.29647684177075,0.183,0.128,1
"LATS2",0.0183996157393654,1.29531353929988,0.146,0.087,1
"TNFSF13B",0.00215799686850975,1.29448921340601,0.236,0.143,1
"WWC2",0.000653761024542757,1.29128201748261,0.148,0.056,1
"PRIMPOL",0.0548524610268958,1.28994577360544,0.127,0.082,1
"PLA2G5",0.0126366350872309,1.28491795371564,0.145,0.082,1
"PRICKLE1",3.21022361212126e-05,1.2849127108013,0.256,0.122,1
"PDLIM3",3.62439880805066e-14,1.28488857521293,0.638,0.352,1.22120493438459e-09
"CHN1",1.01707192879236e-05,1.28477510276874,0.317,0.163,0.342692215687298
"TIMP1",7.17464796600095e-25,1.28398448768259,0.973,0.872,2.41742588566436e-20
"FAM13B",0.00429776206889677,1.28242659667409,0.148,0.071,1
"ROBO1",7.1715163903854e-06,1.27904943194022,0.355,0.204,0.241637073257646
"MED1",0.0679490237470894,1.27812230687512,0.112,0.071,1
"UBXN2A",0.00328770042949321,1.27592063992145,0.183,0.102,1
"TMEM19",0.0144628582060254,1.27352423852818,0.107,0.051,1
"HOXA7",0.00645011907101839,1.27316396595754,0.117,0.051,1
"MYO9B",0.057899094189775,1.27246055537516,0.103,0.061,1
"CPEB4",0.0091948246398697,1.27237569182413,0.106,0.046,1
"CCL2",4.5735799313679e-15,1.27117090418616,0.569,0.245,1.5410220220751e-10
"STEAP2",1.44497292037543e-06,1.26774578205751,0.362,0.184,0.0486869175791297
"TWSG1",2.23658604510733e-07,1.26228949758016,0.36,0.179,0.00753595302038464
"TRPS1",0.000691108662481532,1.26194335776793,0.208,0.107,1
"TNXB",1.72652839201854e-12,1.26189055240233,0.546,0.25,5.81736476406728e-08
"FBLN2",4.60538031467438e-11,1.25915118498891,0.565,0.327,1.55173684322639e-06
"SGCD",2.89211927465809e-06,1.25511108518628,0.331,0.168,0.0974470668403297
"CFI",0.0003161641601793,1.25249666058601,0.295,0.184,1
"STEAP1",1.33074297349024e-05,1.25235265508786,0.355,0.209,0.448380537487801
"SNTB2",0.00146178250025795,1.25036545372891,0.181,0.092,1
"ANTXR1",9.21379666200612e-11,1.25005773913199,0.592,0.367,3.10449664729634e-06
"PHLDA1",1.11013206664434e-06,1.24923018295796,0.41,0.235,0.0374047898535145
"CALM1",2.25273370057746e-23,1.24535615720063,0.877,0.704,7.59036093072568e-19
"BST2",0.000104138531411655,1.2442142180509,0.299,0.168,1
"PTGDS",4.29736637577253e-11,1.24334888735697,0.78,0.622,1.4479546266528e-06
"THBS3",0.00137921304170676,1.24317026581074,0.182,0.092,1
"GNPDA1",0.0300898029690129,1.23855004969319,0.171,0.117,1
"HAAO",0.0751749510424562,1.23756496731106,0.139,0.097,1
"GLIPR1",0.00021697949491613,1.23717641586973,0.319,0.204,1
"FOXF1",4.65099282893923e-05,1.23561064474045,0.218,0.092,1
"C16orf89",1.59814688382884e-05,1.23209626709183,0.232,0.092,0.538479611037288
"SPG11",0.031275440855429,1.22907362554751,0.134,0.082,1
"HAS2",0.00926856994399759,1.22451470817165,0.173,0.102,1
"SCARA5",0.000603740617977882,1.21755479985678,0.182,0.082,1
"FAF2",0.00339586647011326,1.21560741946262,0.212,0.128,1
"KIN",0.02457142056226,1.21509052726503,0.143,0.087,1
"LDB2",0.0120352132314066,1.21489706618914,0.216,0.148,1
"CHSY1",0.0621091853589786,1.21354287887228,0.125,0.082,1
"PAMR1",0.00130738632227526,1.20982586961881,0.162,0.071,1
"HGF",3.6351568870041e-05,1.20821365662703,0.352,0.214,1
"HSP90AA1",5.65593492642321e-22,1.2034890642552,0.886,0.663,1.90571071410904e-17
"CFH",3.48047805650941e-17,1.20189472883139,0.827,0.638,1.17271227636028e-12
"COL6A5",0.00814173923459066,1.20165878576765,0.137,0.066,1
"PPIC",3.66944541226489e-17,1.20139444999382,0.699,0.367,1.23638293720853e-12
"CD200",0.10088134724166,1.20027711683899,0.102,0.066,1
"ZNF521",0.00315799984510597,1.19644218020757,0.17,0.087,1
"COL18A1",2.60317552366187e-08,1.19449315301846,0.466,0.281,0.000877113960942631
"RARRES3",0.000178918554172711,1.19364425811434,0.362,0.245,1
"MCTP2",0.00403105399369879,1.19283644226618,0.159,0.082,1
"USP46",0.0078241405558262,1.18904941014894,0.151,0.082,1
"TRIB2",0.00190130760842685,1.18734308813028,0.122,0.046,1
"UGCG",0.00113958744576031,1.18602414690377,0.25,0.148,1
"CNST",0.00457833511691274,1.18475568077213,0.14,0.066,1
"ITGA11",0.042979314828966,1.18434520448374,0.114,0.066,1
"NNT-AS1",0.00526857283590315,1.18399395226696,0.139,0.066,1
"RUNX1",1.20394282447709e-06,1.18133599530816,0.41,0.23,0.040565649527931
"KCNE4",0.0288130343353149,1.18009188237388,0.149,0.092,1
"EDIL3",0.000825823752907467,1.17977037929237,0.299,0.189,1
"PMEPA1",4.16326631209163e-05,1.17886477061824,0.31,0.163,1
"C3",2.30944712746912e-06,1.17465454629147,0.52,0.362,0.0778145115129445
"CXCL12",2.86717946568006e-08,1.17276084929913,0.514,0.327,0.00096606744916624
"TP53BP1",0.00778190003163742,1.17122462470131,0.151,0.082,1
"FRMD6",0.00123469460169974,1.16834286170714,0.278,0.179,1
"FRAS1",0.0336857063258354,1.16774152749046,0.129,0.077,1
"HCFC2",0.12767566644787,1.16743871859307,0.105,0.071,1
"PNMA1",0.00508258663688768,1.16621437902752,0.151,0.077,1
"CDR1-AS",0.0138473709202132,1.16506256675515,0.157,0.092,1
"KDELC2",0.000412609305722494,1.16468967797558,0.273,0.163,1
"ZC3HAV1",0.0627535001653978,1.16345210030095,0.161,0.117,1
"FKBP14",0.000562891806500082,1.16240282956624,0.271,0.168,1
"COLEC12",0.000631063101661251,1.15871479980979,0.25,0.138,1
"RCAN2",0.00241476625439054,1.15837874754668,0.14,0.061,1
"SYTL2",0.0207876616019547,1.15502972575185,0.117,0.061,1
"TMOD3",9.44454432535804e-09,1.15433500660348,0.483,0.291,0.000318224476498614
"SEPW1",1.04794459039422e-19,1.15339799911574,0.79,0.536,3.53094450287428e-15
"SLC39A14",0.0289411472596522,1.15131363416248,0.101,0.051,1
"DCTN5",0.115302819658372,1.14304485900052,0.101,0.066,1
"RRP7A",0.021231891631884,1.14233767789625,0.189,0.128,1
"PDGFC",0.0150526345415793,1.14151414899597,0.133,0.071,1
"FRS2",0.00570185041564822,1.14062536845123,0.191,0.112,1
"PAPPA",0.0335325078854625,1.13906404833724,0.135,0.082,1
"SLC16A2",0.0095189205754674,1.13811721442365,0.156,0.087,1
"POM121C",0.0198624607711074,1.13781565348168,0.111,0.056,1
"EXOSC3",0.0475118238467126,1.13702650924337,0.117,0.071,1
"RNASET2",0.0726155880802985,1.13692368643349,0.139,0.097,1
"FTO",0.0671910990367221,1.13351137287758,0.148,0.102,1
"PLAC9",8.80058050499155e-14,1.13251164582679,0.824,0.668,2.96526759535185e-09
"NBPF14",0.0141113077646343,1.13248822770654,0.186,0.117,1
"RNASE1",0.00314536626029902,1.13187439120041,0.173,0.087,1
"HSPA1A",3.5909719401036e-14,1.1318140681232,0.649,0.378,1.20994208549851e-09
"LRRC17",0.0314205285548247,1.12852446984661,0.22,0.163,1
"HCG18",0.0157952555602311,1.12825752840378,0.143,0.082,1
"ITM2C",0.00021216701590504,1.12665719197437,0.303,0.189,1
"SLC12A4",0.0101234422865006,1.1261773034608,0.144,0.077,1
"MTHFD1L",0.12067293338309,1.12578458981931,0.137,0.102,1
"CRIP2",7.7944328306599e-10,1.12335630409723,0.613,0.398,2.62625619796255e-05
"GAS6",6.44422505227139e-05,1.12200030135496,0.435,0.311,1
"CSGALNACT1",0.0160775326530677,1.12183507995544,0.178,0.112,1
"SENP7",0.00461582603130039,1.12115041030986,0.14,0.066,1
"SERPINE1",0.0197466587334316,1.1210488645547,0.369,0.291,1
"DNAJB1",5.4474459495347e-07,1.11983062779402,0.458,0.286,0.0183546243823622
"KDM4A",0.0698680817403693,1.119579995758,0.101,0.061,1
"MFAP2",7.12202824164193e-14,1.11912811256382,0.742,0.485,2.39969619573883e-09
"MICAL2",0.0117456457570986,1.11788673381985,0.162,0.092,1
"NR1D2",0.00040262013483716,1.11603748486545,0.208,0.097,1
"TCF12",1.97506544243309e-06,1.11501917756069,0.474,0.321,0.0665478550173405
"ERBB2IP",0.160479948806911,1.11346978886393,0.122,0.092,1
"NHSL2",0.0788451823191161,1.11253700362239,0.106,0.066,1
"GLT8D2",2.20862987800672e-05,1.11140009073231,0.381,0.24,0.744175751095583
"KIAA0232",0.00772987729712704,1.11029524999194,0.141,0.071,1
"TMEM100",0.007636307282161,1.10570121410006,0.202,0.122,1
"UBR1",0.00592977273178927,1.10084534196799,0.138,0.066,1
"C2orf74",0.0243810701799981,1.09928338084538,0.155,0.097,1
"SAV1",0.0131734764098523,1.09854894837592,0.122,0.061,1
"B4GALT1",0.00168246562801335,1.0965637156291,0.304,0.209,1
"TNFAIP6",5.071185437076e-06,1.0951344519881,0.408,0.24,0.170868522116839
"AGRN",0.00846094240504793,1.09300702087766,0.101,0.041,1
"EMP1",8.99918060110798e-05,1.09158623315699,0.545,0.434,1
"PDE4D",2.686449384601e-05,1.09156321461917,0.304,0.158,0.905172255647462
"IL33",0.0201881279878479,1.09144441873589,0.187,0.122,1
"SNHG9",0.0100291195732462,1.09107960620966,0.269,0.194,1
"PELI1",0.0251825099167336,1.09057413701899,0.114,0.061,1
"DPCD",0.0641887350306733,1.08481185392912,0.103,0.061,1
"IMPACT",0.296367729696625,1.08435712268042,0.137,0.117,1
"ESYT2",0.0455028510459084,1.0841188527768,0.156,0.107,1
"TMEM176B",2.18830416992294e-10,1.08264068396915,0.657,0.459,7.37327207013834e-06
"ECM1",8.66714118578672e-07,1.07988937718849,0.449,0.286,0.0292030655113898
"FAM133B",3.44056768205845e-05,1.07862560174857,0.252,0.117,1
"GALM",0.015999447771899,1.07853682829386,0.133,0.071,1
"PLAT",0.0569795261007699,1.07680623154694,0.193,0.143,1
"DHX29",0.00156196484208295,1.07636211888897,0.31,0.219,1
"MGP",1.0479007289043e-15,1.07580550504207,0.969,0.959,3.53079671597015e-11
"TUSC3",0.000484545398574659,1.07444295438232,0.306,0.199,1
"SOCS5",0.00836632535003291,1.07372850540705,0.157,0.087,1
"TNFRSF12A",0.00505743030182898,1.07252365164667,0.315,0.224,1
"SSC5D",2.83238367034079e-06,1.07007117344559,0.368,0.199,0.0954343353884627
"BOC",0.0643923917064815,1.06940960948589,0.157,0.112,1
"PTGER2",0.00703821397562497,1.06821113314627,0.155,0.082,1
"FAM192A",0.057446686663889,1.06476063927038,0.128,0.082,1
"SDF2L1",0.00220588974850807,1.06156042783036,0.209,0.117,1
"DIP2B",0.0149439562738783,1.0597620921429,0.127,0.066,1
"NAF1",0.0796035622863443,1.05935050060984,0.1,0.061,1
"RNF24",0.0106191301287655,1.05831428644579,0.235,0.163,1
"LRRN4CL",0.0138570551325132,1.05637253596799,0.122,0.061,1
"ASAP2",0.0923558051748384,1.05543567996072,0.109,0.071,1
"TTBK2",0.0150157756129852,1.05485316291959,0.102,0.046,1
"NR4A3",0.37045172967412,1.04810782171279,0.1,0.082,1
"IGFBP7",2.27169085625259e-11,1.04734920343186,0.873,0.77,7.65423517105746e-07
"OLFML2B",0.00495205012369283,1.0462265360843,0.278,0.189,1
"EP400",0.0301681305066431,1.04517909734539,0.124,0.071,1
"THBD",0.00735447177866062,1.04505201980822,0.109,0.046,1
"FGF10",0.0112902892002277,1.04467485174422,0.106,0.046,1
"TMEM176A",2.34110582663716e-08,1.04393822745252,0.603,0.413,0.000788812197227123
"SFTA2",0.0264653089016682,1.04363978318039,0.1,0.051,1
"TSPAN13",7.68136390607968e-05,1.04346937071755,0.225,0.102,1
"MIB1",0.00189634690807697,1.04091757408121,0.157,0.071,1
"TAGLN",1.07914762050397e-07,1.03969846398376,0.665,0.485,0.00363607999252606
"OGFOD3",0.00114972099011273,1.03898770931563,0.187,0.092,1
"CHORDC1",0.00388836192112929,1.03884530472813,0.155,0.077,1
"FAM180A",0.0293045040131364,1.03820692909536,0.101,0.051,1
"ATF7",0.00566528824199181,1.03803083348533,0.204,0.122,1
"TLE1",0.0178004841942591,1.03764930018789,0.107,0.051,1
"DDR2",4.2336715116067e-06,1.0371334758321,0.381,0.219,0.142649327912076
"IGFBP5",4.38291642610492e-05,1.03027524810632,0.609,0.459,1
"CD9",1.28117164307682e-07,1.03026216858724,0.567,0.378,0.00431677973418305
"PTN",0.120921201855917,1.02723630688341,0.133,0.097,1
"LARP4",0.00484295732202104,1.02581501928684,0.171,0.092,1
"BMP5",6.51986079477649e-05,1.02559258764421,0.381,0.235,1
"THBS2",0.00142288074586006,1.02350292901171,0.416,0.306,1
"RCN3",1.39213854309876e-08,1.02290418170467,0.496,0.281,0.000469067160711695
"MLLT3",0.0423080908170252,1.01990971498467,0.108,0.061,1
"NFIB",2.18870898754773e-11,1.01965691772688,0.594,0.332,7.37463606264334e-07
"ST3GAL4",0.00057628489751418,1.01808041548278,0.344,0.24,1
"APP",3.15683049990613e-14,1.01736856524454,0.756,0.52,1.06366246863837e-09
"ELK4",0.0743369347882318,1.01725634764751,0.107,0.066,1
"UBB",2.73290110795669e-18,1.01689457886342,0.849,0.699,9.20823699314928e-14
"LUM",6.59107637224178e-19,1.01677413974415,0.95,0.867,2.22079727286315e-14
"ZCCHC24",0.00618177853524925,1.01600861659148,0.219,0.138,1
"C14orf132",0.0107359576187441,1.01431158866706,0.199,0.128,1
