"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.15341742747145e-13,0.462008365491025,0.25,0.174,3.03095031590949e-09,"2","OTUB1"
2.24446692335182e-24,0.461575219098879,0.524,0.399,5.89801018118391e-20,"2","RNH1"
1.42138069034697e-12,0.460894239299643,0.288,0.212,3.73510417809377e-08,"2","CIAO1"
6.04290292600495e-13,0.460855048860102,0.258,0.183,1.58795403089558e-08,"2","RNF4"
6.5560312544843e-21,0.46084132798588,0.393,0.278,1.72279389305338e-16,"2","PFDN1"
2.75646273877647e-110,0.460686739588505,0.999,0.996,7.24343278495681e-106,"2","PTMA"
1.72790812599296e-13,0.459872621147035,0.258,0.182,4.5405969734843e-09,"2","SLC66A3"
1.83904307289122e-19,0.459698492272042,0.47,0.358,4.83263738694356e-15,"2","PTBP2"
7.13309701464022e-25,0.459555709489751,0.494,0.366,1.87443523350716e-20,"2","PIK3CB"
5.93121892073817e-17,0.459212197678926,0.365,0.268,1.55860570799158e-12,"2","ROMO1"
2.56657639207476e-18,0.459177737112943,0.374,0.271,6.74444944309406e-14,"2","SPOP"
1.54674584390301e-16,0.458770411548218,0.41,0.304,4.06453872860834e-12,"2","CRIP1"
1.96813720074719e-16,0.45872796075822,0.323,0.23,5.17187093612346e-12,"2","STRAP"
2.81939622713317e-14,0.458299343956345,0.263,0.183,7.40880940566054e-10,"2","SSBP4"
4.39269246794147e-29,0.458028584506634,0.655,0.536,1.15431172672566e-24,"2","PRKAG2"
1.80931087728905e-78,0.457975117252414,0.992,0.975,4.75450712334016e-74,"2","RPS23"
1.87157587104517e-16,0.457725026806379,0.395,0.297,4.9181270739325e-12,"2","SRA1"
1.09639327923005e-32,0.457616647206667,0.654,0.504,2.88110225916072e-28,"2","DAZAP2"
6.07327937460737e-24,0.45750014984209,0.536,0.406,1.59593635405932e-19,"2","ATP5PO"
6.84323374151419e-15,0.457415545673268,0.309,0.223,1.7982649625951e-10,"2","MARCH2"
2.59280390592243e-37,0.457249131874349,0.74,0.621,6.81337010398296e-33,"2","EEF2"
1.80809684904365e-14,0.456810861046695,0.452,0.359,4.7513168999169e-10,"2","SYAP1"
2.44255365160186e-13,0.45663365357715,0.258,0.182,6.41854248567936e-09,"2","NAGA"
1.9860303909562e-13,0.456304583406089,0.274,0.196,5.2188906613547e-09,"2","NOL10"
1.73835016650137e-18,0.45547094817756,0.344,0.242,4.56803656753231e-14,"2","ARF3"
6.0970538371118e-20,0.45515092977188,0.395,0.284,1.60218380731624e-15,"2","C9orf16"
9.2375069930348e-13,0.454970492608245,0.257,0.184,2.42743208762968e-08,"2","BICD2"
4.35769726075584e-27,0.454705505191007,0.526,0.391,1.14511568618142e-22,"2","PAIP2"
6.02281418284489e-67,0.454234639430702,0.959,0.911,1.58267511096798e-62,"2","YBX1"
2.05238937463282e-37,0.454052533591886,0.7,0.545,5.39326879866013e-33,"2","LAMTOR4"
2.03558725309182e-12,0.453852141121459,0.313,0.236,5.34911618367469e-08,"2","NDUFAF2"
6.00036879689581e-17,0.453615634695409,0.356,0.259,1.57677691244828e-12,"2","IGFLR1"
2.61839687134631e-21,0.453396698908459,0.416,0.301,6.88062329852384e-17,"2","CCT8"
1.55958029387701e-13,0.453331894084759,0.284,0.205,4.09826509625e-09,"2","POLR2G"
6.61034073329609e-16,0.452722831485923,0.335,0.242,1.73706533789555e-11,"2","BUD31"
2.00578200813798e-23,0.452548228082122,0.481,0.356,5.27079396098498e-19,"2","NOP53"
1.7842925845997e-09,0.452532400737459,0.286,0.222,4.6887640538111e-05,"2","SPAST"
1.90737892726647e-15,0.452476512748344,0.332,0.24,5.01221034507082e-11,"2","REPS1"
5.70399871877404e-19,0.452374100716551,0.359,0.254,1.49889678331944e-14,"2","ETFB"
5.0501056448813e-22,0.452059284005899,0.504,0.38,1.32706676136191e-17,"2","MIER1"
5.55502602691302e-18,0.451326623974628,0.348,0.249,1.4597497393522e-13,"2","PPCS"
2.34886873612918e-60,0.450972787234901,0.924,0.867,6.17235726480026e-56,"2","ARPC2"
6.71188250922447e-65,0.449933913268678,0.954,0.884,1.76374848577401e-60,"2","RACK1"
2.1521117783832e-61,0.449884331946832,0.976,0.978,5.65531933123538e-57,"2","DPYD"
2.65862062658742e-13,0.449587122325841,0.321,0.24,6.98632328254642e-09,"2","UBE2V2"
5.64027415148573e-29,0.449405161832092,0.659,0.535,1.48215124152742e-24,"2","GSTO1"
3.69260850385897e-37,0.449310763957619,0.704,0.562,9.70343662644059e-33,"2","EIF3H"
2.99871219181394e-13,0.448643668913598,0.294,0.215,7.88001589764866e-09,"2","PTBP1"
4.72989618260362e-18,0.448476866470295,0.39,0.287,1.24292211886458e-13,"2","SLIRP"
4.7859865539786e-14,0.448318502831338,0.322,0.238,1.2576615466545e-09,"2","MRPL54"
6.10048410143457e-16,0.448160293621945,0.343,0.249,1.60308521217498e-11,"2","PSMF1"
1.65140722413648e-32,0.447169378069162,0.702,0.565,4.33956790358583e-28,"2","CD302"
6.90732080881555e-24,0.447108647337704,0.521,0.397,1.81510576214055e-19,"2","KLF10"
4.76032787675179e-13,0.446859066462437,0.297,0.217,1.25091895945284e-08,"2","PPP1R7"
1.29331393616331e-25,0.44682687604853,0.796,0.737,3.39857036144994e-21,"2","FGD4"
4.06611450198866e-40,0.446764177434409,0.761,0.624,1.06849356883258e-35,"2","TOMM7"
5.17090195044915e-11,0.446640006573758,0.364,0.284,1.35880961453903e-06,"2","AP1G1"
4.10371861992243e-32,0.446430358234962,0.602,0.462,1.07837517894322e-27,"2","STK10"
2.95781937847046e-11,0.446251808612844,0.271,0.201,7.77255776274468e-07,"2","GLRX3"
7.88298352391659e-32,0.445982447076494,0.675,0.554,2.0714904104148e-27,"2","CMTM6"
1.55339576645397e-26,0.445584307106347,0.481,0.342,4.08201339508774e-22,"2","IL17RA"
2.51437120678212e-12,0.445385749052603,0.336,0.259,6.60726465718206e-08,"2","LARS"
1.47422331185288e-21,0.445364320043124,0.456,0.337,3.87396401888699e-17,"2","OSTC"
1.18114800430917e-15,0.444985711008882,0.349,0.256,3.10382072572363e-11,"2","AC005670.3"
1.79423816985088e-11,0.444832745133142,0.256,0.186,4.71489906273413e-07,"2","ARPC1A"
1.37079285996379e-18,0.444265841082233,0.418,0.309,3.60216947741284e-14,"2","C1orf43"
6.67737983262195e-27,0.444251406646126,0.64,0.508,1.7546818724164e-22,"2","MRTFA"
3.97341533005594e-14,0.444225474797836,0.354,0.269,1.0441340804321e-09,"2","MTHFD2"
5.3562843792599e-19,0.444163278608164,0.417,0.307,1.40752440918192e-14,"2","PSMD8"
3.82190118993355e-11,0.443490476794056,0.25,0.181,1.00431919469074e-06,"2","LYRM4"
2.48307671712614e-12,0.44332899033961,0.292,0.215,6.52502899726407e-08,"2","BCL2L13"
4.1739139020941e-14,0.443222803027257,0.343,0.254,1.09682109519229e-09,"2","AC025164.1"
5.56504275377637e-20,0.443161083447732,0.922,0.936,1.46238193483735e-15,"2","NAMPT"
2.30362913556669e-25,0.442641896738621,0.678,0.565,6.05347664244215e-21,"2","FAM49A"
4.03971552208986e-28,0.442444325603857,0.557,0.415,1.06155644489477e-23,"2","LAMTOR1"
7.42745585551164e-20,0.441678567894178,0.469,0.357,1.95178684971135e-15,"2","RSL24D1"
1.41756632627182e-15,0.441674517672489,0.362,0.268,3.72508079217709e-11,"2","CTNNBL1"
6.49459106392566e-14,0.441615037050919,0.322,0.237,1.70664863977838e-09,"2","SDHD"
1.50829405914478e-13,0.441287756728726,0.308,0.226,3.96349512862064e-09,"2","UBAC1"
1.25879476323165e-21,0.440379942281362,0.516,0.396,3.30786087882013e-17,"2","FOXN2"
8.8187303248869e-21,0.440277141071797,0.423,0.306,2.31738595477378e-16,"2","LSM3"
1.68596036057926e-21,0.440065201596759,0.521,0.405,4.43036663553017e-17,"2","MAPK1"
2.89451023316796e-12,0.439834867910489,0.28,0.204,7.60619399071877e-08,"2","NEK9"
1.58908981819978e-25,0.439298657685963,0.538,0.409,4.17581022426539e-21,"2","CBX3"
3.89388200273218e-09,0.438824081740866,0.299,0.233,0.000102323431267796,"2","ARNT"
3.32319901965527e-19,0.438742120521625,0.373,0.264,8.73270238385011e-15,"2","CCDC12"
1.70001734081998e-11,0.438705365498498,0.251,0.181,4.46730556820676e-07,"2","HPS1"
1.64926040258083e-11,0.438403185691352,0.263,0.193,4.3339264859019e-07,"2","SMARCA4"
4.39787684911512e-15,0.438127788828442,0.438,0.344,1.15567407841047e-10,"2","STIM1"
1.28125619326332e-20,0.437916042230156,0.41,0.297,3.36688502465735e-16,"2","FIS1"
6.47331459135528e-18,0.437665401274772,0.369,0.266,1.70105760831634e-13,"2","LSM4"
1.15436125112631e-73,0.437398824328801,0.958,0.909,3.03343049570971e-69,"2","PFDN5"
3.06829644561805e-13,0.437384578522203,0.263,0.187,8.06286939979512e-09,"2","OXA1L"
6.48683505281407e-16,0.437238213707361,0.413,0.315,1.70461051517848e-11,"2","HK1"
2.02534061952302e-16,0.436867884775539,0.435,0.334,5.32219007998258e-12,"2","HNRNPAB"
8.92190482604968e-29,0.436576699177279,0.56,0.411,2.34449815018934e-24,"2","H2AFV"
2.47263169891457e-16,0.436447870438865,0.344,0.248,6.4975815784077e-12,"2","ECHS1"
3.04046102545835e-14,0.436016452863009,0.3,0.215,7.98972348269945e-10,"2","TYW1B"
5.65724771747478e-84,0.435636241382999,0.991,0.957,1.48661155519802e-79,"2","RPL27A"
1.53930941786848e-12,0.435472519388369,0.298,0.221,4.04499728827478e-08,"2","PSMC5"
3.5136581762507e-21,0.43523534165266,0.533,0.419,9.23319095555158e-17,"2","SYNCRIP"
3.23307132263501e-10,0.435162495369116,0.253,0.189,8.49586482162029e-06,"2","GNL3"
3.75557983116221e-21,0.434898037957628,0.487,0.365,9.86891268032805e-17,"2","BANF1"
9.5792483868293e-17,0.434571760671117,0.401,0.301,2.517234891091e-12,"2","FOXK2"
2.36086251968687e-08,0.434518673846563,0.27,0.213,0.000620387452923317,"2","PCBP1-AS1"
6.66604499877002e-26,0.434305667048467,0.675,0.558,1.75170330477679e-21,"2","COX7B"
1.35255565001364e-19,0.433903775005314,0.459,0.342,3.55424573710584e-15,"2","WWP2"
3.99262240142122e-16,0.433755011002053,0.382,0.285,1.04918131464547e-11,"2","POLR2J"
2.63904739009393e-19,0.433151939151454,0.514,0.402,6.93488873168884e-15,"2","RAN"
3.37371702854773e-20,0.433080628106403,0.411,0.295,8.86545360761773e-16,"2","PARL"
6.31214352624414e-25,0.433010523817227,0.516,0.38,1.65870507582644e-20,"2","HNRNPR"
2.37063215413349e-12,0.432844442629511,0.313,0.234,6.22954717463197e-08,"2","ABCE1"
4.13427142863174e-23,0.432742457256661,0.53,0.404,1.08640384601585e-18,"2","HSBP1"
1.86290977749553e-22,0.432624558709931,0.466,0.343,4.89535431330276e-18,"2","ANAPC11"
3.51156284033233e-16,0.432320280102803,0.363,0.266,9.2276848318253e-12,"2","METTL9"
8.91547818805448e-12,0.432279869891928,0.259,0.187,2.34280935825696e-07,"2","MRPL13"
4.3236628841557e-33,0.432255209625213,0.769,0.647,1.13617213269843e-28,"2","MYO1F"
1.6094050279861e-17,0.432004823538159,0.395,0.291,4.22919453254189e-13,"2","GHITM"
3.41056338596076e-21,0.430509922353131,0.427,0.309,8.96227846562769e-17,"2","AP2M1"
1.50668134098752e-14,0.430481408504983,0.435,0.339,3.95925722784701e-10,"2","DDX60L"
2.49743843920076e-13,0.430474379404127,0.261,0.184,6.56276873053176e-09,"2","DGKZ"
5.56041177348122e-20,0.430251587635612,0.463,0.354,1.46116500583539e-15,"2","CASP4"
6.98263344576501e-13,0.430242535161635,0.298,0.219,1.83489641687813e-08,"2","AGO2"
1.10438664254976e-23,0.430157841330205,0.591,0.468,2.90210721929226e-19,"2","ATP5MF"
4.29013581584766e-14,0.430050970066476,0.312,0.228,1.12736188968845e-09,"2","CTDNEP1"
2.72986950685608e-14,0.42998747049895,0.352,0.265,7.17355109011641e-10,"2","MARK2"
2.33950599998267e-11,0.429984532634496,0.296,0.224,6.14775386675447e-07,"2","UHMK1"
6.89509765012513e-12,0.429271579079026,0.271,0.199,1.81189376049988e-07,"2","EFTUD2"
1.67420238861287e-84,0.429195830470136,0.986,0.945,4.39946903679689e-80,"2","RPS20"
6.00498203220247e-14,0.428457253621682,0.31,0.226,1.57798917842217e-09,"2","BAG1"
2.0333194992928e-15,0.42843562179472,0.349,0.255,5.34315698024161e-11,"2","ALKBH7"
3.98341598860825e-14,0.428424718983383,0.638,0.557,1.04676205348648e-09,"2","RABGEF1"
3.00839125852453e-22,0.428420060638303,0.546,0.424,7.90545054915077e-18,"2","HADHA"
8.29308128448067e-71,0.427930884804759,0.987,0.945,2.17925589993583e-66,"2","RPL14"
4.47614009029838e-18,0.427751924241921,0.439,0.334,1.17624009292861e-13,"2","PRKAR1A"
2.78482069302593e-14,0.427688292307149,0.34,0.252,7.31795181713354e-10,"2","GRINA"
2.43873997844621e-18,0.427306931635176,0.379,0.273,6.40852091536096e-14,"2","NARS"
4.45285846501412e-27,0.427219207117358,0.59,0.45,1.17012214743641e-22,"2","FAM120A"
1.13104105079363e-28,0.426807276982338,0.632,0.5,2.97214967327549e-24,"2","MOB1A"
5.30027837326095e-18,0.426785829088691,0.327,0.226,1.39280715092551e-13,"2","STAT6"
3.91639648251895e-34,0.426728503505375,0.719,0.575,1.02915066767633e-29,"2","UQCR11"
2.1897496575181e-10,0.426176114612595,0.27,0.203,5.75422415002607e-06,"2","MEF2D"
1.82501727239952e-14,0.425839164470697,0.354,0.264,4.79578038841146e-10,"2","NDUFS8"
3.25242472547699e-09,0.425761298055221,0.319,0.251,8.54672169360844e-05,"2","POM121"
2.07774724780796e-21,0.425611572966783,0.473,0.354,5.45990421778976e-17,"2","COPS9"
7.22859318527614e-20,0.425576223298401,0.502,0.39,1.89952971722686e-15,"2","AFTPH"
6.90567275577075e-40,0.423823779494844,0.818,0.701,1.81467268676144e-35,"2","TMA7"
1.81831673370753e-21,0.423542245500414,0.55,0.428,4.77817271283666e-17,"2","SP3"
1.38965692453301e-11,0.4227697824904,0.283,0.21,3.65174046628784e-07,"2","PSMD13"
3.54807704544669e-15,0.422513058279369,0.35,0.258,9.32363686002482e-11,"2","AKNA"
1.05283099740604e-11,0.422369640417527,0.366,0.286,2.7666292949836e-07,"2","DDX10"
2.31050537430754e-22,0.42231824847509,0.662,0.566,6.07154602260537e-18,"2","FBXW7"
4.32597383319342e-23,0.422029415819415,0.529,0.402,1.13677940388657e-18,"2","CMTM7"
5.73370004576737e-16,0.421861726935332,0.381,0.284,1.50670169802675e-11,"2","DYNC1LI1"
7.08526618599787e-19,0.421648057723399,0.41,0.3,1.86186624835652e-14,"2","RAB5IF"
9.6298536598683e-12,0.421481592902357,0.291,0.216,2.53053294474019e-07,"2","KLHDC10"
2.37770748984521e-13,0.42142954212763,0.423,0.336,6.24813974181525e-09,"2","SMG7"
1.18354642680523e-18,0.421398473332399,0.433,0.323,3.11012330035879e-14,"2","ZNHIT1"
1.76766918750355e-12,0.421344392210773,0.356,0.275,4.64508109092182e-08,"2","YIPF4"
3.73460154679514e-23,0.421334617821016,0.506,0.378,9.81378594466828e-19,"2","PSMA2"
1.40361693490158e-20,0.420967150452866,0.476,0.358,3.68842458153436e-16,"2","DDT"
1.12709410386784e-13,0.420873653960119,0.334,0.249,2.96177788614391e-09,"2","MCU"
9.27832047540095e-19,0.420044962277572,0.4,0.292,2.43815705452586e-14,"2","FAM204A"
6.12199848029073e-15,0.419775084487354,0.31,0.221,1.6087387606508e-10,"2","SRSF6"
2.53023852307538e-14,0.419658558091806,0.362,0.274,6.64896079093749e-10,"2","RAB8A"
3.32624393094899e-13,0.419284719798685,0.336,0.253,8.74070380174775e-09,"2","TMEM160"
3.03353885761257e-20,0.419153538434145,0.502,0.385,7.9715334100343e-16,"2","MAPK14"
4.32418943884128e-15,0.418586085199897,0.354,0.26,1.13631050073871e-10,"2","GLYR1"
4.11845683334749e-59,0.418161079074035,0.98,0.943,1.08224808666705e-54,"2","RPL3"
6.44013643495673e-16,0.417961229741946,0.359,0.264,1.69233905237793e-11,"2","MICOS13"
1.58853022807254e-13,0.417871615055769,0.405,0.317,4.17433973332902e-09,"2","UBE2N"
1.07666235838934e-11,0.417304938334087,0.323,0.246,2.82925334537552e-07,"2","CRTC3"
2.63146683444088e-11,0.417072908213767,0.283,0.211,6.91496854754374e-07,"2","SUCLG1"
9.97707580838625e-13,0.417021899214024,0.262,0.187,2.62177598092774e-08,"2","SLC38A10"
1.84691341560327e-15,0.416827551738379,0.388,0.29,4.85331907352226e-11,"2","MFSD14B"
2.01198682668713e-09,0.416692472004543,0.281,0.218,5.28709898316844e-05,"2","GIMAP1"
6.97140716733047e-11,0.416502364079865,0.3,0.229,1.8319463754311e-06,"2","HACD4"
1.0703759493725e-11,0.416177249703078,0.257,0.186,2.81273391976106e-07,"2","CCT7"
1.27426930985843e-23,0.416069344113011,0.576,0.447,3.34852489244599e-19,"2","STT3B"
2.16305549549447e-22,0.415809494328249,0.498,0.37,5.68407723106037e-18,"2","PSMB9"
1.82686054067989e-13,0.415621452012693,0.324,0.241,4.80062412879861e-09,"2","C9orf78"
4.00680586610269e-24,0.415506426707145,0.619,0.493,1.05290844549446e-19,"2","PTPN2"
5.26654324073648e-69,0.415337478356265,0.965,0.912,1.38394223280073e-64,"2","OAZ1"
9.93648203744901e-19,0.415326182193772,0.483,0.372,2.61110874980085e-14,"2","ATP5F1B"
2.13846496007122e-10,0.414891000972732,0.305,0.236,5.61945822207514e-06,"2","SERINC3"
4.26987472148557e-11,0.414757545068772,0.279,0.209,1.12203767931198e-06,"2","PAXX"
1.59931868517074e-16,0.414643869567311,0.375,0.276,4.20268964089168e-12,"2","ANAPC5"
8.91731967350186e-27,0.414452495484379,0.698,0.569,2.34329326380282e-22,"2","UQCRH"
4.78516491344052e-41,0.414442831140865,0.935,0.919,1.2574456359539e-36,"2","ARHGAP26"
3.39445332549113e-19,0.41430596570152,0.424,0.311,8.9199444487256e-15,"2","PDCD6"
5.23700051092812e-12,0.413616172350309,0.262,0.19,1.37617899426169e-07,"2","NLRC5"
7.73491329682486e-33,0.41334931931742,0.75,0.631,2.03258051613964e-28,"2","PAK2"
3.0373776933734e-20,0.41323027257973,0.537,0.42,7.98162110264662e-16,"2","ACSL4"
1.85322375246373e-25,0.412896304475792,0.735,0.636,4.86990137672419e-21,"2","ENO1"
9.62282756875256e-14,0.412847429546815,0.326,0.24,2.5286866285168e-09,"2","SLC66A2"
5.77915409028566e-14,0.41283063567536,0.387,0.3,1.51864611184527e-09,"2","RBBP4"
1.5576221378566e-11,0.412595094742002,0.281,0.208,4.09311945385958e-07,"2","TMEM256"
7.22770019656833e-11,0.412413420008525,0.274,0.205,1.89929505765423e-06,"2","MYADM"
5.50558874787185e-19,0.412332070753494,0.524,0.415,1.44675861116577e-14,"2","TMEM258"
2.18979163118685e-17,0.411430143441582,0.671,0.594,5.75433444843282e-13,"2","GAS7"
1.62527731118936e-25,0.411326459489264,0.615,0.492,4.2709037183434e-21,"2","HNRNPM"
1.77378856920213e-11,0.411109170016317,0.289,0.216,4.66116160214936e-07,"2","TMEM33"
1.40350433800329e-09,0.411095853282045,0.252,0.19,3.68812869940505e-05,"2","ILF2"
2.07574426425402e-08,0.411030680561793,0.262,0.203,0.000545464077760671,"2","ATF5"
4.12157795263245e-13,0.41087123157486,0.317,0.234,1.08306825439275e-08,"2","PPP2R5A"
1.87822736229703e-40,0.410694869710532,0.806,0.679,4.93560586264414e-36,"2","TSPO"
6.98406714128218e-11,0.41065805259096,0.26,0.191,1.83527316338613e-06,"2","MRPS15"
1.82134951894074e-14,0.410610354196267,0.361,0.269,4.78614226587248e-10,"2","COX14"
6.17333475458955e-11,0.410266918077931,0.25,0.182,1.62222890681104e-06,"2","CNOT7"
3.41140828647611e-12,0.409621771112521,0.281,0.205,8.96449869520193e-08,"2","KDM1B"
6.72378524398218e-12,0.40928253702717,0.289,0.214,1.76687628641364e-07,"2","SAR1A"
9.8412022670192e-09,0.409047432757976,0.391,0.32,0.000258607113172731,"2","ELOVL5"
3.2494211800524e-53,0.408015588853411,0.903,0.814,8.53882897694171e-49,"2","COX4I1"
3.70185693821235e-19,0.406928527746593,0.447,0.333,9.72773966223441e-15,"2","RTF2"
1.89692301019553e-12,0.40674477778479,0.293,0.214,4.9847342861918e-08,"2","SSNA1"
5.32905666239117e-16,0.40644882399488,0.334,0.238,1.40036950974315e-11,"2","TTC39C"
1.19470288535479e-13,0.406181240750967,0.348,0.259,3.13944024213532e-09,"2","GCNT2"
2.06478610068217e-14,0.405903830905529,0.345,0.255,5.42584491537261e-10,"2","MAGOH"
3.40109019107529e-17,0.405859318393079,0.449,0.345,8.93738480410764e-13,"2","IRF1"
2.19475107062825e-07,0.405701719390337,0.29,0.236,0.00576736686339691,"2","TLE3"
2.10473639623609e-19,0.40553546900546,0.695,0.606,5.53082630202919e-15,"2","CHD1"
1.12791959666449e-30,0.405213306922334,0.824,0.759,2.96394711611494e-26,"2","STK17B"
3.24494866810511e-18,0.404984348373009,0.431,0.321,8.5270761100466e-14,"2","PHF20L1"
7.38702860528549e-10,0.404842493488005,0.256,0.192,1.94116337689692e-05,"2","TM9SF4"
6.2523445840385e-12,0.404769729868679,0.27,0.195,1.64299110979364e-07,"2","PLCB2"
5.09803361014824e-18,0.404557070429187,0.503,0.397,1.33966127207475e-13,"2","CYB5R4"
1.66455562520212e-18,0.403906864298233,0.445,0.333,4.37411927190613e-14,"2","COX16"
1.22039805654881e-16,0.403899845233572,0.338,0.24,3.20696201299896e-12,"2","SYTL3"
9.77822047066794e-26,0.403628510507415,0.54,0.399,2.56952077528212e-21,"2","BRK1"
2.57263236538607e-10,0.403420372538895,0.298,0.23,6.76036332976151e-06,"2","DNAJC10"
3.76849712206796e-20,0.403187172356687,0.491,0.372,9.90285673737018e-16,"2","DNAJC15"
2.78998451599564e-13,0.40307435009566,0.368,0.283,7.33152131113335e-09,"2","NDUFV3"
2.15431012098738e-17,0.402676156847031,0.457,0.349,5.66109613593063e-13,"2","RBM8A"
4.99859775328209e-68,0.402374881394015,0.993,0.978,1.31353151760747e-63,"2","RPL12"
5.43767130577116e-22,0.402252015270646,0.719,0.629,1.42891126573055e-17,"2","EVI2B"
1.69810018061687e-17,0.402246489944386,0.738,0.66,4.462267654625e-13,"2","KYNU"
1.47051009826132e-12,0.402227768254936,0.3,0.22,3.8642064362111e-08,"2","SNRK"
4.38736109702227e-11,0.402147579416088,0.266,0.196,1.15291074907551e-06,"2","PTAR1"
1.08539030669396e-10,0.401411774618035,0.277,0.207,2.8521886479304e-06,"2","NLN"
3.95292945053663e-10,0.401087914810293,0.268,0.202,1.03875080101202e-05,"2","LTN1"
8.7680880316157e-09,0.40069153946161,0.288,0.226,0.000230407817294797,"2","OIP5-AS1"
4.74448020652148e-13,0.400446343011842,0.315,0.234,1.24675450866971e-08,"2","PLIN3"
6.50596669620104e-16,0.399953357990642,0.374,0.276,1.70963792842771e-11,"2","TMED2"
1.01412531898923e-11,0.399868359796568,0.364,0.284,2.66491851323991e-07,"2","SMIM7"
2.08409769769921e-28,0.399564185703416,0.723,0.596,5.47659193001398e-24,"2","NDUFA13"
1.73012904475386e-11,0.399500003167553,0.351,0.271,4.5464331038042e-07,"2","PIK3CD"
1.30439667304807e-21,0.399443151551251,0.604,0.48,3.42769357743572e-17,"2","COX7A2"
1.99830348832661e-25,0.398939279138895,0.569,0.426,5.25114190662466e-21,"2","COX5A"
2.0875817995571e-10,0.398855963407727,0.384,0.305,5.48574745287615e-06,"2","NLRP1"
1.04559296136276e-61,0.398289399874008,0.97,0.941,2.74760918386905e-57,"2","AIF1"
3.56433923052297e-24,0.397999656373001,0.695,0.584,9.36637062996826e-20,"2","KDM6A"
1.16220527762374e-12,0.397949968056439,0.321,0.24,3.05404302853967e-08,"2","PSMC1"
2.74326451672149e-16,0.397564743029431,0.546,0.448,7.20875049704073e-12,"2","SSBP2"
4.10443206355721e-08,0.397461284794946,0.328,0.265,0.00107856265766156,"2","NDEL1"
4.08240005809463e-14,0.39736295614279,0.403,0.309,1.07277308726611e-09,"2","RIOK3"
1.89121935238856e-15,0.397333274125563,0.408,0.312,4.96974621420666e-11,"2","MTCH1"
6.37041061901178e-14,0.397305127867249,0.435,0.345,1.67401650246391e-09,"2","HTT"
4.03645123431994e-15,0.396642421292867,0.401,0.304,1.06069865535459e-10,"2","MRPL51"
2.2869667051436e-11,0.396379697521651,0.256,0.186,6.00969110777635e-07,"2","COMMD9"
1.14624601929918e-11,0.396225402122831,0.277,0.203,3.01210528951438e-07,"2","SAP30BP"
5.57746075280237e-15,0.39616191579569,0.393,0.299,1.46564513662141e-10,"2","SLC12A6"
2.19719861719841e-15,0.396084665117463,0.355,0.263,5.77379852627397e-11,"2","SLC6A6"
2.74010686398388e-10,0.395954822725998,0.271,0.203,7.20045281717685e-06,"2","LYSMD2"
5.5291020812843e-54,0.395890497357469,0.94,0.87,1.45293744491989e-49,"2","GABARAP"
1.85762066893823e-13,0.395451277289896,0.396,0.307,4.88145559383589e-09,"2","C4orf48"
8.08186285462633e-09,0.394481190790763,0.258,0.198,0.000212375192093871,"2","PLP2"
5.54134254371069e-22,0.394391751016619,0.649,0.536,1.4561539936363e-17,"2","ZNF710"
1.30122093695966e-11,0.394317696510388,0.273,0.2,3.4193483781426e-07,"2","ITPK1"
1.66630879465204e-12,0.394270891170239,0.286,0.208,4.37872625058664e-08,"2","MAP2K2"
8.51423278748444e-10,0.39424806638557,0.42,0.348,2.23737009189516e-05,"2","SLMAP"
3.60858566291776e-33,0.394207492375813,0.805,0.717,9.48264140501528e-29,"2","GNAI2"
4.92890190076737e-16,0.394094322844519,0.384,0.285,1.29521684148365e-11,"2","NDUFAB1"
6.81182791624698e-09,0.394002783539776,0.261,0.2,0.000179001213983138,"2","PRMT1"
6.8135167896507e-20,0.393896480889192,0.527,0.41,1.79045594198441e-15,"2","NOP10"
8.63045584304131e-14,0.392978380220759,0.43,0.337,2.2679111864344e-09,"2","KAT6B"
1.24534493886309e-39,0.392953077194467,0.944,0.921,3.27251743034444e-35,"2","ETV6"
7.97240882686303e-23,0.392849616783163,0.624,0.503,2.09498959152307e-18,"2","ATP5MC3"
7.33388491155839e-15,0.392740398998776,0.462,0.363,1.92719827705931e-10,"2","CEP85L"
1.20309085622515e-11,0.39177666612105,0.31,0.232,3.16148215198844e-07,"2","ZBTB11"
1.41614941465699e-13,0.391760402064087,0.365,0.278,3.72135743183564e-09,"2","SNX30"
1.6253237115198e-23,0.391632870543101,0.731,0.638,4.27102564913174e-19,"2","CCNI"
8.67767914837397e-20,0.391445670261983,0.656,0.567,2.28032052660971e-15,"2","ELF2"
1.58612565323399e-11,0.391392883264268,0.47,0.382,4.16802099156828e-07,"2","YTHDC1"
1.98189491626678e-12,0.391360929531869,0.317,0.237,5.20802346096583e-08,"2","MRPS34"
1.6739064630305e-12,0.391313532261568,0.371,0.287,4.39869140355156e-08,"2","WDR11"
2.18887397332155e-18,0.391169446596905,0.539,0.424,5.75192302709437e-14,"2","PSEN1"
1.70110907692519e-18,0.391039161409304,0.43,0.319,4.47017443234402e-14,"2","ERICH1"
1.74657467742953e-10,0.390878190532739,0.294,0.224,4.58964893734931e-06,"2","ZNF655"
6.28542289104147e-19,0.390855167332793,0.495,0.378,1.65168342730788e-14,"2","SNRPG"
1.0624109348984e-19,0.390396323320634,0.518,0.402,2.79180345472602e-15,"2","C19orf53"
5.80403290294813e-16,0.390049181147337,0.577,0.483,1.52518376623671e-11,"2","EIF1AX"
