"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.1571231670537e-190,1.43433888748898,0.603,0.314,3.04068825838371e-186,"0","SLC8A1-AS1"
2.01424973348464e-205,1.42945630308019,0.574,0.264,5.29304544965093e-201,"0","AC079793.1"
3.52937359935898e-124,1.426769974163,0.357,0.146,9.27448794439552e-120,"0","COX10-AS1"
2.11300403082041e-167,1.41340605226611,0.517,0.244,5.55255199218987e-163,"0","SOCS6"
2.93171529057227e-112,1.40459958689908,0.419,0.209,7.70396144056581e-108,"0","CX3CR1"
2.67243415425526e-162,1.39928361452615,0.525,0.259,7.02262247055198e-158,"0","GPR155"
2.11309443780492e-147,1.39670495180354,0.41,0.169,5.55278956366377e-143,"0","SLC27A4"
4.1803256154562e-189,1.37277238898212,0.496,0.208,1.09850596522958e-184,"0","LINC00278"
1.06395160163231e-174,1.36634467071445,0.509,0.227,2.79585201876939e-170,"0","NCK1-DT"
2.89731950778449e-168,1.35088873243794,0.806,0.606,7.6135762025561e-164,"0","APOC1"
3.44075233732969e-103,1.34082148580272,0.294,0.116,9.04160899203497e-99,"0","PLD4"
5.0536402657864e-96,1.33700538238661,0.318,0.138,1.32799558904335e-91,"0","HTR7"
1.18704561764854e-122,1.3363886427661,0.398,0.178,3.11931847405684e-118,"0","LINC01374"
1.75955505830484e-240,1.3322789605061,0.811,0.535,4.62375878221345e-236,"0","KCNMA1"
1.36854583381976e-255,1.31901729832522,0.782,0.474,3.59626474211157e-251,"0","A2M"
1.44948698021248e-98,1.31364049266878,0.337,0.15,3.80896188660235e-94,"0","CHSY3"
3.22048683353251e-106,1.29234918101751,0.336,0.144,8.46279530115674e-102,"0","PLAAT3"
1.88681588990637e-106,1.28597155751732,0.369,0.167,4.95817479549597e-102,"0","PLAAT4"
0,1.27572114091688,0.99,0.892,0,"0","HLA-DQA1"
4.95495619410779e-148,1.26458956642947,0.7,0.486,1.30206338868765e-143,"0","CALHM6"
0,1.26326282597071,0.985,0.92,0,"0","HLA-DQB1"
2.32495395603957e-96,1.26163175020983,0.291,0.117,6.10951400568079e-92,"0","SYT17"
7.45080904372661e-168,1.25923028742029,0.589,0.304,1.95792360051048e-163,"0","PCNX2"
5.23597326085577e-75,1.25541746360907,0.253,0.108,1.37590905348768e-70,"0","OLFML3"
1.65009226854774e-263,1.23562487742715,0.938,0.789,4.33611246328975e-259,"0","C1QC"
1.7155047427007e-104,1.23276731016501,0.344,0.15,4.5080033628689e-100,"0","HLA-DQB2"
1.02343050458386e-79,1.22568168159993,0.385,0.206,2.68937067994547e-75,"0","WARS"
4.0964370141597e-98,1.20920338551186,0.284,0.112,1.07646171858089e-93,"0","ALDH1A1"
1.45280560474019e-75,1.19805185085305,0.287,0.132,3.81768256813627e-71,"0","BTN2A2"
0,1.19550267917771,0.997,0.976,0,"0","HLA-DPA1"
1.36256864970236e-235,1.18562631239982,0.815,0.527,3.58055789768787e-231,"0","ADAM28"
1.07461367103563e-119,1.18519491345375,0.462,0.232,2.82386980474743e-115,"0","PALD1"
2.04858709807585e-77,1.17018026802066,0.286,0.129,5.38327717632371e-73,"0","CD38"
4.67029455206679e-114,1.16937970333722,0.552,0.323,1.22726000239211e-109,"0","ZDHHC14"
3.86724619413709e-69,1.16776891139755,0.274,0.128,1.01623495489534e-64,"0","SHOC1"
4.3994715705361e-195,1.16286320502664,0.852,0.667,1.15609313930548e-190,"0","TFEC"
2.45030924482365e-95,1.16031089115283,0.35,0.16,6.43892263354759e-91,"0","USP9Y"
1.58745461029926e-121,1.15802275117804,0.494,0.258,4.17151322494439e-117,"0","SAMD9L"
0,1.14078221017973,0.999,0.995,0,"0","HLA-DRA"
1.13732988061679e-61,1.12946148414354,0.25,0.117,2.9886754602848e-57,"0","ELMO1-AS1"
1.66345468447133e-77,1.12890233431392,0.319,0.154,4.37122621985376e-73,"0","FCGR1B"
2.4462287338255e-100,1.11907126651416,0.36,0.162,6.42819986674664e-96,"0","MRC2"
1.87366790521762e-66,1.10939306984307,0.252,0.114,4.92362452133087e-62,"0","AC009690.2"
1.49694467973379e-92,1.10511414114977,0.414,0.217,3.93367122940446e-88,"0","CCDC112"
4.70413530535433e-155,1.099932740594,0.683,0.426,1.23615267554101e-150,"0","LRRK1"
5.87448926994999e-59,1.09406416234879,0.287,0.147,1.54369829035746e-54,"0","MEF2C-AS1"
6.22587074362245e-163,1.09225678474111,0.76,0.513,1.63603431400911e-158,"0","JAK2"
6.2542820426319e-153,1.08360072265933,0.9,0.75,1.64350023516281e-148,"0","APOE"
6.1244806100539e-133,1.08354204042512,0.471,0.217,1.60939101470996e-128,"0","CLEC12A"
2.08172731713772e-71,1.08138146186125,0.323,0.163,5.47036304397449e-67,"0","TSPAN33"
1.52709196730491e-104,1.07254726375471,0.417,0.203,4.01289227168385e-100,"0","HLA-DOA"
2.91756398268475e-75,1.0706677005713,0.335,0.167,7.66677463369898e-71,"0","TPD52"
1.827042127428e-219,1.06704817534108,0.891,0.703,4.80110130245531e-215,"0","DLEU1"
9.1026259300949e-77,1.06446485918168,0.282,0.125,2.39198804191034e-72,"0","ADGRG6"
1.32337492050901e-85,1.0633995644227,0.41,0.219,3.47756461611359e-81,"0","AC010894.3"
5.00373026762209e-112,1.06307760254381,0.55,0.315,1.31488023972573e-107,"0","PLA2G4A"
1.10669529950466e-65,1.06297432706516,0.278,0.133,2.90817390803835e-61,"0","INSYN2B"
2.17779291473821e-72,1.06127274573175,0.319,0.157,5.72280422134906e-68,"0","AC131568.1"
2.33982028802727e-81,1.05641827617341,0.376,0.193,6.14857975287806e-77,"0","MIR99AHG"
2.51258391939535e-82,1.04884244361312,0.416,0.226,6.60256802338711e-78,"0","ABCC4"
5.4836849054296e-112,1.03915697590644,0.491,0.256,1.44100271944879e-107,"0","BLNK"
2.62102514112232e-99,1.03821413903645,0.547,0.336,6.88752986584123e-95,"0","FCGR1A"
2.86842864932701e-63,1.03806662269761,0.291,0.146,7.53765680470151e-59,"0","POLB"
1.00014946485681e-87,1.0290949680081,0.425,0.226,2.62819276375073e-83,"0","AC068587.4"
2.11959383191665e-141,1.02824885236568,0.625,0.36,5.56986867151058e-137,"0","GPR65"
1.16592479498034e-96,1.02600368478006,0.45,0.238,3.06381717624934e-92,"0","SRGAP3"
7.42921884791649e-153,1.02496247109457,0.735,0.507,1.9522501288555e-148,"0","TNFSF13B"
1.88575773978384e-43,1.01597503457205,0.31,0.186,4.95539418860397e-39,"0","STX17-AS1"
4.00600527997654e-113,1.01354176717763,0.502,0.266,1.05269806747223e-108,"0","RPS4Y1"
4.6961286068664e-153,1.01328741729211,0.697,0.422,1.23404867531235e-148,"0","ARHGAP25"
2.4035131723433e-147,1.01164877539296,0.65,0.371,6.31595191428372e-143,"0","FAM135A"
7.60538151118294e-100,1.0093229457966,0.475,0.253,1.99854215350865e-95,"0","KCNQ3"
1.22723950254225e-73,1.00647955654357,0.348,0.179,3.22493996478053e-69,"0","PARP11"
9.80208444074837e-97,1.00623428177148,0.52,0.304,2.57579174933986e-92,"0","SAMD4A"
1.77862946428364e-272,1.00263485726936,1,0.989,4.67388250624456e-268,"0","HLA-DRB1"
4.12108573856557e-96,1.00128623085054,0.465,0.251,1.08293891038026e-91,"0","IL15"
1.88404600391612e-64,0.99803093997044,0.334,0.177,4.95089608909079e-60,"0","GAPT"
1.07864397880753e-67,0.990488028924529,0.365,0.2,2.83446064751043e-63,"0","NUP160"
1.64296171630032e-137,0.986107077729641,0.733,0.508,4.31737479809399e-133,"0","LPCAT2"
3.9366359340944e-100,0.96751016295729,0.535,0.316,1.03446919076133e-95,"0","TBC1D2B"
4.67871350062619e-74,0.966127061192541,0.456,0.274,1.22947233369455e-69,"0","TTC33"
2.70763867539063e-76,0.960540156529581,0.393,0.211,7.11513291119151e-72,"0","HECTD2"
2.37705885951891e-100,0.956605080308534,0.561,0.344,6.24643527104379e-96,"0","PSMB9"
4.79329490236133e-126,0.956231596256643,0.646,0.403,1.25958203444251e-121,"0","PAK1"
8.64797449974462e-97,0.952123704264449,0.554,0.335,2.27251473904289e-92,"0","CARMIL1"
6.66654311207195e-200,0.9507929410647,0.865,0.648,1.75183419899027e-195,"0","MGAT4A"
1.38056413595194e-57,0.945946278840849,0.297,0.154,3.62784643645452e-53,"0","LINC02256"
5.81394193828848e-80,0.945640024404511,0.417,0.227,1.52778766254345e-75,"0","LRMP"
2.43170851284227e-126,0.942894110674384,0.696,0.467,6.39004363004692e-122,"0","GSAP"
8.24026770393796e-64,0.941364896801401,0.469,0.301,2.16537754724082e-59,"0","ABCC5"
1.51583039500234e-250,0.939470806936837,0.995,0.967,3.98329911198716e-246,"0","HLA-DPB1"
3.12692267459765e-42,0.934694405647902,0.254,0.14,8.21692740430771e-38,"0","TAP1"
3.3923157067664e-59,0.93074805364133,0.336,0.184,8.91432721424075e-55,"0","PAQR3"
4.23993339710531e-92,0.928288737877627,0.515,0.304,1.11416969809133e-87,"0","C1orf54"
7.73422314794569e-114,0.922345521405762,0.611,0.366,2.03239915881717e-109,"0","ENTPD1-AS1"
8.41058005421076e-91,0.920662457482853,0.572,0.36,2.2101322266455e-86,"0","VRK2"
7.76453740765892e-118,0.918817095768283,0.619,0.381,2.04036513998461e-113,"0","LNCAROD"
6.32097156845013e-43,0.916467760809339,0.257,0.142,1.66102490875733e-38,"0","DIPK1A"
1.58015442501251e-51,0.912792971587006,0.296,0.161,4.15232979804789e-47,"0","SLC46A3"
8.83685902790193e-52,0.912655675358266,0.476,0.325,2.32214981535207e-47,"0","CD69"
1.35254359352694e-64,0.910069088441511,0.284,0.136,3.55421405507008e-60,"0","SETBP1"
1.27577349191636e-57,0.908837879134676,0.314,0.168,3.35247758205782e-53,"0","TLR7"
1.02957251871223e-208,0.907182322437908,0.988,0.979,2.705510664672e-204,"0","HLA-B"
4.37242902073384e-95,0.903543225263563,0.532,0.313,1.14898689806844e-90,"0","PCED1B"
5.58805953631882e-51,0.903398308421452,0.296,0.161,1.46843028495386e-46,"0","FAM110B"
6.81281494443626e-108,0.900939275971502,0.635,0.404,1.79027151109896e-103,"0","ALPK1"
2.709936668474e-93,0.89609345098774,0.551,0.334,7.12117157741597e-89,"0","NCK1"
1.25556853693972e-55,0.887568158971634,0.312,0.169,3.29938300137019e-51,"0","TCHP"
2.70443094601514e-96,0.886472365214695,0.567,0.353,7.10670363993857e-92,"0","GBP2"
7.02466992083061e-90,0.878557123084601,0.467,0.252,1.84594276179587e-85,"0","UTY"
1.59964371713035e-48,0.877039097559271,0.337,0.196,4.20354375987514e-44,"0","AC243829.4"
1.44978955259726e-40,0.86669434304576,0.276,0.158,3.80975698631509e-36,"0","TLR5"
5.65959220790326e-65,0.865031693254558,0.372,0.205,1.48722764039282e-60,"0","UHRF1BP1"
6.03790110567658e-60,0.863967803827248,0.349,0.193,1.58663965254969e-55,"0","AKAP7"
5.65117098887965e-118,0.861224205940755,0.699,0.471,1.4850147124578e-113,"0","EPSTI1"
4.71451351790217e-199,0.85995969144535,0.919,0.731,1.23887986223433e-194,"0","FRMD4A"
7.20094370090439e-107,0.857397645395828,0.625,0.386,1.89226398572366e-102,"0","L3MBTL4"
1.77780607710341e-63,0.856220969969453,0.461,0.289,4.67171880941234e-59,"0","PPA1"
5.12024857441954e-92,0.85294155859538,0.575,0.355,1.34549892038597e-87,"0","SP110"
2.00707197329872e-145,0.852726302396148,0.81,0.59,5.27418373143439e-141,"0","CIITA"
5.05333739284125e-60,0.848466405926243,0.386,0.222,1.32791600009082e-55,"0","DAPP1"
1.05836887086342e-79,0.84712354787513,0.538,0.341,2.7811817188549e-75,"0","CUL1"
1.90859326162809e-94,0.846789403319376,0.654,0.452,5.01540137290629e-90,"0","FAM168A"
1.57033475051808e-55,0.846429365292807,0.354,0.201,4.12652565741141e-51,"0","TRANK1"
2.0544201794356e-57,0.844391416156729,0.365,0.209,5.39860534752088e-53,"0","OFD1"
1.50727942207995e-87,0.837750320787431,0.774,0.625,3.9608288653417e-83,"0","JAZF1"
4.22110733101268e-172,0.83745168288611,0.926,0.762,1.10922258444351e-167,"0","SFMBT2"
8.45217820862865e-69,0.832225442659542,0.547,0.366,2.22106338966344e-64,"0","ANKUB1"
1.21223767889925e-42,0.831606115579273,0.319,0.191,3.18551817261145e-38,"0","SFMBT1"
1.64508137802636e-86,0.831379038973846,0.641,0.433,4.32294484517768e-82,"0","P2RY13"
8.00529604713766e-123,0.82903644471841,0.797,0.604,2.10363169526683e-118,"0","ST6GAL1"
4.20593038570106e-76,0.82408133426122,0.491,0.293,1.10523438675453e-71,"0","PRKN"
1.82737168183928e-44,0.823429972448909,0.301,0.173,4.80196730553726e-40,"0","IRF9"
2.04937469403013e-181,0.822320559925158,0.937,0.78,5.38534682097237e-177,"0","AOAH"
1.56139115459196e-87,0.821924363447286,0.545,0.329,4.10302367603675e-83,"0","FMNL3"
3.60300239808719e-37,0.820602963733526,0.295,0.179,9.46796970169352e-33,"0","NAALADL2"
7.46008370634291e-70,0.817740670295628,0.47,0.286,1.96036079635279e-65,"0","HLA-F"
3.04735364661065e-180,0.809833456318496,0.94,0.786,8.00783591256346e-176,"0","C1QB"
1.02620238900466e-62,0.807815784867885,0.43,0.26,2.69665463782646e-58,"0","DPYD-AS1"
2.43723610104264e-172,0.806729959867541,0.917,0.731,6.40456902631985e-168,"0","MARCH1"
1.44240183835928e-233,0.801706209961249,0.979,0.904,3.79034355084052e-229,"0","FYB1"
5.05248399046191e-67,0.799718932554149,0.47,0.291,1.32769174301358e-62,"0","SCPEP1"
9.97673329105291e-55,0.798227653630722,0.395,0.237,2.62168597422288e-50,"0","AC005670.3"
4.23946925126682e-36,0.798021903698134,0.361,0.236,1.1140477298479e-31,"0","IFIT2"
4.19758643586051e-44,0.796840767764838,0.339,0.207,1.10304176361543e-39,"0","SVBP"
1.3201820886946e-68,0.796165577570825,0.464,0.279,3.46917449267166e-64,"0","RGS18"
3.99521189928904e-51,0.79588231368726,0.489,0.333,1.04986178289518e-46,"0","HIVEP3"
5.61858475681667e-43,0.795868027708845,0.299,0.173,1.47645170239629e-38,"0","FTCDNL1"
5.56826703081498e-44,0.795642057081937,0.336,0.201,1.46322921035756e-39,"0","AC009313.1"
3.47700827049738e-41,0.795569657397893,0.28,0.16,9.136882333213e-37,"0","OAS1"
4.70658760388326e-150,0.794510009953599,0.945,0.82,1.23679709054844e-145,"0","FMNL2"
1.36025757452595e-45,0.794291856331003,0.335,0.199,3.57448485433928e-41,"0","PALM2-AKAP2"
1.64337629038825e-103,0.794022448646149,0.513,0.272,4.31846421588224e-99,"0","AXL"
9.46514583995764e-47,0.793358381178047,0.398,0.253,2.48725102382407e-42,"0","VAMP5"
3.90375714311608e-32,0.793215711519512,0.267,0.164,1.02582930206804e-27,"0","LY75"
9.6241340493434e-30,0.793117830452833,0.273,0.172,2.52902994548646e-25,"0","EYA2"
4.0555136110913e-41,0.788652982273925,0.314,0.188,1.06570786672257e-36,"0","TMLHE"
9.26179832669628e-41,0.785260109538448,0.267,0.15,2.43381536428925e-36,"0","LOXL3"
4.47231999426154e-86,0.782073701409609,0.578,0.37,1.17523624809205e-81,"0","ALDH2"
3.4056362951529e-40,0.779853020503323,0.268,0.151,8.9493310564028e-36,"0","BTN3A2"
1.24073038401413e-84,0.779097816189774,0.781,0.644,3.26039130311234e-80,"0","EPB41L2"
3.08443700192346e-75,0.777993395627569,0.53,0.329,8.10528355365447e-71,"0","MS4A4E"
4.5625362220709e-56,0.775999918811302,0.402,0.24,1.19894326843579e-51,"0","SGPP1"
3.80841080954062e-39,0.77470947728119,0.312,0.19,1.00077419253108e-34,"0","ZNF791"
3.40191531990152e-80,0.771082024030924,0.497,0.289,8.93955307763722e-76,"0","MVB12B"
6.80009945329293e-63,0.771081261507319,0.439,0.261,1.78693013433632e-58,"0","ATP10D"
7.08845148233568e-83,0.770790584089872,0.566,0.356,1.86270328052817e-78,"0","TRPM2"
9.96544534072284e-41,0.770399229527438,0.314,0.189,2.61871972663515e-36,"0","DNASE2"
3.94978366605484e-68,0.766508520392114,0.486,0.296,1.03792415176589e-63,"0","MFSD14C"
6.57926697523905e-44,0.764926575252367,0.425,0.282,1.72889977575332e-39,"0","PSTPIP2"
1.96609999456176e-42,0.764800731387413,0.301,0.174,5.1665175657094e-38,"0","AC006230.1"
2.02238776380348e-39,0.764714440637887,0.309,0.186,5.31443056572278e-35,"0","PRH1"
4.85337340285716e-40,0.763620789011206,0.311,0.188,1.27536946280281e-35,"0","LYSMD2"
1.15593913364511e-40,0.760941285653314,0.293,0.171,3.03757685539263e-36,"0","HMGA1P4"
4.48463676995834e-61,0.759738709950165,0.505,0.33,1.17847285040965e-56,"0","MYOF"
4.07166827961526e-41,0.759734698876258,0.299,0.175,1.0699529905173e-36,"0","LINC02391"
3.33872274040777e-42,0.754282374045621,0.309,0.182,8.77349561724353e-38,"0","AC245297.3"
5.00219163283672e-52,0.752635941294485,0.341,0.193,1.31447591727683e-47,"0","PTPRO"
1.02824914125675e-91,0.751905210511059,0.608,0.378,2.7020330933945e-87,"0","ADA2"
3.13450789026179e-39,0.751326277188503,0.295,0.174,8.23685983402992e-35,"0","WNT2B"
1.88725781712082e-69,0.75050653185813,0.529,0.338,4.95933609183008e-65,"0","ATR"
4.384220953663e-58,0.748033058742921,0.438,0.27,1.15208558220356e-53,"0","HSPBAP1"
8.51029115771967e-49,0.745317992810477,0.348,0.204,2.23633431042557e-44,"0","HVCN1"
2.21544203642853e-64,0.745178841030443,0.554,0.381,5.8217385833269e-60,"0","RAB32"
3.78413480841796e-69,0.741913880912192,0.619,0.454,9.94394944956073e-65,"0","ARL5A"
1.73808252904913e-96,0.740418758134619,0.796,0.646,4.56733326983529e-92,"0","FCGR3A"
2.91482926543445e-160,0.738580891320661,0.957,0.865,7.65958834370866e-156,"0","MEF2C"
4.87503030119704e-74,0.737013467200352,0.361,0.183,1.28106046254856e-69,"0","SDC3"
8.20943119963467e-51,0.735633632137686,0.464,0.306,2.15727433064e-46,"0","ARHGAP17"
2.61828634449003e-140,0.733990740625391,0.915,0.81,6.8803328560509e-136,"0","HLA-DMA"
5.32579970002504e-54,0.731460313764604,0.4,0.242,1.39951364517258e-49,"0","TRIM14"
1.77406830164137e-62,0.731110518523906,0.522,0.341,4.66189668305319e-58,"0","LYPLAL1"
1.96772224815341e-67,0.730793522184182,0.511,0.322,5.17078052369753e-63,"0","PLAGL1"
3.49104967472857e-57,0.730453367102358,0.47,0.303,9.17378033525173e-53,"0","RNASEH2B"
5.18673636956946e-31,0.7297222754794,0.258,0.156,1.36297058319546e-26,"0","ZNF302"
2.53244373215097e-48,0.728971080204931,0.385,0.236,6.65475563934631e-44,"0","DOP1A"
3.37458746116329e-57,0.728751245649984,0.455,0.285,8.86774093044489e-53,"0","ATG4C"
6.77906833324395e-35,0.728175176887368,0.316,0.199,1.78140357660984e-30,"0","LINC01473"
1.90896993799149e-75,0.726578982192764,0.618,0.427,5.01639120305405e-71,"0","PTGER4"
7.79142189138678e-41,0.725516642788299,0.33,0.2,2.04742984461862e-36,"0","LINC02245"
8.841005300796e-73,0.725402653391673,0.499,0.298,2.32323937294317e-68,"0","CD48"
3.57134726917083e-107,0.725316524138996,0.751,0.543,9.3847863539271e-103,"0","CD302"
2.63729067376792e-81,0.724869283233222,0.671,0.481,6.93027243252733e-77,"0","RASSF4"
4.36383437723489e-142,0.724687343490852,0.875,0.742,1.14672839764978e-137,"0","RGS10"
1.95094222440726e-75,0.72404769055727,0.7,0.532,5.12668597729739e-71,"0","LAP3"
1.20163370595572e-33,0.718977614330866,0.261,0.155,3.15765305251043e-29,"0","C12orf4"
4.12463881216084e-61,0.71866907115108,0.388,0.219,1.08387258705963e-56,"0","P3H2"
1.39312301037277e-53,0.717651363687833,0.49,0.328,3.66084864665755e-49,"0","CRLF3"
1.86670981529541e-35,0.717619297666547,0.356,0.236,4.90534005263327e-31,"0","DPH6"
2.89690878522936e-129,0.714427849526957,0.941,0.843,7.6124969058257e-125,"0","UBE2E2"
3.43930472472731e-66,0.712180600911655,0.573,0.391,9.03780495563842e-62,"0","OTULINL"
4.2401876266907e-35,0.711368481860228,0.305,0.188,1.11423650454178e-30,"0","CEBPA"
7.26382944993573e-73,0.70755072914088,0.554,0.349,1.90878910285411e-68,"0","RCSD1"
2.760831060964e-42,0.706753553836823,0.394,0.254,7.25491186200121e-38,"0","NUBPL"
9.12414896274408e-39,0.705832958227489,0.321,0.196,2.39764386442989e-34,"0","SH3RF3"
2.04749711098378e-41,0.705315621537338,0.354,0.221,5.38041290824318e-37,"0","HPS3"
1.07732594820713e-91,0.704077738089495,0.725,0.532,2.83099712669869e-87,"0","VOPP1"
9.59463909569848e-159,0.703239995523282,0.959,0.837,2.52127926156765e-154,"0","C1QA"
8.43736646841806e-133,0.700907134907085,0.897,0.762,2.2171711605709e-128,"0","APBB1IP"
5.88102601071786e-52,0.70081127234077,0.383,0.226,1.54541601509644e-47,"0","SCML1"
2.37381015690463e-65,0.698799318639719,0.706,0.555,6.23789833031399e-61,"0","RTN1"
5.74220799739167e-102,0.698104364105768,0.746,0.531,1.50893741755458e-97,"0","DST"
8.52861188124873e-42,0.695867693014515,0.399,0.262,2.24114863015454e-37,"0","SMCO4"
5.88921722333882e-313,0.695393367366065,1,0.996,1.54756850194897e-308,"0","CD74"
9.29955215361654e-139,0.69297637427458,0.863,0.678,2.44373631492735e-134,"0","HLA-DMB"
3.1052894446285e-54,0.692095715252197,0.419,0.256,8.16007960259476e-50,"0","AKR1B1"
1.41027664880015e-34,0.690355569696647,0.323,0.205,3.70592497771703e-30,"0","ABHD15-AS1"
8.15584286779944e-35,0.690279761113369,0.293,0.177,2.14319238880034e-30,"0","AC027097.2"
4.83455626349823e-158,0.689232897361936,0.964,0.876,1.27042469492207e-153,"0","ARHGAP15"
1.13991767665122e-25,0.688395771421167,0.265,0.171,2.99547567070409e-21,"0","HIST1H4C"
3.80607824365658e-70,0.684178402798786,0.647,0.468,1.00016124086808e-65,"0","ZNF804A"
1.4058633144592e-74,0.682115774909036,0.614,0.419,3.69432761773587e-70,"0","GIMAP4"
1.08150543302553e-52,0.681658438179956,0.471,0.309,2.84197997690449e-48,"0","ME1"
7.53429376646071e-33,0.677796881362135,0.266,0.159,1.97986171595054e-28,"0","AC079781.5"
3.47220069146958e-35,0.677769399302321,0.269,0.162,9.12424897704375e-31,"0","RTTN"
1.41481624880625e-44,0.677643611019601,0.427,0.282,3.71785413861306e-40,"0","SFT2D2"
5.0962671779244e-110,0.677247685876547,0.845,0.654,1.33919708901497e-105,"0","MNDA"
1.49037843513573e-66,0.676753342987311,0.607,0.429,3.91641645184968e-62,"0","MAX"
1.5499917601655e-68,0.67521606796993,0.608,0.413,4.0730683473629e-64,"0","KLHL5"
3.04463290200904e-29,0.673290024849306,0.256,0.157,8.00068633989935e-25,"0","AC008771.1"
2.29794573152826e-25,0.673102028172523,0.25,0.158,6.03854179330996e-21,"0","TMEM173"
5.01875447685809e-39,0.672475857237539,0.365,0.232,1.31882830142877e-34,"0","APOL6"
1.08957680933102e-185,0.671339473942069,0.979,0.909,2.86318993956006e-181,"0","MARCKS"
2.8187080967882e-37,0.670478468546282,0.332,0.208,7.40700113674004e-33,"0","ZNF846"
4.08401694591492e-34,0.669312842692384,0.3,0.186,1.07319797304752e-29,"0","ZNF490"
2.28179195130362e-35,0.666918331310199,0.322,0.202,5.99609288963567e-31,"0","GIMAP1"
4.28123592608424e-52,0.665807487144472,0.484,0.317,1.12502317665642e-47,"0","TRIM22"
4.44701409990987e-99,0.665716267547987,0.866,0.693,1.16858636517432e-94,"0","AC022217.3"
9.14043198117558e-37,0.664666610112155,0.299,0.179,2.40192271601332e-32,"0","C5orf56"
8.94334399240502e-57,0.663548140271185,0.383,0.218,2.35013193432419e-52,"0","IFI44L"
3.36969992181324e-50,0.662856362534136,0.592,0.445,8.85489745454082e-46,"0","PSME2"
6.49751884254158e-29,0.662535815504048,0.271,0.169,1.70741800144308e-24,"0","ZBTB46"
5.97510239474291e-243,0.661764584622652,1,1,1.57013740729054e-238,"0","B2M"
2.61731496610654e-28,0.659804260352325,0.27,0.171,6.87778026793477e-24,"0","SETDB1"
1.4945085911663e-27,0.658584685513649,0.27,0.17,3.92726967586681e-23,"0","AC023424.3"
1.23503263857874e-147,0.657012999372777,0.99,0.958,3.24541876765722e-143,"0","SLC8A1"
1.63221364472076e-41,0.653034408749268,0.36,0.224,4.2891310155972e-37,"0","AC011933.4"
8.68279523175837e-79,0.650275683981735,0.708,0.518,2.28166493100146e-74,"0","PLXNC1"
9.11116601722956e-33,0.64980618079278,0.306,0.192,2.39423220600758e-28,"0","AC090559.1"
1.99534662996939e-67,0.64935008167459,0.656,0.478,5.24337187423357e-63,"0","GNB4"
7.99202994355313e-83,0.648261162215929,0.802,0.643,2.10014562856689e-78,"0","CSF2RA"
1.65464390671572e-27,0.645501803015069,0.275,0.176,4.34807325806757e-23,"0","ANKMY1"
4.26881008988332e-38,0.645122894269388,0.354,0.224,1.12175791541954e-33,"0","NHLRC3"
4.49348247007298e-42,0.644987664851761,0.457,0.313,1.18079732348578e-37,"0","LILRB4"
