"pathway","pval","padj","log2err","ES","NES","size","cluster"
"HALLMARK_XENOBIOTIC_METABOLISM",0.223577235772358,0.376059050064185,0.102821842840815,-0.41619505782572,-1.1832991329746,30,"1"
"HALLMARK_ADIPOGENESIS",0.246575342465753,0.657602505694761,0.0919686140000427,-0.478445495983252,-1.19668708870785,17,"2"
"HALLMARK_ALLOGRAFT_REJECTION",0.27972027972028,0.657602505694761,0.224966093540314,0.277552411098903,1.07916592870513,36,"2"
"HALLMARK_ANDROGEN_RESPONSE",0.147713950762016,0.657602505694761,0.120433371642259,-0.461516998213119,-1.26908520561122,28,"2"
"HALLMARK_APICAL_JUNCTION",0.174346201743462,0.657602505694761,0.11331290842208,-0.505820198711225,-1.26515665020818,17,"2"
"HALLMARK_APOPTOSIS",0.608893956670468,0.759152119700748,0.0426733861156084,-0.309838162429206,-0.913537847601144,43,"2"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.239802224969098,0.657602505694761,0.0931454575337804,-0.468080474483407,-1.2012495453721,20,"2"
"HALLMARK_COAGULATION",0.00305235834227343,0.0946231086104763,0.431707695803346,-0.636080579014672,-1.66599425268999,22,"2"
"HALLMARK_COMPLEMENT",0.329885057471264,0.657602505694761,0.072003313661988,-0.374711450112027,-1.10039010197687,42,"2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0966239813736903,0.657602505694761,0.152144922367565,-0.462528774210793,-1.31909658486721,36,"2"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.280846063454759,0.657602505694761,0.0815265143256594,-0.405956158563105,-1.13432728583373,32,"2"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.569753810082063,0.759152119700748,0.0469758727821845,-0.343047068212795,-0.943315112515361,28,"2"
"HALLMARK_FATTY_ACID_METABOLISM",0.757725587144623,0.835955056179775,0.0363018462359236,-0.310428828355629,-0.796663200583496,20,"2"
"HALLMARK_G2M_CHECKPOINT",0.859102244389027,0.859102244389027,0.0307037368093842,-0.282044673104823,-0.709746723237364,18,"2"
"HALLMARK_GLYCOLYSIS",0.751465416178195,0.835955056179775,0.0341946045318573,-0.300221505457468,-0.825552845198692,28,"2"
"HALLMARK_HEME_METABOLISM",0.736907730673317,0.835955056179775,0.0380056241581377,-0.321044785759508,-0.807887921430683,18,"2"
"HALLMARK_HYPOXIA",0.420591456736035,0.691800507185123,0.0578529757032509,-0.339180552574116,-1.04469946997359,58,"2"
"HALLMARK_IL2_STAT5_SIGNALING",0.339407744874715,0.657602505694761,0.070113215764256,-0.367603478732094,-1.09311207269278,47,"2"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.789976133651551,0.835955056179775,0.0326513265618535,-0.288817932916677,-0.773881470602681,24,"2"
