"pathway","pval","padj","log2err","ES","NES","size","cluster"
"MEL18_DN.V1_DN",0.205450733752621,0.46686517783292,0.13880510939114,0.363609544323408,1.17090370136079,31,"6"
"MEL18_DN.V1_UP",0.0213922150031128,0.133215157064839,0.352487857583619,-0.539107911017657,-1.63480553315206,24,"6"
"MTOR_UP.N4.V1_UP",0.335174953959484,0.595506715506716,0.096887770327544,-0.344991799615019,-1.07016636395151,26,"6"
"MTOR_UP.V1_DN",0.330223880597015,0.595271995286724,0.0985499803531691,-0.394288169377506,-1.09496490809136,16,"6"
"MTOR_UP.V1_UP",0.577680525164114,0.775904234779251,0.0762797180809272,0.315163786138468,0.914787360788426,22,"6"
"MYC_UP.V1_DN",0.572354211663067,0.775904234779251,0.0760837160951725,0.331456197714908,0.915668291808553,17,"6"
"NFE2L2.V2",0.453510436432638,0.656480754124116,0.0815265143256594,-0.30860607115044,-1.00632087275111,35,"6"
"NOTCH_DN.V1_DN",0.385321100917431,0.613825474717303,0.0886261133285098,-0.346185127441506,-1.04327447890036,21,"6"
"P53_DN.V1_DN",0.0107455695117822,0.0981428682076109,0.380730400722792,-0.502474388080717,-1.6589293860625,38,"6"
"P53_DN.V1_UP",0.0498399728938813,0.195087893898907,0.321775918075361,-0.526291001866803,-1.54565966449114,19,"6"
"P53_DN.V2_UP",0.173507462686567,0.448500422416221,0.142901149386948,-0.444059136739466,-1.23318224996379,16,"6"
"PDGF_ERK_DN.V1_DN",0.968807339449541,0.996209656428943,0.0431901998334182,-0.19888178913738,-0.599356467039822,21,"6"
"PDGF_UP.V1_DN",0.377682403433476,0.613825474717303,0.0988903007520636,0.390072562232202,1.06332108342275,16,"6"
"PDGF_UP.V1_UP",0.872693726937269,0.941409768428393,0.0482149710025564,-0.245482542479435,-0.706472958179705,18,"6"
"PGF_UP.V1_DN",0.35621521335807,0.610018552875696,0.0937465422491719,-0.378386364650155,-1.07361899164229,17,"6"
"PGF_UP.V1_UP",0.203296703296703,0.46686517783292,0.129442887745046,-0.402383256803685,-1.18175603896311,19,"6"
"PKCA_DN.V1_DN",0.350649350649351,0.608088114417228,0.0946646223153342,-0.396093556800143,-1.07943711701575,15,"6"
"PRC1_BMI_UP.V1_UP",0.445652173913043,0.656480754124116,0.0899860794997137,0.338101926723532,1.01471826837489,24,"6"
"PRC2_EED_DN.V1_DN",0.0532748398557369,0.197260893519891,0.321775918075361,0.532870146830432,1.49005671461908,18,"6"
"PRC2_EED_DN.V1_UP",0.636942675159236,0.797527910685805,0.0697792517076235,0.297241911923269,0.884407352602099,23,"6"
"PRC2_EZH2_UP.V1_DN",0.203862660944206,0.46686517783292,0.141225119642531,0.462149248347394,1.25979904006484,16,"6"
"PRC2_EZH2_UP.V1_UP",0.212727272727273,0.46686517783292,0.12563992130984,-0.384113231722093,-1.18178259107386,25,"6"
"PRC2_SUZ12_UP.V1_UP",0.587686567164179,0.781680191276627,0.0673623868166279,-0.323392690562891,-0.898083369477365,16,"6"
"PTEN_DN.V1_UP",0.309012875536481,0.572091404709431,0.11146266692298,0.417967418328634,1.13936126537413,16,"6"
"PTEN_DN.V2_UP",0.0265212601665983,0.139746640108614,0.352487857583619,-0.522966206412621,-1.60898481858475,25,"6"
"RAF_UP.V1_DN",1,1,0.0484087618816951,0.126090089641759,0.43601135722638,40,"6"
"RAF_UP.V1_UP",0.930320150659134,0.975642933730216,0.0462302524077616,-0.206577341719601,-0.695643536957202,40,"6"
"RB_DN.V1_DN",0.0288914216954255,0.14657773468001,0.352487857583619,-0.589410850067638,-1.63683378654571,16,"6"
"RB_P130_DN.V1_DN",0.0677655677655678,0.244312704839021,0.234392647294686,-0.497819952113802,-1.46204327535882,19,"6"
"RELA_DN.V1_UP",0.152700186219739,0.418398510242086,0.153158808683073,-0.403299413271724,-1.26342146034716,28,"6"
"RPS14_DN.V1_UP",0.0048321532366735,0.0601822721294791,0.407017918923954,-0.461212499240479,-1.67073896136418,59,"6"
"SNF5_DN.V1_UP",0.0299574932192721,0.14657773468001,0.352487857583619,-0.506982177138548,-1.58028114309351,27,"6"
"SRC_UP.V1_DN",0.526997840172786,0.744316537151255,0.080419996876154,0.355618906668716,0.945075758246439,15,"6"
"STK33_DN",0.303538175046555,0.572068012496996,0.103576326612592,-0.349197325466949,-1.09393512703557,28,"6"
"STK33_NOMO_DN",0.449462365591398,0.656480754124116,0.0888945288620449,0.321562341833501,1.00659781798191,28,"6"
"STK33_NOMO_UP",0.0103818831554645,0.0981428682076109,0.380730400722792,-0.405406952276605,-1.55309491816395,80,"6"
"STK33_SKM_DN",0.252354048964218,0.516007532956686,0.116234148779716,-0.378037812461547,-1.14070340438181,23,"6"
"STK33_SKM_UP",0.0245408245877702,0.134483718740981,0.352487857583619,-0.375448360633207,-1.42950620127311,78,"6"
"STK33_UP",0.0010407411556983,0.0345583290125889,0.45505986738723,-0.447911373838322,-1.72875394039288,84,"6"
"TBK1.DF_DN",0.906521739130435,0.970261548913044,0.0540088272801684,0.230182315274432,0.655297061994571,20,"6"
"TBK1.DF_UP",0.02016700448754,0.133215157064839,0.352487857583619,-0.476302080649503,-1.57252098211471,38,"6"
"TGFB_UP.V1_DN",0.0226724929836021,0.133884447154639,0.352487857583619,0.473405765914646,1.54699161480484,32,"6"
"TGFB_UP.V1_UP",0.377532228360958,0.613825474717303,0.0899860794997137,-0.335633807011761,-1.04113782202881,26,"6"
"VEGF_A_UP.V1_DN",0.608856088560886,0.794412229836584,0.0650877566917313,-0.31084331317489,-0.894574387127515,18,"6"
"VEGF_A_UP.V1_UP",0.777777777777778,0.887962962962963,0.0544555953940371,-0.267272751157706,-0.806477360449487,23,"6"
